"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeChangeUp","prev_pitch_typeCurveBall","prev_pitch_typeFastball","prev_pitch_typeSlider.Cutter","prevprev_pitch_type0","prevprev_pitch_typeChangeUp","prevprev_pitch_typeCurveBall","prevprev_pitch_typeFastball","prevprev_pitch_typeSlider.Cutter"
"Fastball",6,"0","1",2,"1","2",0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Slider/Cutter",8,"0","1",2,"1","0",0,1,0,0,-1,2.67,0,0.143,0,1,4,5,0,0,0,0,0,0,1,1,0,0,0,0
"Fastball",7,"0","0",2,"3","2",0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",7,"0","1",2,"0","2",1,0,0,0,1,3.33,30,0.304,2,1,7,7,0,0,0,0,0,1,0,0,0,0,1,0
"Slider/Cutter",6,"0","0",1,"1","2",1,0,1,0,3,6.23,2,0.2,2,-1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"Slider/Cutter",11,"0","1",2,"3","2",0,1,1,0,-2,2.17,2,0.283,0,1,2,2,0,0,0,0,0,1,0,0,0,0,1,0
"Slider/Cutter",7,"0","1",2,"1","2",1,0,0,0,1,3.33,30,0.304,2,1,7,7,0,0,0,0,0,0,1,0,0,0,1,0
"Slider/Cutter",6,"0","1",2,"0","1",0,1,0,0,3,3.2,7,0.296,2,-1,8,7,0,0,0,0,0,1,0,1,0,0,0,0
"Slider/Cutter",10,"0","0",4,"0","0",0,0,0,0,0,2.57,9,0.29,1,-1,1,2,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",10,"0","1",3,"1","0",1,0,0,0,0,3.45,10,0.253,3,1,5,6,0,0,0,0,1,0,0,1,0,0,0,0
"Slider/Cutter",18,"0","0",5,"1","0",1,0,1,0,6,2.65,14,0.258,0,1,9,7,0,0,0,0,0,0,1,1,0,0,0,0
"Slider/Cutter",10,"0","1",3,"3","2",1,0,0,0,-1,2.51,1,0.29,0,-1,0,2,0,0,0,0,0,1,0,0,1,0,0,0
"Slider/Cutter",13,"0","1",4,"1","2",0,0,0,0,-1,2.51,2,0.182,1,-1,0,2,0,0,0,0,0,0,1,0,0,0,0,1
"Slider/Cutter",9,"0","1",2,"0","1",2,1,1,0,0,2.58,36,0.221,7,-1,13,8,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",11,"0","1",3,"0","0",1,1,0,0,1,2.41,110,0.289,35,-1,16,10,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",6,"0","0",1,"0","2",1,0,1,0,3,6.23,2,0.2,2,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"Slider/Cutter",12,"0","0",3,"3","2",2,0,0,1,0,3.14,33,0.286,4,-1,8,7,0,0,0,0,1,0,0,0,0,0,1,0
"Fastball",5,"0","1",1,"0","1",2,0,1,0,-1,2.73,41,0.279,8,1,9,7,0,0,0,0,1,0,0,1,0,0,0,0
"Slider/Cutter",20,"0","1",6,"0","0",0,1,0,0,3,3.52,23,0.255,6,1,6,7,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",13,"0","0",3,"0","1",2,1,0,0,-1,2.58,40,0.269,9,-1,13,8,0,0,0,0,0,0,1,1,0,0,0,0
"Fastball",12,"0","0",3,"0","1",2,0,0,0,0,2.55,71,0.321,12,-1,13,9,0,0,0,0,0,1,0,1,0,0,0,0
"Slider/Cutter",25,"0","1",5,"0","0",0,1,0,0,-3,3.15,18,0.241,3,-1,6,6,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",8,"0","0",2,"1","0",0,0,1,0,-2,2.57,2,0.125,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"Fastball",7,"0","1",2,"3","0",2,1,0,0,0,2.51,40,0.254,5,-1,13,7,0,0,0,0,0,1,0,0,0,0,0,1
"Fastball",7,"0","1",2,"1","1",1,1,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",3,"0","0",1,"0","0",1,1,0,0,0,3.33,15,0.258,2,1,7,7,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",21,"0","1",6,"0","1",2,1,0,1,0,2.57,4,0.324,0,-1,1,2,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",15,"0","0",4,"1","0",0,0,0,0,0,6.23,2,0.2,2,-1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"Fastball",25,"0","1",7,"0","0",0,0,0,0,1,2.55,48,0.199,19,-1,13,9,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",18,"0","1",4,"3","2",0,0,0,0,-4,3.15,0,0,0,-1,6,6,0,0,0,0,0,0,1,0,0,0,0,1
"Slider/Cutter",8,"0","1",3,"1","0",1,0,0,0,0,2.59,39,0.227,6,-1,11,7,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",22,"0","0",6,"0","1",1,0,0,0,-2,2.53,44,0.268,10,-1,13,8,0,0,0,0,0,1,0,1,0,0,0,0
"Slider/Cutter",14,"0","1",4,"2","0",0,0,0,0,-1,2.73,41,0.279,8,1,9,7,0,0,0,0,1,0,0,0,0,0,0,1
"Fastball",2,"0","1",1,"0","0",0,1,0,0,0,2.58,90,0.289,28,-1,13,8,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",21,"0","1",6,"3","1",1,1,0,0,3,2.51,4,0.273,1,-1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
"Slider/Cutter",21,"0","1",5,"1","2",1,1,0,0,-1,2.75,35,0.295,6,1,4,4,0,0,0,0,0,1,0,0,0,1,0,0
"Fastball",9,"0","1",3,"0","1",1,1,0,0,4,3.1,1,0.2,0,1,2,4,0,0,0,0,0,1,0,1,0,0,0,0
"Slider/Cutter",10,"0","1",3,"2","2",1,0,0,0,0,3.45,10,0.253,3,1,5,6,0,0,0,0,0,1,0,0,0,0,0,1
"Fastball",1,"0","1",1,"2","0",0,0,0,0,0,2.67,11,0.23,3,1,4,5,0,0,0,0,0,1,0,0,0,0,1,0
"Slider/Cutter",10,"0","0",2,"0","0",1,1,0,1,2,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",21,"0","1",5,"2","1",1,1,0,0,-1,2.5,15,0.277,1,-1,10,7,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",7,"0","1",1,"0","0",2,1,0,0,3,6.23,0,0.667,0,-1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",25,"0","1",6,"3","2",0,0,0,0,-1,3.36,4,0.214,0,-1,4,6,0,0,0,0,0,1,0,0,0,0,0,1
"Fastball",16,"0","1",5,"2","2",0,0,0,0,-2,2.51,40,0.254,5,-1,13,7,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",26,"0","0",7,"0","2",2,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"Fastball",29,"0","1",8,"2","0",0,0,0,0,3,3.52,23,0.255,6,1,6,7,0,0,0,0,0,1,0,0,0,1,0,0
"Fastball",4,"0","1",1,"1","1",2,1,0,1,1,2.52,41,0.223,7,-1,14,10,0,0,0,0,0,1,0,0,0,1,0,0
"Slider/Cutter",5,"0","1",1,"1","2",2,1,0,0,0,3.36,11,0.268,2,-1,4,6,0,0,0,0,0,1,0,0,0,1,0,0
"Slider/Cutter",14,"0","1",4,"0","1",1,0,0,0,-2,2.51,51,0.275,8,-1,13,7,0,0,0,0,1,0,0,1,0,0,0,0
"Slider/Cutter",13,"0","1",3,"0","1",2,1,0,0,0,7.84,4,0.262,0,-1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",18,"0","1",4,"1","1",2,0,1,0,1,2.52,5,0.25,0,-1,14,10,0,0,0,0,1,0,0,0,0,0,1,0
"Slider/Cutter",6,"0","1",2,"1","2",0,0,0,0,0,2.55,20,0.203,5,-1,13,9,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",21,"0","1",7,"2","0",1,0,0,0,6,3.1,23,0.28,7,1,2,4,0,0,0,0,0,1,0,0,1,0,0,0
"Slider/Cutter",12,"0","1",3,"2","0",2,1,0,0,3,3.2,49,0.267,14,-1,8,7,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",2,"0","1",1,"0","1",1,0,0,0,0,2.67,8,0.339,5,-1,2,3,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",3,"0","1",1,"0","1",0,1,0,0,-2,2.17,11,0.288,4,1,2,2,0,0,0,0,0,1,0,1,0,0,0,0
"Slider/Cutter",5,"0","1",2,"0","0",0,1,0,0,1,2.51,51,0.275,8,-1,13,7,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",2,"0","1",1,"0","0",1,0,0,0,0,2.65,47,0.282,5,1,9,7,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",12,"0","0",4,"0","1",0,1,0,0,0,2.51,68,0.294,17,-1,13,7,0,0,0,0,0,0,1,1,0,0,0,0
"Slider/Cutter",3,"0","1",1,"3","2",1,0,0,0,1,2.44,48,0.268,14,-1,12,7,0,0,0,0,0,1,0,0,0,0,1,0
"Slider/Cutter",23,"0","0",6,"0","1",1,1,0,0,0,2.92,42,0.207,13,1,9,7,0,0,0,0,0,1,0,1,0,0,0,0
"Slider/Cutter",21,"0","1",6,"3","2",1,1,0,0,3,2.51,4,0.273,1,-1,0,2,0,0,0,0,0,1,0,0,0,1,0,0
"Slider/Cutter",24,"0","1",6,"1","1",1,1,0,0,3,2.44,34,0.21,12,-1,12,7,0,0,0,0,0,1,0,0,0,0,0,1
"Slider/Cutter",11,"0","1",3,"2","0",2,0,0,0,1,3.33,35,0.239,15,1,7,7,0,0,0,0,0,1,0,0,0,1,0,0
"Fastball",1,"0","1",1,"0","2",0,0,0,0,0,2.57,4,0.4,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"Slider/Cutter",19,"0","1",5,"2","1",1,0,0,0,0,6.23,0,0.5,0,-1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"Fastball",28,"0","0",7,"2","0",2,1,0,0,3,3.52,16,0.284,2,1,6,7,0,0,0,0,0,0,1,0,0,0,0,1
"Fastball",21,"0","0",5,"3","1",0,1,0,0,2,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Slider/Cutter",3,"0","0",1,"1","0",2,0,0,0,0,2.51,68,0.294,17,-1,13,7,0,0,0,0,0,0,1,1,0,0,0,0
"Fastball",8,"0","1",3,"1","1",0,0,0,0,-1,2.51,1,0.16,0,-1,0,2,0,0,0,0,0,1,0,0,0,0,1,0
"Slider/Cutter",26,"0","1",6,"1","2",1,0,0,0,-1,3.36,2,0.212,0,-1,4,6,0,0,0,0,1,0,0,0,0,0,1,0
"Fastball",10,"0","1",2,"0","1",0,0,1,1,-3,2.67,11,0.23,3,1,4,5,0,0,0,0,0,1,0,1,0,0,0,0
"Slider/Cutter",18,"0","1",5,"1","0",0,0,0,0,1,2.52,32,0.275,2,-1,10,7,0,0,0,0,1,0,0,1,0,0,0,0
"Slider/Cutter",7,"0","0",3,"1","2",0,0,0,0,0,2.57,6,0.167,3,-1,1,2,0,0,0,0,0,0,1,0,0,0,1,0
"Fastball",1,"0","0",1,"0","1",0,0,0,0,0,2.57,9,0.29,1,-1,1,2,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",2,"0","1",1,"0","0",1,0,0,0,0,7.84,5,0.375,0,-1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",14,"0","1",5,"2","0",0,0,0,0,1,3.52,22,0.178,7,1,6,7,0,0,0,0,1,0,0,0,0,0,1,0
"Slider/Cutter",12,"0","1",3,"2","0",1,0,0,0,-1,2.75,35,0.295,6,1,4,4,0,0,0,0,0,0,1,0,0,0,1,0
"Fastball",18,"0","1",6,"1","2",1,0,0,0,6,3.1,1,0.2,0,1,2,4,0,0,0,0,1,0,0,0,0,0,1,0
"Fastball",13,"0","0",4,"2","2",2,1,0,0,1,3.52,19,0.25,3,1,6,7,0,0,0,0,0,0,1,0,0,0,1,0
"Fastball",12,"0","1",2,"1","2",1,1,1,0,-3,3.15,50,0.314,11,-1,6,6,0,0,0,0,1,0,0,0,0,0,1,0
"Slider/Cutter",26,"0","1",7,"0","0",1,0,0,0,6,2.65,2,0.119,1,1,9,7,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",3,"0","1",1,"2","0",1,0,0,0,0,2.53,81,0.276,23,-1,13,8,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",27,"0","0",7,"3","2",1,1,1,0,2,2.51,5,0.25,2,-1,0,2,0,0,0,0,0,0,1,0,0,0,0,1
"Fastball",3,"0","0",1,"0","1",1,1,0,0,0,3.14,33,0.286,4,-1,8,7,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",12,"0","1",3,"0","2",1,1,0,0,1,2.41,104,0.273,28,-1,16,10,0,0,0,0,0,1,0,0,0,0,1,0
"Slider/Cutter",19,"0","0",6,"1","2",0,0,0,0,3,3.52,16,0.284,2,1,6,7,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",2,"0","0",1,"2","0",1,0,0,0,0,2.51,3,0.351,0,-1,0,2,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",23,"0","1",7,"1","1",0,1,0,0,0,2.57,1,0.111,0,-1,1,2,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",4,"0","0",1,"1","2",2,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",26,"0","1",7,"1","0",1,1,0,0,3,2.51,1,0.16,0,-1,0,2,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",10,"0","1",2,"0","1",2,0,1,0,-2,2.57,4,0.4,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"Slider/Cutter",11,"0","0",3,"2","0",1,1,0,0,-1,2.51,3,0.351,0,-1,0,2,0,0,0,0,0,1,0,0,0,0,1,0
"Slider/Cutter",14,"0","1",3,"0","1",1,0,0,1,2,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",7,"0","1",1,"0","0",2,1,1,0,-2,2.17,9,0.328,1,1,2,2,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",19,"0","0",6,"2","2",0,0,0,0,0,3.14,29,0.287,7,-1,8,7,0,0,0,0,0,0,1,0,0,1,0,0
"Slider/Cutter",8,"0","1",2,"0","0",2,0,0,0,1,3.33,14,0.308,2,1,7,7,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",15,"0","1",5,"0","0",0,1,0,0,1,3.52,14,0.21,1,1,6,7,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",8,"0","1",2,"1","1",2,0,1,0,1,2.44,39,0.301,3,-1,12,7,0,0,0,0,0,1,0,0,0,1,0,0
"Slider/Cutter",25,"0","1",7,"0","0",0,0,0,0,0,2.92,11,0.327,3,1,9,7,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",14,"0","1",4,"1","2",1,0,0,0,0,3.14,23,0.213,7,-1,8,7,0,0,0,0,1,0,0,0,0,0,0,1
"Fastball",15,"0","1",4,"2","1",1,0,0,1,4,2.59,13,0.243,2,-1,3,4,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",8,"0","1",2,"1","1",1,0,0,0,0,2.55,11,0.196,3,-1,13,9,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",8,"0","0",2,"1","1",1,0,1,1,2,3.2,10,0.354,1,-1,8,7,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",3,"0","1",1,"1","0",2,0,0,0,0,2.51,4,0.273,1,-1,0,2,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",6,"0","0",2,"3","2",1,0,0,0,0,2.67,3,0.333,2,-1,2,3,0,0,0,0,0,1,0,0,0,0,0,1
"Slider/Cutter",5,"0","1",2,"0","2",1,0,0,0,1,2.59,19,0.312,2,-1,3,4,0,0,0,0,0,0,1,0,0,0,1,0
"Fastball",19,"0","1",5,"2","2",0,0,0,0,1,2.52,44,0.263,4,-1,14,10,0,0,0,0,0,0,1,0,0,0,1,0
"Slider/Cutter",10,"0","1",4,"0","1",0,0,0,0,-2,2.59,27,0.314,5,-1,11,7,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",21,"0","0",5,"1","1",0,0,0,0,0,3.36,28,0.303,9,-1,4,6,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",23,"0","1",6,"1","2",0,0,0,0,1,2.52,21,0.201,6,-1,14,10,0,0,0,0,0,0,1,0,0,0,0,1
"Fastball",18,"0","0",4,"0","0",1,1,0,0,2,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",31,"0","0",8,"0","0",1,0,0,0,3,3.52,19,0.25,3,1,6,7,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",5,"0","1",2,"0","0",1,0,0,0,4,3.1,12,0.379,2,1,2,4,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",20,"0","1",6,"3","2",1,0,0,0,3,3.45,13,0.234,5,1,5,6,0,0,0,0,0,0,1,0,0,0,0,1
"Fastball",25,"0","1",7,"0","0",0,0,0,0,-7,2.52,37,0.297,3,-1,10,7,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",18,"0","1",5,"0","2",0,0,1,1,5,2.44,36,0.28,2,-1,12,7,0,0,0,0,0,0,1,0,0,0,0,1
"Slider/Cutter",26,"0","1",6,"3","2",1,1,1,1,-3,2.53,34,0.255,5,-1,13,8,0,0,0,0,1,0,0,0,0,0,0,1
"Fastball",18,"0","1",4,"0","1",0,0,0,0,0,3.36,0,0.056,0,-1,4,6,4,4,0,0,0,1,0,1,0,0,0,0
"Slider/Cutter",1,"0","0",1,"1","1",0,0,0,0,0,2.54,34,0.298,1,-1,13,10,0,0,0,0,0,1,0,0,0,0,1,0
"Slider/Cutter",17,"0","1",5,"0","2",1,0,0,0,0,3.14,16,0.236,3,-1,8,7,0,0,0,1,0,0,0,0,0,0,1,0
"Fastball",11,"0","1",3,"3","2",0,0,0,0,1,2.52,20,0.234,2,-1,14,10,0,0,0,0,1,0,0,0,0,0,1,0
"Slider/Cutter",6,"0","1",2,"0","1",0,0,0,0,0,3.36,13,0.259,4,-1,4,6,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",9,"0","1",3,"2","2",0,0,0,0,0,2.52,32,0.275,2,-1,10,7,0,0,0,0,0,0,1,0,0,1,0,0
"Slider/Cutter",28,"0","1",7,"1","1",2,1,0,0,1,2.55,42,0.271,4,-1,13,9,0,0,0,0,0,1,0,0,0,0,0,1
"Slider/Cutter",4,"0","0",1,"1","2",1,1,0,0,0,2.53,44,0.268,10,-1,13,8,0,0,0,0,0,1,0,0,0,1,0,0
"Fastball",15,"0","0",4,"1","0",0,0,0,0,1,2.52,88,0.272,23,-1,14,10,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",20,"0","0",5,"3","1",0,0,0,0,2,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",9,"0","1",2,"0","0",1,0,0,0,-1,2.75,5,0.286,0,1,4,4,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",3,"0","1",1,"3","2",1,0,0,0,1,2.44,48,0.268,14,-1,12,7,0,0,0,0,0,1,0,0,0,0,0,1
"Fastball",11,"0","1",4,"0","0",0,0,1,0,6,2.59,8,0.248,1,-1,3,4,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",11,"0","1",2,"1","1",0,1,1,0,-2,2.17,2,0.283,0,1,2,2,0,0,0,0,0,1,0,0,0,1,0,0
"Slider/Cutter",9,"0","1",2,"0","2",1,0,0,0,-1,2.75,5,0.286,0,1,4,4,0,0,0,0,0,0,1,0,0,0,1,0
"Fastball",14,"0","1",4,"0","1",0,0,0,0,-2,2.45,79,0.263,25,-1,15,10,0,0,0,0,0,0,1,1,0,0,0,0
"Slider/Cutter",16,"0","1",5,"3","2",0,0,0,0,-2,2.51,40,0.254,5,-1,13,7,0,0,0,0,0,1,0,0,0,0,0,1
"Fastball",13,"0","1",3,"0","0",2,0,0,1,1,2.52,41,0.267,5,-1,10,7,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",4,"0","1",1,"2","2",1,0,1,0,0,3.33,19,0.279,5,1,7,7,0,0,0,0,0,0,1,0,0,0,0,1
"Fastball",7,"0","0",1,"2","0",2,1,1,1,-1,2.75,8,0.225,2,1,4,4,0,0,0,0,0,1,0,0,0,0,1,0
"Slider/Cutter",28,"0","1",6,"2","1",2,0,1,0,-5,2.67,11,0.23,3,1,4,5,0,0,0,0,0,1,0,0,0,0,1,0
"Slider/Cutter",18,"0","1",5,"2","1",1,0,0,0,-1,2.55,5,0.31,0,-1,13,9,0,0,0,0,1,0,0,0,0,0,0,1
"Slider/Cutter",1,"0","0",1,"1","1",0,0,0,0,0,2.59,10,0.34,3,-1,3,4,0,0,0,0,0,1,0,0,0,0,1,0
"Slider/Cutter",13,"0","1",4,"0","0",0,0,0,0,4,2.44,48,0.276,7,-1,12,7,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",17,"0","1",4,"2","1",1,0,0,0,1,2.52,6,0.296,0,-1,14,10,0,0,0,0,0,0,1,0,1,0,0,0
"Slider/Cutter",19,"0","0",4,"0","0",1,1,0,0,0,3.36,11,0.241,3,-1,4,6,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",4,"0","1",2,"2","2",0,0,0,0,1,2.51,73,0.281,22,-1,13,7,0,0,0,0,0,0,1,0,0,0,0,1
"Fastball",22,"0","1",5,"0","1",2,1,0,0,4,2.41,72,0.29,7,-1,16,10,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",20,"0","1",5,"2","2",1,0,0,0,-1,2.5,27,0.257,7,-1,10,7,0,0,0,0,0,0,1,0,0,0,1,0
"Slider/Cutter",7,"0","1",2,"0","1",0,1,0,0,1,2.52,30,0.203,7,-1,14,10,0,0,0,0,0,1,0,1,0,0,0,0
"Slider/Cutter",15,"0","1",3,"3","1",2,1,0,1,-1,2.75,12,0.276,2,1,4,4,0,0,0,0,0,1,0,0,0,0,0,1
"Fastball",17,"0","1",4,"0","0",2,0,0,0,0,6.23,0,0.25,0,-1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",18,"0","1",4,"1","2",0,0,0,0,0,3.36,0,0.056,0,-1,4,6,4,4,0,0,1,0,0,0,0,0,1,0
"Fastball",16,"0","0",4,"0","1",2,0,0,0,0,7.84,1,0.222,1,-1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",24,"0","0",6,"2","2",0,0,1,0,2,6.23,2,0.2,2,-1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"Fastball",26,"0","1",7,"2","1",1,1,0,0,0,2.58,34,0.264,5,-1,13,8,0,0,0,0,1,0,0,0,0,0,0,1
"Fastball",14,"0","1",2,"0","0",1,1,0,1,-6,2.67,24,0.221,7,1,4,5,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",19,"0","1",5,"0","0",2,0,0,0,4,3.2,4,0.293,0,-1,8,7,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",21,"0","1",6,"0","0",0,0,0,0,0,6.23,8,0.292,3,-1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",13,"0","0",4,"0","1",0,0,0,0,0,2.53,44,0.268,10,-1,13,8,0,0,0,0,0,0,1,1,0,0,0,0
"Fastball",12,"0","1",3,"2","1",1,0,0,0,-1,2.75,35,0.295,6,1,4,4,0,0,0,0,0,0,1,0,0,0,0,1
"Slider/Cutter",12,"0","1",3,"0","0",2,1,0,0,1,2.5,15,0.277,1,-1,10,7,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",28,"0","1",7,"0","0",2,1,0,0,1,2.55,42,0.271,4,-1,13,9,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",25,"0","1",6,"0","1",2,0,0,0,1,2.52,30,0.203,7,-1,14,10,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",19,"0","1",5,"3","1",0,0,0,0,-1,2.75,12,0.292,3,1,4,4,0,0,0,0,0,1,0,0,0,0,0,1
"Fastball",23,"0","1",6,"0","1",0,1,0,0,1,6.23,0,0.095,0,-1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",9,"0","1",3,"3","2",0,0,0,0,0,2.53,40,0.22,8,-1,13,8,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",23,"0","1",7,"1","1",0,0,0,0,3,3.45,20,0.232,6,1,5,6,0,0,0,0,0,1,0,0,0,1,0,0
"Slider/Cutter",27,"0","1",7,"1","0",1,1,0,0,1,2.55,5,0.31,0,-1,13,9,0,0,0,0,0,1,0,1,0,0,0,0
"Slider/Cutter",22,"0","1",6,"0","0",2,0,0,0,4,3.2,55,0.253,18,-1,8,7,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",5,"0","1",1,"1","2",2,1,0,0,0,3.36,11,0.268,2,-1,4,6,0,0,0,0,1,0,0,0,0,0,1,0
"Slider/Cutter",9,"0","0",2,"0","2",2,0,1,0,1,2.65,14,0.258,0,1,9,7,0,0,0,0,0,1,0,0,0,0,1,0
"Slider/Cutter",7,"0","0",2,"0","1",1,0,1,0,1,2.44,47,0.201,14,-1,12,7,0,0,0,0,1,0,0,1,0,0,0,0
"Slider/Cutter",14,"0","1",4,"0","0",0,0,0,0,-1,2.73,41,0.279,8,1,9,7,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",11,"0","1",4,"2","0",0,0,0,0,5,3.1,11,0.284,2,1,2,4,0,0,0,0,0,1,0,0,0,0,0,1
"Fastball",10,"0","0",3,"1","0",2,0,0,0,0,2.51,45,0.266,9,-1,13,7,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",14,"0","1",4,"0","0",1,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",8,"0","1",3,"0","1",0,0,0,0,-1,2.51,1,0.16,0,-1,0,2,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",7,"0","1",2,"1","1",1,1,0,0,0,2.52,37,0.297,3,-1,10,7,0,0,0,0,0,1,0,0,0,0,0,1
"Fastball",25,"0","0",7,"2","1",1,0,0,0,3,2.51,0,0.429,0,-1,0,2,0,0,0,0,0,0,1,0,0,0,0,1
"Slider/Cutter",13,"0","0",3,"0","0",2,1,0,0,-1,2.58,40,0.269,9,-1,13,8,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",18,"0","1",4,"2","2",2,0,0,0,-1,2.75,5,0.286,0,1,4,4,0,0,0,0,0,0,1,0,0,0,1,0
"Fastball",24,"0","1",6,"1","0",1,1,0,0,1,3.52,14,0.21,1,1,6,7,0,0,0,0,0,0,1,1,0,0,0,0
"Slider/Cutter",26,"0","1",7,"0","0",1,1,0,0,0,2.58,34,0.264,5,-1,13,8,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",9,"0","0",2,"0","1",2,0,1,0,1,2.65,14,0.258,0,1,9,7,0,0,0,0,0,1,0,1,0,0,0,0
"Slider/Cutter",20,"0","1",4,"2","0",2,1,0,0,0,3.36,11,0.211,4,-1,4,6,0,0,0,0,0,1,0,0,0,1,0,0
