"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeCH","prev_pitch_typeCU","prev_pitch_typeFC","prev_pitch_typeFF","prev_pitch_typeFT","prev_pitch_typeKC","prevprev_pitch_type0","prevprev_pitch_typeCH","prevprev_pitch_typeCU","prevprev_pitch_typeFC","prevprev_pitch_typeFF","prevprev_pitch_typeFT","prevprev_pitch_typeKC"
"FF",14,"0","0",5,"0","0",0,0,0,0,2,3.48,15,0.33,3,-1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",7,"0","0",2,"2","1",1,0,0,0,1,3.92,40,0.226,17,-1,14,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FT",21,"0","0",6,"0","2",0,1,0,0,1,3.63,34,0.288,4,-1,6,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FT",16,"0","1",4,"0","0",0,1,0,0,0,4.34,31,0.254,10,-1,9,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",28,"0","0",8,"1","0",2,0,0,0,3,3.81,6,0.344,1,1,5,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",4,"0","1",2,"1","1",0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",11,"0","0",3,"1","2",0,0,0,0,-1,4.44,11,0.305,2,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CH",8,"0","1",3,"1","2",0,0,0,0,0,3.81,22,0.235,4,-1,16,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"FT",4,"0","0",1,"3","2",1,1,0,0,0,3.93,10,0.224,4,1,5,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FT",28,"0","0",8,"1","1",2,0,0,0,3,3.81,6,0.344,1,1,5,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FT",20,"0","0",6,"0","2",0,1,0,0,4,2.41,65,0.27,18,-1,11,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"FT",21,"0","0",6,"2","2",0,0,0,0,-2,3.33,91,0.316,18,-1,13,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CH",15,"0","1",4,"0","0",0,0,0,0,1,3.32,19,0.231,6,-1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",23,"0","0",6,"1","0",0,1,1,1,4,2.42,30,0.236,9,-1,7,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FF",20,"0","1",5,"1","0",2,1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CH",19,"0","1",4,"0","0",2,0,1,0,-3,3.08,53,0.297,15,1,11,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",15,"0","1",4,"3","1",1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FC",8,"0","1",3,"0","1",0,0,0,0,0,4.04,53,0.267,7,-1,17,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",8,"0","1",2,"0","1",2,1,0,0,-4,2.62,35,0.281,6,-1,7,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"CH",12,"0","0",3,"0","1",0,1,1,1,-1,3,2,0.176,2,-1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",4,"0","1",1,"0","1",2,0,1,0,0,2.35,77,0.259,30,-1,11,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FT",21,"0","1",6,"1","2",1,0,0,0,4,4.39,13,0.313,1,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"CH",20,"0","1",6,"0","1",2,0,0,0,2,4.63,12,0.251,5,-1,7,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",9,"0","1",2,"1","0",0,1,0,0,2,4.74,9,0.213,5,-1,8,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"CH",18,"0","0",4,"1","2",1,0,0,0,1,3.25,32,0.263,4,-1,13,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CH",27,"0","1",7,"0","1",0,1,0,0,-3,2.35,7,0.255,0,-1,11,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",8,"0","1",3,"0","0",0,1,0,0,0,4.04,8,0.388,1,-1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",22,"0","0",5,"1","0",2,1,0,0,2,5.11,19,0.295,9,-1,7,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FF",4,"0","0",1,"0","0",2,1,0,0,0,4,76,0.275,18,-1,12,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",29,"0","1",8,"1","0",2,1,0,0,2,4.63,12,0.251,5,-1,7,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",22,"0","0",6,"2","2",0,0,0,0,-5,4,76,0.275,18,-1,12,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FT",7,"0","1",2,"2","2",0,0,0,0,4,3.28,5,0.355,0,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FC",24,"0","0",7,"0","0",0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",15,"0","1",4,"1","2",1,1,0,0,-2,2.44,1,0.25,1,-1,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FT",12,"0","1",4,"2","1",2,1,0,0,-2,4.19,76,0.291,28,1,11,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"CH",26,"0","1",6,"1","1",0,0,0,0,-5,4.02,3,0.324,1,-1,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"FF",1,"0","0",1,"0","0",0,0,0,0,0,4.04,11,0.263,1,-1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",6,"0","1",2,"1","0",0,0,0,0,1,5.11,2,0.222,0,-1,7,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",16,"0","1",4,"1","0",1,1,0,0,-1,4.44,9,0.253,0,1,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",12,"0","0",3,"1","1",0,0,0,0,4,3.32,85,0.31,18,-1,12,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"FT",25,"0","1",6,"0","0",1,0,1,0,-3,3.08,38,0.209,18,1,11,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",26,"0","1",8,"0","1",0,0,0,0,0,0,1,0.25,1,-1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FT",1,"0","0",1,"0","1",0,0,0,0,0,2.42,45,0.319,7,-1,13,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"CH",7,"0","1",2,"1","1",1,0,0,0,0,5.34,16,0.249,2,-1,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"FT",7,"0","1",2,"1","1",1,0,0,0,1,4.44,9,0.253,0,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"FF",24,"0","0",5,"0","0",1,1,1,0,-2,4.3,28,0.282,8,-1,9,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",25,"0","0",7,"0","2",0,0,0,0,3,3.92,40,0.226,17,-1,14,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"FT",11,"0","1",3,"0","0",2,1,0,0,0,3.37,72,0.275,15,-1,14,12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",12,"0","1",3,"2","0",2,0,0,0,4,3.11,69,0.297,22,-1,11,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"CH",30,"0","1",7,"0","0",2,0,0,0,0,2.97,23,0.25,11,-1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",24,"0","1",7,"2","2",1,0,0,0,1,4.51,22,0.285,1,-1,9,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FC",14,"0","1",4,"0","1",0,1,0,0,5,3.11,49,0.276,8,-1,11,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"CH",8,"0","1",1,"2","1",1,0,0,0,-5,4.28,4,0.167,2,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"CH",30,"0","1",8,"1","1",0,1,0,0,0,4.28,14,0.275,2,1,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FT",24,"0","1",7,"2","2",1,1,0,0,0,4.88,10,0.232,4,-1,7,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"CH",19,"0","1",6,"0","0",0,0,0,0,2,3.48,3,0.273,0,-1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",14,"0","1",3,"0","1",2,0,0,0,-2,3.93,34,0.249,10,1,5,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FF",10,"0","1",3,"1","0",1,0,0,1,-1,2.47,68,0.291,26,-1,13,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FF",28,"0","1",9,"0","2",1,0,0,0,-4,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"FT",23,"0","1",7,"0","1",2,0,0,0,1,3.12,25,0.224,5,1,12,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",25,"0","1",6,"1","0",0,0,0,0,0,2.93,11,0.229,0,-1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"FT",20,"0","0",5,"0","1",1,1,0,0,-3,4.03,5,0.274,0,1,4,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",12,"0","1",3,"0","0",0,0,1,1,-3,2.34,71,0.272,20,-1,17,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",8,"0","1",3,"0","0",1,0,0,0,0,3.4,3,0.156,2,-1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",24,"0","1",6,"0","0",1,0,1,0,1,2.38,22,0.227,5,-1,9,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",8,"0","0",2,"2","1",1,0,0,0,-2,2.45,4,0.4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",6,"0","1",2,"0","1",0,0,0,0,0,2.31,22,0.223,5,1,9,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",4,"0","0",1,"2","1",1,1,0,0,0,3.93,10,0.224,4,1,5,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",16,"0","1",5,"2","1",0,0,0,0,-5,2.62,29,0.332,6,-1,7,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"CH",13,"0","1",3,"1","1",0,1,0,0,2,3.25,69,0.295,19,-1,13,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"FC",25,"0","1",6,"3","2",0,0,0,0,-2,4.27,3,0.229,0,1,4,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"FF",25,"0","1",5,"0","0",1,1,1,0,-2,4.3,46,0.227,16,-1,9,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",18,"0","1",4,"1","1",0,1,0,0,-1,4.5,1,0.125,0,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FT",20,"0","1",4,"0","0",1,0,0,0,-2,4.27,4,0.327,1,1,4,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",25,"0","1",5,"1","2",2,0,1,0,-2,4.34,31,0.254,10,-1,9,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FT",25,"0","1",6,"0","1",1,0,0,0,4,2.31,8,0.261,5,1,9,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FT",10,"0","1",3,"1","1",0,0,0,0,3,3.91,82,0.275,28,-1,16,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FT",24,"0","0",7,"1","1",0,0,0,0,-1,4.53,22,0.246,6,-1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"FC",28,"0","0",7,"0","0",0,0,0,0,-2,3.91,39,0.259,7,-1,17,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",17,"0","1",5,"1","1",1,0,0,0,-4,4.64,12,0.318,1,-1,8,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"FT",11,"0","0",3,"0","1",0,1,0,0,-4,4.64,32,0.245,14,-1,8,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FT",5,"0","0",2,"2","0",0,0,0,0,1,0,4,0.2,2,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"FF",6,"0","1",2,"1","0",2,0,0,0,0,4.04,17,0.343,4,-1,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"FT",4,"0","1",1,"0","2",2,1,0,0,0,2.7,17,0.3,3,-1,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"FC",16,"0","1",3,"3","2",2,1,0,0,-4,2.91,1,0.333,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",20,"0","1",6,"0","2",0,0,0,1,2,2.42,41,0.29,13,-1,7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CH",24,"0","1",6,"0","1",1,1,1,1,1,0,0,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"FC",14,"0","1",4,"0","0",0,0,0,0,3,7.06,3,0.3,0,-1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",11,"0","1",3,"2","2",0,0,0,0,0,3.93,24,0.331,2,1,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"CH",28,"0","1",7,"2","0",0,0,0,0,2,5.11,37,0.231,11,-1,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"FF",17,"0","1",4,"0","1",2,1,0,0,1,2.38,5,0.239,2,-1,9,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"FF",11,"0","1",3,"0","1",2,0,0,1,0,6.14,3,0.114,1,-1,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FF",4,"0","0",1,"0","0",2,0,0,0,-1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",7,"0","0",3,"3","1",0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"FT",10,"0","0",3,"3","2",2,0,0,0,0,3.63,31,0.286,7,-1,6,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FT",8,"0","0",3,"0","0",0,0,0,0,-1,3.06,28,0.229,1,1,10,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",2,"0","1",1,"2","1",1,0,0,0,0,3.06,37,0.269,4,1,10,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FT",31,"0","1",8,"0","2",1,1,0,0,3,3.06,36,0.276,12,1,10,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CH",23,"0","0",7,"1","2",0,0,0,0,0,4.88,32,0.262,6,-1,7,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FT",1,"0","0",1,"2","1",0,0,0,0,0,3,60,0.284,13,-1,12,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CH",25,"0","0",7,"1","2",0,0,0,0,3,3.92,40,0.226,17,-1,14,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"FT",4,"0","0",1,"0","1",2,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FC",22,"0","0",5,"0","1",2,0,0,0,-3,4.28,4,0.268,0,1,4,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",12,"0","0",4,"3","2",0,0,0,0,-1,4.53,21,0.302,1,-1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"CH",9,"0","1",3,"1","0",0,0,0,0,-1,4.02,2,0.211,0,-1,4,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FC",6,"0","1",1,"2","2",1,1,1,0,3,7.06,4,0.346,0,-1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"FF",14,"0","1",3,"0","0",2,1,0,1,-2,4.02,6,0.342,2,-1,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",6,"0","0",2,"0","0",1,1,0,0,1,4.3,28,0.282,8,-1,9,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",26,"0","1",6,"0","1",1,1,0,0,3,7.06,1,0.134,0,-1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FT",30,"0","1",8,"1","2",0,1,0,0,0,4.28,14,0.275,2,1,4,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"FC",13,"0","1",4,"0","0",0,1,0,0,0,4.04,69,0.233,22,-1,17,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",13,"0","1",4,"0","0",0,0,1,0,0,2.53,14,0.284,4,-1,9,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",4,"0","1",1,"1","0",1,1,0,0,2,4.34,17,0.244,5,-1,9,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",5,"0","1",2,"2","2",0,0,0,0,0,4.03,22,0.224,7,1,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"FT",25,"0","0",8,"1","2",0,0,0,0,-3,2.7,34,0.255,10,-1,5,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FT",18,"0","1",5,"0","2",0,0,0,0,-2,3.11,6,0.2,0,-1,11,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"CH",14,"0","1",4,"0","0",0,0,0,0,-1,3.11,40,0.248,13,-1,11,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",3,"0","1",1,"1","1",1,1,0,0,5,2.43,78,0.256,30,-1,14,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"FT",1,"0","1",1,"0","0",0,0,0,0,1,4.26,0,0,0,-1,9,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",9,"0","0",2,"0","1",2,1,0,0,-3,4.64,16,0.221,5,-1,8,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",14,"0","0",3,"0","0",0,1,0,0,-4,2.91,6,0.208,2,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",28,"0","1",8,"2","1",1,0,0,0,-4,4.64,21,0.284,8,-1,8,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"FT",23,"0","0",5,"0","2",2,0,1,0,1,3.32,33,0.307,10,-1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CH",22,"0","1",7,"0","1",0,0,0,0,5,3.23,18,0.23,1,-1,9,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",5,"0","1",2,"3","2",0,0,0,0,1,4.44,17,0.26,3,1,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CH",22,"0","0",6,"2","2",0,0,0,0,8,2.4,71,0.317,17,-1,12,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"FT",7,"0","1",2,"1","0",0,0,0,0,-1,2.4,3,0.222,1,-1,12,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",18,"0","1",4,"0","0",0,0,1,0,-2,2.45,3,0.4,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",14,"0","1",4,"2","2",0,0,0,0,0,5.34,2,0.235,0,-1,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CH",10,"0","1",3,"1","1",2,0,0,0,1,2.97,15,0.273,1,-1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"FT",18,"0","1",5,"0","1",1,0,0,0,4,3.97,2,0.182,0,-1,13,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FT",22,"0","1",5,"3","2",0,0,0,0,-2,4.34,28,0.218,8,-1,9,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CH",12,"0","1",4,"1","0",1,0,0,0,1,2.97,23,0.25,11,-1,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",14,"0","1",4,"0","1",0,0,0,0,0,2.4,43,0.214,15,-1,12,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"FT",5,"0","0",1,"2","2",2,1,1,0,0,4.64,31,0.24,10,-1,8,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FT",19,"0","0",4,"0","0",2,0,0,1,3,3.81,36,0.258,7,-1,16,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",11,"0","1",3,"0","0",0,0,0,0,0,3.93,24,0.331,2,1,5,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",22,"0","0",6,"0","1",0,0,0,0,8,2.4,71,0.317,17,-1,12,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FF",5,"0","1",2,"1","2",1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"CH",22,"0","1",5,"0","1",1,0,0,0,2,3.25,69,0.295,19,-1,13,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FC",23,"0","1",6,"2","1",2,1,1,0,10,3.97,30,0.283,4,-1,13,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CH",2,"0","1",1,"1","1",1,0,0,0,0,4.52,21,0.25,7,-1,7,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",27,"0","1",8,"0","1",1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"FT",2,"0","1",1,"0","0",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",18,"0","0",4,"1","2",1,0,0,0,-4,2.91,0,0.435,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FT",8,"0","0",3,"0","0",1,0,0,0,-1,3.21,24,0.231,6,-1,11,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",6,"0","1",1,"0","0",2,0,1,0,-2,2.45,0,0.2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",14,"0","1",3,"1","0",0,1,0,0,-2,6.75,9,0.247,3,-1,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"CH",23,"0","1",6,"1","2",1,0,1,0,-4,2.62,22,0.321,5,-1,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"FC",20,"0","1",6,"0","0",1,0,0,0,0,4.88,3,0.301,0,-1,7,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",23,"0","0",6,"0","1",1,0,1,0,1,2.38,53,0.234,19,-1,9,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FT",4,"0","0",1,"0","0",2,1,1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",1,"0","1",1,"2","1",0,0,0,0,0,6,12,0.263,0,-1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FC",26,"0","1",8,"2","2",2,0,0,0,1,3.12,2,0.167,0,1,12,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FT",8,"0","1",2,"0","1",1,0,1,0,0,3.93,5,0.202,2,1,5,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"CH",29,"0","0",7,"1","2",1,0,0,0,0,5.76,5,0.254,2,-1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FT",3,"0","1",1,"3","2",1,0,0,0,1,4.42,17,0.275,2,-1,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",23,"0","1",7,"0","1",0,0,0,1,-4,3.4,20,0.167,7,-1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",18,"0","1",5,"1","2",0,0,0,0,3,3.92,27,0.222,9,-1,14,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"FT",10,"0","1",3,"1","1",0,0,0,0,0,3.93,23,0.282,5,1,5,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CH",21,"0","1",5,"2","2",1,1,0,0,-4,6.75,17,0.276,5,-1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FF",7,"0","1",2,"1","1",2,0,0,0,1,2.53,18,0.283,5,-1,9,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"FC",18,"0","1",5,"1","0",0,1,0,0,1,2.97,15,0.265,1,-1,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FF",15,"0","1",4,"0","1",0,0,0,0,1,3.32,19,0.231,6,-1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"FT",9,"0","1",3,"1","2",0,0,0,0,1,3.92,0,0.071,0,-1,14,8,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FT",22,"0","1",6,"0","0",0,1,1,0,3,2.42,25,0.248,1,-1,7,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",11,"0","0",4,"0","1",0,0,0,0,1,3.48,9,0.34,3,-1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"CH",12,"0","0",4,"3","2",0,0,1,0,2,4.05,1,0.25,0,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CH",4,"0","1",1,"1","0",1,0,0,1,1,3.12,67,0.252,15,1,12,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",19,"0","0",5,"0","1",1,0,0,0,6,2.5,30,0.346,5,-1,6,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FT",20,"0","1",5,"0","0",0,0,0,0,-3,2.91,1,0.275,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",17,"0","1",5,"1","1",1,0,0,0,-3,2.47,5,0.205,1,-1,13,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",26,"0","1",6,"2","1",2,0,0,0,4,2.31,18,0.233,5,1,9,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FT",29,"0","0",7,"1","0",2,0,0,0,2,3.91,82,0.22,38,-1,16,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
