"pitch_type","bat_order","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeChangeUp","prev_pitch_typeFastball","prev_pitch_typeKnuckleBall","prev_pitch_typeOthers","prev_pitch_typeSlider.Cutter","prevprev_pitch_type0","prevprev_pitch_typeChangeUp","prevprev_pitch_typeFastball","prevprev_pitch_typeKnuckleBall","prevprev_pitch_typeOthers","prevprev_pitch_typeSlider.Cutter"
"Fastball",6,"0","1",2,"0","0",0,0,0,0,3,2.25,7,0.2,3,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","0",3,"1","0",0,0,0,0,0,3.7,52,0.288,15,1,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"KnuckleBall",9,"0","1",2,"0","2",0,0,0,0,-3,2.19,4,0.262,0,-1,6,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",4,"0","1",5,"0","0",0,0,0,0,6,1.83,37,0.237,6,-1,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",3,"2","1",0,0,0,0,0,0,0,0.333,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",4,"0","1",1,"0","0",1,1,0,0,0,3.52,13,0.309,2,1,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","1",1,"0","0",0,0,0,0,0,3.59,28,0.304,9,-1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",2,"2","2",0,0,0,0,-1,2.25,33,0.274,4,-1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"KnuckleBall",5,"0","1",4,"1","2",0,1,0,0,-4,0,21,0.255,6,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"Fastball",6,"0","1",3,"3","0",0,0,1,0,-3,2.19,23,0.221,7,-1,6,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Slider.Cutter",1,"0","0",7,"1","1",2,0,0,0,-1,5.74,14,0.294,3,-1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Slider.Cutter",2,"0","1",3,"0","1",0,1,0,0,3,2.25,3,0.164,0,-1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Slider.Cutter",2,"0","0",1,"1","2",0,1,0,0,0,7.36,29,0.271,7,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"Fastball",2,"0","1",3,"1","1",1,0,0,1,3,2.38,63,0.287,11,-1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",1,"0","1",2,"0","1",1,0,0,0,-3,2.19,48,0.289,9,-1,6,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","1",1,"0","0",0,0,0,0,0,2.76,6,0.186,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",4,"0","0",0,0,0,0,0,1.91,17,0.293,4,-1,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",3,"2","1",0,0,0,0,0,1.98,43,0.258,7,-1,6,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",2,"0","0",6,"0","1",2,0,1,0,1,2.76,30,0.243,5,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"KnuckleBall",6,"0","1",2,"0","2",0,0,0,0,-1,5.74,10,0.286,1,-1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Slider.Cutter",2,"0","1",5,"0","0",2,1,1,0,0,3.72,40,0.308,9,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",6,"0","0",1,0,0,0,-2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","1",4,"0","0",0,0,0,0,4,1.83,10,0.253,0,-1,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","1",1,"0","0",2,0,1,0,-1,3.7,105,0.292,21,-1,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","1",6,"0","0",0,0,0,0,3,4.31,21,0.228,5,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",9,"0","1",5,"2","0",2,1,0,0,2,4.31,3,0.167,0,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Slider.Cutter",1,"0","0",5,"1","1",0,0,0,0,-1,5.74,14,0.294,3,-1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",2,"0","1",1,"0","0",1,0,0,0,3,2.25,3,0.164,0,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",3,"0","0",1,0,0,0,2,3.59,25,0.219,7,-1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",7,"0","0",2,1,0,0,6,1.83,37,0.237,6,-1,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","0",6,"1","1",1,0,0,0,0,1.98,56,0.281,16,-1,6,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Slider.Cutter",8,"0","1",3,"0","0",0,0,0,0,2,1.87,13,0.207,2,1,5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",3,"2","0",0,0,1,0,-3,2.19,23,0.221,7,-1,6,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",7,"0","1",4,"1","2",2,0,0,0,1,6.86,10,0.389,2,-1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"KnuckleBall",2,"0","1",5,"3","2",1,1,0,0,-1,5.74,15,0.315,6,-1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",2,"0","1",5,"2","2",2,1,0,0,-2,0,1,0.25,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",9,"0","1",6,"0","0",2,0,0,0,6,1.83,39,0.228,4,-1,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",3,"2","0",0,0,0,0,0,0,0,0.333,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",7,"0","1",1,"0","0",2,1,1,1,-1,8.4,5,0.205,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",1,"0","2",2,1,0,1,-1,3.59,9,0.381,2,-1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",2,"0","1",3,"0","0",0,1,0,0,0,2.86,13,0.354,1,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","1",1,"0","0",0,0,0,0,0,2.38,38,0.29,6,-1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",3,"2","2",0,1,0,0,0,3.7,54,0.313,6,1,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",4,"0","0",1,"2","1",2,1,0,0,3,2.25,19,0.234,7,-1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",5,"0","1",1,"0","0",0,1,1,1,-2,2.19,27,0.259,4,-1,6,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",2,"0","2",1,0,0,0,0,1.91,33,0.181,9,-1,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",9,"0","0",2,"1","0",2,0,0,0,0,3.59,8,0.25,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",2,"0","0",2,1,1,0,-3,2.19,69,0.276,12,-1,6,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Slider.Cutter",8,"0","0",3,"2","2",0,0,0,0,0,3.72,25,0.22,8,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Fastball",2,"0","1",4,"0","0",0,0,0,0,0,0,1,0.25,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",5,"0","1",6,"2","2",2,0,0,0,5,2.2,31,0.177,8,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Slider.Cutter",1,"0","0",2,"0","0",2,1,1,0,-1,5.74,14,0.294,3,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",9,"0","1",4,"0","2",2,1,1,1,5,5.08,1,0.25,1,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",1,"0","1",5,"3","1",1,1,0,0,5,2.2,15,0.289,0,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",1,"0","0",5,"1","1",0,0,0,0,2,2.25,37,0.282,8,-1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"KnuckleBall",7,"0","1",4,"2","2",2,0,1,0,-2,0,0,0.333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"KnuckleBall",5,"0","1",1,"0","2",2,0,0,1,-1,2.25,14,0.328,4,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",4,"0","1",4,"3","2",0,0,0,0,1,0,2,0.182,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"KnuckleBall",8,"0","1",4,"1","1",1,0,0,0,-1,3.16,36,0.261,11,1,6,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",8,"0","1",3,"0","1",0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",1,"1","2",1,0,1,1,0,7.36,42,0.239,14,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"KnuckleBall",8,"0","0",4,"1","0",2,1,0,0,3,3.82,55,0.274,14,-1,3,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Slider.Cutter",2,"0","1",3,"1","1",1,0,1,0,-4,0,22,0.264,7,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Slider.Cutter",5,"0","1",2,"0","0",1,1,0,0,0,3.72,13,0.291,4,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",6,"3","1",0,1,0,0,2,2.86,43,0.309,15,-1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",1,"0","1",7,"2","0",0,0,0,0,6,1.83,10,0.253,0,-1,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",6,"0","1",6,"1","0",1,0,0,0,-1,5.74,10,0.286,1,-1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",5,"1","2",1,0,1,0,0,3,2,0.292,0,-1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",6,"0","1",2,"0","1",0,0,0,0,-1,5.74,10,0.286,1,-1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",1,"0","0",0,0,1,0,0,0,2,0.286,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",9,"0","0",2,"1","0",2,1,0,0,1,2.2,0,0.174,0,-1,3,0,6,6,0,0,1,0,0,0,1,0,0,0,0,0
"Slider.Cutter",3,"0","1",1,"1","2",1,1,1,0,0,0,1,0.25,0,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"KnuckleBall",7,"0","1",2,"0","0",1,0,1,0,0,3.16,43,0.251,7,1,6,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",4,"0","1",4,"2","2",0,0,0,0,1,0,2,0.182,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",2,"0","0",3,"1","1",1,0,0,0,0,7.36,29,0.271,7,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Fastball",8,"0","1",3,"2","0",0,0,0,0,0,1.98,32,0.267,10,-1,6,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"KnuckleBall",5,"0","1",4,"0","2",0,0,0,0,-1,5.74,8,0.216,0,-1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",1,"0","1",7,"1","0",1,1,0,0,0,2.86,45,0.299,14,-1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",7,"0","0",2,"0","1",2,1,0,0,2,3,1,0.286,1,-1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Fastball",2,"0","1",8,"0","0",1,0,0,0,3,4.31,3,0.204,1,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",8,"0","1",1,1,1,0,6,1.83,5,0.255,1,-1,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","0",1,"2","2",2,1,1,1,0,3.82,77,0.283,21,-1,3,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"KnuckleBall",6,"0","1",2,"0","1",1,0,0,0,0,1.91,33,0.181,9,-1,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",6,"0","0",2,1,0,0,5,2.38,53,0.303,16,-1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Slider.Cutter",7,"0","1",5,"1","2",0,0,0,0,0,2.86,4,0.213,0,-1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",2,"0","1",1,"1","0",0,0,0,0,0,3.7,54,0.313,6,1,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",5,"0","0",0,1,0,1,3,3.82,59,0.273,15,-1,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","0",4,"1","0",1,1,1,0,1,0,0,0.5,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Fastball",3,"0","1",1,"0","0",1,0,1,0,0,3.7,69,0.307,16,-1,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","0",3,"1","0",0,0,0,0,0,3.72,25,0.22,8,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","1",2,"2","0",1,1,1,0,1,6.86,5,0.243,1,-1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",8,"0","1",4,"1","1",0,1,0,0,2,2.2,3,0.313,1,-1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",7,"0","1",7,"0","2",1,1,1,0,-1,1.98,43,0.258,7,-1,6,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",5,"0","1",2,"1","0",0,0,0,0,0,3.7,25,0.268,5,1,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",2,"1","1",1,1,0,0,1,2.2,13,0.339,3,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Slider.Cutter",3,"0","1",4,"1","1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"KnuckleBall",3,"0","0",1,"1","1",1,0,1,0,0,2.2,66,0.284,11,-1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"KnuckleBall",1,"0","0",5,"0","2",0,0,0,0,-1,3.16,58,0.275,17,1,6,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"KnuckleBall",2,"0","0",6,"0","0",2,0,1,0,1,2.76,30,0.243,5,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",7,"0","1",4,"1","2",2,0,0,0,0,2.25,31,0.293,11,-1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"KnuckleBall",6,"0","1",6,"1","2",2,0,0,1,5,2.38,53,0.303,16,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",4,"0","1",3,"1","0",2,0,1,0,3,2.38,71,0.323,23,-1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",1,"0","0",1,0,0,0,2,3,2,0.136,1,-1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",2,"0","1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",4,"1","0",0,0,0,0,3,2.25,6,0.16,2,-1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"KnuckleBall",5,"0","1",1,"1","1",0,1,0,1,1,0,21,0.255,6,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","1",3,"0","2",2,1,0,1,-4,0,33,0.229,13,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",5,"0","1",3,"2","1",1,0,1,0,-1,3.16,55,0.26,10,1,6,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",8,"0","0",2,"2","1",1,1,1,0,4,5.08,1,0.271,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"KnuckleBall",2,"0","1",3,"0","1",0,1,0,0,2,5.11,5,0.163,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Fastball",8,"0","1",2,"1","1",2,1,1,0,0,2.86,18,0.198,4,-1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",7,"0","0",4,"1","0",1,0,1,1,1,3,1,0.286,1,-1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",4,"3","2",0,0,0,0,0,3.72,40,0.308,9,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"KnuckleBall",4,"0","1",5,"1","2",0,0,0,0,6,1.83,37,0.237,6,-1,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",1,"0","0",3,"1","0",1,0,1,0,-5,5.11,2,0.184,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Slider.Cutter",5,"0","1",4,"1","2",0,1,0,0,-4,0,21,0.255,6,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Fastball",3,"0","1",1,"0","0",1,0,0,0,0,2.38,86,0.307,17,-1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","1",2,"0","0",1,0,0,0,0,3.59,2,0.278,0,-1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",1,"0","0",0,1,0,0,1,2.19,91,0.268,33,-1,6,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",3,"1","0",0,1,0,0,0,3.7,54,0.313,6,1,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Slider.Cutter",4,"0","1",4,"2","2",0,0,0,0,1,7.36,42,0.239,14,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","1",4,"1","0",2,0,0,0,4,1.83,89,0.259,26,-1,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","0",3,"0","0",0,0,0,0,0,3.72,25,0.22,8,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","0",4,"0","0",1,1,1,0,5,5.08,1,0.271,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","1",5,"1","0",0,0,0,0,-3,3.52,6,0.243,2,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"KnuckleBall",5,"0","1",6,"0","0",2,1,0,0,-1,1.91,31,0.168,8,-1,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","0",5,"2","1",0,0,0,0,2,2.25,37,0.282,8,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",8,"0","1",6,"1","0",1,1,0,0,1,1.87,13,0.207,2,1,5,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","0",1,"0","1",0,0,0,0,0,3.7,43,0.271,12,-1,3,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","0",3,"1","0",1,1,1,0,1,2.2,77,0.221,18,-1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Slider.Cutter",4,"0","0",1,"2","0",1,0,1,0,-1,3.7,86,0.303,15,-1,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Fastball",5,"0","1",6,"3","2",2,0,0,0,5,2.2,31,0.177,8,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",7,"0","0",6,"2","2",1,0,0,0,0,3,1,0.286,1,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",6,"0","1",4,"0","0",1,0,0,0,5,5.08,8,0.213,1,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",7,"2","0",0,0,1,0,-1,1.98,67,0.283,7,-1,6,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"KnuckleBall",8,"0","1",5,"1","2",1,0,0,0,2,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",9,"0","0",5,"0","0",1,0,0,0,5,2.2,28,0.247,5,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","1",1,"0","1",0,0,0,0,1,2.19,48,0.289,9,-1,6,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"KnuckleBall",1,"0","1",5,"2","2",1,1,0,0,5,2.38,38,0.29,6,-1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",1,"0","1",1,"3","1",0,0,0,0,0,2.38,38,0.29,6,-1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","1",3,"2","2",2,0,0,0,2,3.59,29,0.238,11,-1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",2,"0","1",1,"1","1",1,0,0,0,0,2.2,32,0.269,2,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"KnuckleBall",5,"0","0",2,"0","2",0,0,0,0,0,0,0,0.5,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"KnuckleBall",1,"0","0",5,"0","1",0,0,0,0,-1,5.74,14,0.294,3,-1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",1,"3","2",1,0,0,0,0,4.31,15,0.282,5,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",6,"0","1",4,"1","1",2,0,0,0,1,0,5,0.286,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",9,"0","1",6,"0","2",2,1,0,1,2,2.25,16,0.181,6,-1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",9,"0","1",3,"0","1",1,0,0,0,2,3,1,0,0,-1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"KnuckleBall",4,"0","0",1,"2","2",2,0,1,0,0,3.7,87,0.268,37,1,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",3,"0","0",4,"0","0",1,1,0,0,-1,2.2,66,0.284,11,-1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","0",3,"0","0",0,0,0,0,1,2.2,13,0.313,1,-1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","1",5,"1","0",2,1,0,0,0,2.86,45,0.299,14,-1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","0",1,"0","0",0,0,0,0,0,2.2,13,0.313,1,-1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",3,"3","1",1,1,1,1,-5,2.19,101,0.284,34,-1,6,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",1,"0","0",3,"3","1",0,0,0,0,0,3.7,52,0.288,15,1,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Slider.Cutter",1,"0","0",1,"0","0",0,0,0,0,0,0,0,0.125,0,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",4,"3","2",1,1,0,0,-4,0,10,0.179,5,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"KnuckleBall",2,"0","0",3,"0","1",1,0,0,0,0,7.36,29,0.271,7,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Fastball",2,"0","1",2,"1","0",2,1,1,0,-1,3.52,6,0.303,3,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"KnuckleBall",3,"0","0",5,"3","2",0,0,0,0,0,8.4,5,0.271,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","1",1,"0","0",1,0,0,0,0,1.87,93,0.255,26,1,5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",5,"0","1",2,"0","1",1,0,0,0,0,1.83,49,0.272,10,-1,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",9,"0","0",3,"0","0",0,0,0,0,2,1.87,30,0.248,3,1,5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","0",1,"1","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","0",4,"0","2",2,1,0,0,-1,2.2,77,0.221,18,-1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",1,"0","1",7,"3","1",1,0,1,0,0,2.86,45,0.299,14,-1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",8,"0","1",1,"1","1",1,1,0,0,-3,0,6,0.165,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"KnuckleBall",5,"0","1",2,"0","1",0,0,0,0,0,3.16,55,0.26,10,1,6,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","1",3,"0","1",1,1,1,0,0,2.2,71,0.27,23,-1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"KnuckleBall",6,"0","1",4,"0","1",2,0,0,0,1,0,5,0.286,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","0",6,"2","1",0,0,0,0,0,1.91,35,0.275,6,-1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Fastball",5,"0","1",4,"0","0",0,0,1,1,4,3,0,0,0,-1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",3,"0","0",0,1,0,0,3,2.25,3,0.164,0,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Slider.Cutter",2,"0","1",7,"0","1",2,0,1,0,0,2.86,13,0.354,1,-1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"KnuckleBall",1,"0","0",5,"0","0",0,0,0,0,-1,5.74,14,0.294,3,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","0",4,"3","2",1,1,1,0,5,5.08,1,0.271,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",6,"0","1",5,"2","2",0,0,1,0,1,2.76,21,0.236,5,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
