"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeCH","prev_pitch_typeCU","prev_pitch_typeFA","prev_pitch_typeFC","prev_pitch_typeFF","prev_pitch_typeFT","prev_pitch_typeSL","prevprev_pitch_type0","prevprev_pitch_typeCH","prevprev_pitch_typeCU","prevprev_pitch_typeFC","prevprev_pitch_typeFF","prevprev_pitch_typeFT","prevprev_pitch_typeSL"
"FF",6,"1","1",2,"2","0",1,0,0,0,-3,2.65,15,0.266,5,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"CH",13,"1","1",5,"0","1",0,0,0,0,0,3.61,28,0.316,12,-1,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FF",5,"1","0",2,"0","2",0,0,0,0,1,2.04,43,0.254,12,1,13,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FT",4,"1","1",1,"1","0",2,0,0,1,0,3.49,8,0.258,2,-1,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FC",22,"1","0",5,"0","0",1,1,0,1,-4,1.68,40,0.227,11,1,5,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",6,"1","0",2,"1","2",1,1,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"CH",24,"1","1",6,"2","2",2,1,0,0,-2,4.5,2,0.143,1,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",20,"1","0",5,"3","2",1,0,0,0,-2,2.61,20,0.263,5,-1,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"FF",12,"1","1",4,"1","2",0,0,0,0,0,2.7,47,0.295,5,-1,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",27,"1","1",7,"1","2",0,0,1,1,-2,1.86,0,0.125,0,-1,4,3,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"CH",22,"1","0",6,"1","1",0,0,0,0,3,7.2,7,0.304,1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"FC",31,"1","0",9,"1","1",0,0,0,0,8,2.72,10,0.212,3,-1,2,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CH",11,"1","1",2,"1","1",2,1,0,1,-3,2.46,39,0.258,10,-1,9,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FF",11,"1","0",3,"1","1",0,0,0,0,-2,2.26,0,0.4,0,-1,15,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FF",14,"1","1",4,"0","1",1,1,1,1,-1,2.57,50,0.259,19,-1,12,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FC",9,"1","1",3,"1","1",0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"FT",21,"1","1",5,"1","0",2,0,1,0,1,2.9,37,0.301,12,1,3,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FC",8,"1","1",2,"1","1",1,1,1,0,-1,2.93,16,0.254,0,-1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FC",25,"1","1",7,"0","1",2,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",25,"1","1",7,"1","2",0,1,0,1,4,2.05,48,0.283,15,-1,12,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FC",28,"1","0",7,"3","2",1,0,0,0,2,1.92,1,0.231,0,1,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"FF",2,"1","0",1,"0","1",1,0,0,0,0,1.97,1,0.236,0,1,5,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",33,"1","0",9,"0","1",2,0,0,0,7,2.05,53,0.262,7,-1,12,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FF",26,"1","1",7,"2","2",1,0,0,0,0,1.31,11,0.288,0,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FC",15,"1","1",5,"0","1",0,0,0,0,0,1.38,10,0.207,2,-1,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"CH",10,"1","0",1,"0","0",2,0,1,1,5,1.29,2,0.32,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",23,"1","1",7,"0","1",1,0,0,0,4,1.86,44,0.286,13,-1,7,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FT",25,"1","1",6,"1","1",1,0,0,0,0,2.64,2,0.429,0,-1,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"FF",5,"1","1",2,"1","1",1,0,0,0,0,1.43,20,0.161,5,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FC",3,"1","0",1,"0","0",0,1,1,0,0,2.98,8,0.336,0,1,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",2,"1","1",1,"3","2",1,0,0,0,0,2.98,11,0.305,2,1,4,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"FF",21,"1","0",4,"1","2",2,0,0,0,2,2.53,75,0.354,20,-1,13,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"FF",10,"1","1",2,"1","2",2,0,1,0,-2,2.42,34,0.311,5,-1,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FT",30,"1","0",8,"2","2",2,0,0,0,0,1.38,16,0.352,6,-1,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CH",4,"1","0",1,"0","0",1,0,1,0,-1,2.42,55,0.288,17,-1,11,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",12,"1","1",4,"0","0",1,0,0,0,0,2.7,30,0.222,10,-1,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",18,"1","1",4,"0","0",2,0,0,1,1,3.43,4,0.136,1,-1,9,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",21,"1","0",4,"1","1",2,0,0,0,2,2.53,75,0.354,20,-1,13,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"CH",10,"1","0",4,"0","0",0,0,0,0,2,4.5,3,0.324,0,-1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",9,"1","0",2,"1","0",0,0,0,0,3,3.04,25,0.234,3,-1,9,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",25,"1","1",8,"1","0",0,0,0,0,-4,2.69,7,0.237,3,-1,7,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",9,"1","1",3,"0","1",1,0,0,0,0,0.64,0,0,0,-1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FC",11,"1","1",3,"1","1",2,0,0,0,-1,2.2,11,0.207,7,1,15,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"FC",24,"1","0",7,"2","2",0,0,0,0,1,2.98,8,0.172,1,1,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FC",18,"1","1",5,"0","1",0,0,0,0,1,2.9,0,0.067,0,1,3,4,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"CH",4,"1","0",2,"0","1",0,0,0,0,0,2.7,9,0.213,3,-1,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",3,"1","1",1,"3","1",1,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"FF",27,"1","1",7,"2","2",1,0,0,0,0,2.26,1,0,0,1,16,8,6,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"FT",14,"1","1",3,"0","0",0,1,0,0,2,3.04,54,0.265,12,-1,9,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",21,"1","1",6,"0","1",0,0,0,0,-1,0,2,0.364,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FT",4,"1","0",1,"0","0",2,1,0,0,1,2.47,72,0.332,22,-1,13,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",25,"1","0",7,"3","1",0,0,0,0,2,1.99,8,0.2,0,1,8,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"CH",2,"1","0",1,"2","2",1,0,0,0,0,2.97,23,0.252,8,-1,13,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"FT",19,"1","1",6,"0","0",0,0,0,0,1,0,0,0.4,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",29,"1","0",8,"2","2",0,1,0,0,0,2.26,0,0.4,0,-1,15,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"FF",3,"1","1",1,"1","2",1,0,1,0,1,2.14,4,0.255,1,-1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"FF",26,"1","1",7,"0","2",0,0,0,0,-1,2.7,6,0.241,2,-1,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"CH",15,"1","1",4,"2","2",2,0,0,0,0,2.04,59,0.261,16,1,13,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"FF",21,"1","0",7,"2","1",0,0,0,0,5,1.43,14,0.336,3,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FC",16,"1","1",5,"0","0",0,0,0,0,1,2.05,18,0.189,3,-1,14,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",16,"1","1",4,"2","2",1,0,0,0,-1,2.42,31,0.265,13,-1,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"FF",1,"1","1",1,"0","1",0,0,0,0,0,2.26,44,0.282,4,1,16,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",13,"1","0",3,"1","2",2,1,1,1,0,2.13,48,0.235,17,-1,10,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"FC",20,"1","0",6,"2","2",2,1,1,0,3,1.97,1,0.236,0,1,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FC",19,"1","0",5,"1","1",2,1,0,0,0,2.04,42,0.27,9,1,13,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"CH",2,"1","0",1,"0","1",1,0,0,0,0,2.53,55,0.237,20,-1,13,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",2,"1","1",1,"1","1",1,0,0,0,0,2.13,26,0.275,2,-1,10,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"FF",27,"1","0",8,"2","1",2,1,0,1,0,2.7,5,0.25,0,-1,6,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"FF",13,"1","0",4,"0","0",1,0,0,0,0,0.64,2,0.167,1,-1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",5,"1","0",2,"0","0",1,0,0,0,0,2.97,25,0.263,6,-1,13,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",7,"1","0",2,"0","0",2,0,0,0,1,1.25,10,0.226,6,-1,4,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",9,"1","0",2,"3","2",0,0,0,0,3,3.04,25,0.234,3,-1,9,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"CH",10,"1","0",2,"0","0",2,1,1,0,0,2.9,15,0.261,4,1,3,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",10,"1","0",3,"0","1",1,0,0,0,0,1.38,7,0.191,2,-1,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FC",11,"1","1",3,"3","2",0,0,1,0,-1,3.02,13,0.292,6,-1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"FC",20,"1","0",6,"1","0",0,0,0,0,-1,2.08,4,0.265,2,-1,11,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",23,"1","0",5,"0","0",1,0,0,0,2,2.94,53,0.239,9,-1,9,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",16,"1","0",4,"1","2",1,1,0,0,1,2.62,21,0.268,3,-1,7,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FT",13,"1","0",4,"1","1",0,0,0,0,0,3.38,4,0.279,0,-1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FC",22,"1","0",7,"1","1",0,0,0,0,4,1.86,34,0.263,9,-1,7,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FF",13,"1","1",3,"0","0",1,0,0,0,1,2.9,31,0.256,2,1,3,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",4,"1","1",2,"2","2",0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"CH",20,"1","1",6,"1","0",0,1,0,0,2,2.85,26,0.272,1,1,4,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",20,"1","1",4,"1","2",1,1,1,1,4,3.48,16,0.251,0,-1,10,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FC",4,"1","0",2,"2","0",0,0,0,0,0,2.7,37,0.246,6,-1,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",9,"1","0",2,"1","2",1,0,1,0,-1,1.93,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",5,"1","0",1,"0","0",2,0,1,1,0,2.9,16,0.363,2,1,3,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",21,"1","0",5,"2","2",0,1,0,0,-4,1.68,28,0.311,4,1,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",17,"1","0",3,"2","2",1,0,1,1,3,2.65,4,0.302,0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CH",4,"1","1",1,"1","2",1,1,0,0,0,1.92,62,0.263,23,1,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"FC",14,"1","1",4,"0","0",2,0,0,0,0,1.38,4,0.25,1,-1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",4,"1","0",2,"0","2",0,0,0,0,1,1.85,22,0.24,5,-1,6,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FT",10,"1","0",3,"0","0",1,0,0,0,0,1.38,7,0.191,2,-1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",24,"1","0",7,"0","2",2,1,0,0,5,2.79,16,0.308,5,-1,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FF",19,"1","0",5,"3","2",2,0,0,0,1,2.98,40,0.276,10,-1,14,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FC",7,"1","0",2,"2","2",0,0,1,1,0,3.03,14,0.249,1,-1,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",7,"1","0",2,"0","2",2,0,0,0,-3,2.65,7,0.175,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FF",5,"1","1",2,"0","1",0,0,0,0,1,0,1,0.308,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"CH",20,"1","0",5,"2","2",2,1,0,0,-1,0,1,0.357,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CH",11,"1","0",4,"2","2",1,0,0,0,3,1.97,1,0.236,0,1,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FT",17,"1","1",4,"0","1",2,0,0,0,-1,2.15,3,0.267,1,-1,18,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FF",27,"1","1",6,"0","0",0,1,0,0,-5,2.46,1,0.208,0,-1,9,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",11,"1","1",4,"0","0",1,1,0,0,0,3.61,24,0.27,11,-1,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",13,"1","0",4,"2","0",1,1,0,0,0,1.68,40,0.227,11,1,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FF",5,"1","1",1,"1","1",2,1,0,0,0,2.14,2,0.275,0,-1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",6,"1","0",2,"3","2",2,0,0,0,0,1.97,26,0.257,3,1,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"FF",21,"1","1",6,"0","2",1,1,0,0,9,2.1,28,0.241,10,-1,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"CH",23,"1","1",7,"0","0",0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",22,"1","0",5,"0","0",1,1,0,1,-4,2.61,24,0.256,10,-1,6,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",20,"1","1",6,"2","1",1,0,0,0,-1,2.57,31,0.328,5,-1,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"CH",17,"1","1",4,"0","0",2,1,0,0,3,3.03,8,0.252,0,-1,3,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",27,"1","0",8,"2","2",1,0,0,0,-2,2.57,7,0.22,1,-1,12,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FT",17,"1","1",5,"0","1",0,1,0,0,0,2.72,6,0.189,1,-1,2,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FC",18,"1","0",5,"3","1",0,1,0,0,2,2.03,14,0.237,4,1,9,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"FF",18,"1","0",3,"1","2",2,0,1,1,3,2.65,1,0.333,0,1,4,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FT",16,"1","1",4,"0","0",2,1,0,0,1,1.31,5,0.255,0,1,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",14,"1","1",4,"2","1",1,0,0,0,7,2.1,27,0.333,6,-1,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"CH",16,"1","1",4,"1","2",1,0,0,0,-1,2.42,31,0.265,13,-1,11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",21,"1","1",5,"0","0",0,1,0,0,2,2.7,66,0.283,24,-1,9,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",2,"1","1",1,"1","1",0,1,0,0,0,2.73,48,0.323,5,-1,13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"FF",6,"1","1",2,"2","1",0,0,0,0,2,2.84,12,0.216,1,-1,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"FT",20,"1","0",6,"0","0",1,0,0,0,1,2.14,6,0.261,3,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",17,"1","1",4,"0","0",2,0,0,0,-1,2.42,19,0.231,4,-1,11,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",23,"1","1",7,"0","2",1,0,0,0,-3,2.69,74,0.289,30,-1,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CH",14,"1","0",4,"0","0",0,0,0,0,0,2.97,25,0.263,6,-1,13,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",17,"1","0",3,"1","2",1,1,0,1,4,3.04,0,0,0,-1,9,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FC",16,"1","0",4,"1","1",0,0,0,0,0,2.73,18,0.222,0,1,6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"CH",21,"1","1",6,"0","0",1,0,0,0,-1,3.49,13,0.289,5,-1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",15,"1","0",4,"1","1",0,0,0,0,-1,2.06,37,0.26,5,-1,15,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"FT",30,"1","1",8,"0","1",0,1,0,0,0,2.26,71,0.305,20,-1,15,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FF",14,"1","1",2,"1","1",2,1,0,0,3,1.29,4,0.455,1,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"CH",24,"1","0",7,"0","1",0,0,0,0,-7,2.16,13,0.23,1,-1,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",18,"1","0",4,"1","1",0,1,1,0,4,3.48,20,0.214,0,-1,10,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FF",23,"1","0",6,"1","0",2,1,0,1,-1,2.2,42,0.241,12,1,15,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"CH",30,"1","1",9,"1","1",2,0,0,0,0,2.7,30,0.222,10,-1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"FC",29,"1","0",8,"1","2",2,0,0,0,2,2.72,10,0.281,1,-1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FC",3,"1","0",1,"1","0",1,0,1,0,0,2.05,71,0.324,16,-1,12,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FT",12,"1","1",3,"0","1",2,0,0,0,5,7.2,3,0.28,1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FC",13,"1","0",4,"0","0",1,0,0,0,4,2.92,86,0.258,28,-1,14,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",20,"1","0",6,"3","2",2,1,1,0,3,1.97,1,0.236,0,1,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"FT",20,"1","1",5,"0","1",1,1,0,1,0,2.98,12,0.173,2,-1,4,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FF",29,"1","0",8,"2","2",2,0,0,0,0,2.16,35,0.283,14,-1,9,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FC",17,"1","1",5,"0","0",1,0,0,0,1,2.14,2,0.158,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",7,"1","0",2,"0","0",0,1,0,0,0,2.9,6,0.24,2,1,3,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",26,"1","0",7,"3","2",1,0,1,0,-3,0.64,1,0.231,0,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"FT",5,"1","1",2,"1","1",0,0,0,0,0,1.68,32,0.264,8,1,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"FF",24,"1","0",7,"1","0",1,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FT",25,"1","1",7,"0","0",2,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",9,"1","1",2,"0","0",2,1,1,0,0,1.29,0,0,0,-1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",25,"1","1",6,"0","0",1,1,1,0,3,7.2,1,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",34,"1","0",7,"0","0",2,1,1,0,-3,1.29,0,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",3,"1","0",1,"3","2",0,1,0,0,0,1.93,6,0.391,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"FC",16,"1","0",5,"0","1",0,1,0,0,4,2.92,8,0.182,3,-1,14,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",19,"1","0",5,"2","1",2,1,0,0,0,2.04,42,0.27,9,1,13,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FF",24,"1","0",6,"3","1",1,0,1,1,-1,2.26,53,0.211,17,1,16,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FC",8,"1","1",2,"0","0",2,0,0,0,0,1.83,9,0.269,3,-1,4,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",19,"1","0",6,"0","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",6,"1","1",2,"1","0",1,0,0,0,0,2.93,59,0.281,17,-1,13,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",23,"1","1",6,"2","2",1,1,0,0,1,2.98,88,0.241,19,-1,14,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CH",27,"1","1",7,"3","2",1,0,1,0,1,2.42,18,0.271,8,-1,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"FT",12,"1","1",3,"0","0",2,0,0,0,0,2.14,4,0.255,1,-1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",3,"1","0",1,"0","0",1,1,0,0,0,2.73,63,0.324,11,-1,13,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",3,"1","1",1,"1","0",0,0,1,1,1,2.16,20,0.22,4,-1,9,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",21,"1","1",7,"2","1",1,0,0,0,0,2.7,30,0.222,10,-1,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"CH",28,"1","0",7,"1","2",1,0,0,0,0,2.64,17,0.252,7,-1,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FF",18,"1","0",4,"1","2",2,0,0,0,-2,1.93,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",20,"1","1",5,"1","1",0,1,1,0,0,2.13,26,0.275,2,-1,10,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FT",11,"1","0",4,"1","2",0,1,0,0,-4,2.16,15,0.262,5,-1,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FT",24,"1","0",5,"0","2",2,1,1,0,1,1.85,35,0.235,11,-1,6,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",3,"1","1",1,"1","1",1,0,0,0,0,2.26,63,0.27,8,1,16,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
