"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeCH","prev_pitch_typeCU","prev_pitch_typeFF","prev_pitch_typePO","prev_pitch_typeSI","prev_pitch_typeSL","prevprev_pitch_type0","prevprev_pitch_typeCH","prevprev_pitch_typeCU","prevprev_pitch_typeFF","prevprev_pitch_typePO","prevprev_pitch_typeSI","prevprev_pitch_typeSL"
"SI",28,"1","0",7,"0","0",2,0,0,0,1,2.11,27,0.274,7,1,10,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",2,"1","0",1,"1","1",1,0,0,0,0,2.73,9,0.271,3,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"FF",13,"1","1",4,"0","1",0,0,0,0,0,1.61,2,0.2,2,-1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"SI",2,"1","0",1,"0","0",1,0,0,0,0,2.24,22,0.254,3,1,9,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",22,"1","0",7,"1","1",0,0,0,0,3,3,2,0.308,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"CH",17,"1","0",5,"0","0",0,0,0,0,5,2.22,1,0.158,0,1,8,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",12,"1","1",3,"2","2",2,0,0,0,3,3.46,67,0.317,19,1,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"SI",2,"1","1",1,"3","1",0,1,0,0,2,3.45,68,0.289,26,-1,5,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"SI",27,"1","0",7,"3","2",2,0,0,1,6,2.22,24,0.208,1,1,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"SI",18,"1","1",6,"0","0",0,0,0,0,9,2.73,18,0.256,3,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",28,"1","0",8,"3","1",2,0,0,0,1,2.23,27,0.255,3,-1,13,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CH",24,"1","0",6,"2","2",0,0,0,0,-3,2.07,25,0.256,7,1,13,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"SI",14,"1","0",4,"0","0",1,0,0,0,1,2.12,78,0.239,23,1,14,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",14,"1","1",4,"0","0",0,0,0,0,-2,3.49,42,0.275,14,1,17,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",15,"1","0",4,"3","1",2,0,0,1,-1,3.65,39,0.21,11,1,14,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"CH",29,"1","1",8,"0","0",2,0,0,0,2,2.37,6,0.25,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",1,"1","0",1,"0","1",0,0,0,0,0,2.23,27,0.255,3,-1,13,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",18,"1","1",5,"2","2",2,0,0,0,-1,2.02,12,0.195,3,1,11,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"SI",4,"1","1",1,"0","0",2,0,0,0,-1,3.71,37,0.309,13,1,11,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",5,"1","0",2,"0","1",1,0,0,0,0,2.37,4,0.191,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"CH",30,"1","1",8,"2","1",2,0,0,0,3,3.03,25,0.239,2,-1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CH",14,"1","1",4,"2","0",0,0,0,0,-5,2.69,23,0.227,8,1,12,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"CH",25,"1","0",7,"0","1",1,0,0,0,0,2.14,24,0.221,3,-1,14,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"SI",23,"1","1",6,"0","0",0,0,0,0,-3,1.99,44,0.235,7,-1,13,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",5,"1","0",2,"0","2",1,0,0,0,0,2.23,77,0.244,23,-1,13,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CU",14,"1","0",5,"0","0",0,0,0,0,1,2.29,16,0.2,6,-1,8,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",5,"1","0",2,"1","2",0,0,0,0,0,2.18,68,0.279,7,1,14,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"SI",15,"1","1",4,"0","2",1,1,0,0,0,2.11,37,0.302,8,1,10,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"SI",21,"1","1",5,"0","2",0,1,1,1,-2,2.07,93,0.269,33,-1,14,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CU",15,"1","0",4,"2","2",1,0,0,1,-2,1.91,21,0.241,4,1,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"SI",8,"1","0",2,"0","2",1,0,1,0,2,3.65,14,0.212,6,1,16,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"CU",9,"1","0",3,"0","1",1,0,0,0,0,2.39,14,0.312,2,1,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",26,"1","1",6,"1","2",1,1,0,0,6,3.55,14,0.194,1,-1,17,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"SI",3,"1","1",1,"3","2",0,0,0,1,0,2.77,65,0.237,20,1,11,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"FF",7,"1","1",2,"1","1",2,1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"SI",7,"1","0",2,"3","1",2,0,0,0,0,1.82,6,0.141,0,-1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"CH",18,"1","1",5,"0","1",2,0,0,0,0,3.55,6,0.205,1,1,6,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"SI",4,"1","1",2,"0","0",0,0,0,0,0,3.24,47,0.27,23,-1,10,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",9,"1","0",2,"1","1",2,1,0,1,2,5.68,4,0.389,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"SI",13,"1","0",3,"2","0",1,1,0,0,-1,1.95,72,0.322,23,-1,13,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CU",13,"1","1",4,"1","1",1,0,0,0,2,2.3,23,0.297,7,-1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"SI",6,"1","0",2,"0","0",1,0,0,0,0,2.21,4,0.444,1,1,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",25,"1","0",6,"3","0",1,0,1,0,0,2.18,43,0.177,13,1,14,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"SI",24,"1","1",7,"0","0",0,1,0,1,0,2.12,32,0.255,4,-1,11,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",16,"1","0",5,"0","1",0,0,0,0,0,1,3,0.188,0,-1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CU",20,"1","0",6,"0","0",0,0,0,0,-1,2.02,34,0.29,7,1,11,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",5,"1","1",2,"0","1",0,0,0,0,1,2.07,80,0.252,21,1,13,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"CH",23,"1","0",6,"0","1",2,0,0,0,0,2.12,78,0.239,23,1,14,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"FF",10,"1","1",2,"1","2",2,0,1,0,-1,3.39,33,0.314,3,-1,6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"SI",14,"1","1",4,"0","2",0,0,0,0,-2,2.07,80,0.252,21,1,13,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"CU",16,"1","0",5,"1","0",0,0,0,0,2,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"CU",8,"1","1",2,"2","2",1,0,0,0,-2,3.23,35,0.277,6,-1,4,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"CU",15,"1","0",4,"1","1",2,0,0,0,-1,2.02,50,0.203,16,1,11,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"SI",31,"1","1",9,"2","1",1,0,0,0,2,2.37,4,0.214,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"CH",26,"1","1",7,"0","0",2,1,0,0,4,3.66,17,0.198,3,-1,15,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",17,"1","0",5,"1","2",2,0,0,0,1,4.09,9,0.207,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"FF",22,"1","0",7,"1","2",1,0,0,0,0,2.19,18,0.321,4,-1,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SI",30,"1","1",8,"0","1",1,1,0,0,1,2.11,65,0.241,20,1,10,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",2,"1","1",1,"0","1",1,0,0,0,0,3.14,78,0.291,21,-1,9,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"SI",18,"1","1",6,"2","1",0,0,0,0,1,2.12,4,0.192,0,-1,11,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"CU",10,"1","0",3,"0","0",2,0,0,0,1,2.29,21,0.286,6,-1,8,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",25,"1","1",7,"2","2",1,0,0,0,4,2.94,6,0.219,2,1,5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"CH",19,"1","0",5,"0","2",2,0,0,0,2,2.11,3,0.286,0,-1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CU",10,"1","0",3,"0","0",2,1,0,0,0,2.14,5,0.179,0,-1,14,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",24,"1","0",6,"0","1",1,0,0,0,2,2.53,12,0.269,2,-1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CU",5,"1","0",2,"0","0",1,0,0,0,0,4.09,8,0.25,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",21,"1","1",5,"1","1",2,1,0,0,-1,2.27,25,0.306,8,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"SI",13,"1","1",4,"3","2",0,0,0,0,3,3.46,84,0.261,21,1,5,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SI",26,"1","1",7,"1","0",2,0,0,0,1,1.82,5,0.239,1,-1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"SI",29,"1","0",7,"1","2",2,0,1,0,2,3.13,50,0.239,14,1,13,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"SI",19,"1","1",5,"1","2",2,0,0,0,1,3.24,27,0.266,3,-1,10,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CH",6,"1","0",2,"0","0",0,1,0,0,2,5.68,2,0.281,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",17,"1","1",4,"1","1",2,0,0,0,-2,3.08,18,0.229,0,1,10,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"FF",27,"1","0",8,"3","2",0,0,0,0,2,2.37,2,0.114,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"CU",4,"1","1",1,"0","0",2,0,1,0,0,5.68,6,0.359,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",5,"1","1",2,"2","0",0,0,0,0,1,3.26,80,0.211,31,-1,8,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"SI",2,"1","0",1,"2","0",0,0,0,0,0,3.34,39,0.266,10,1,7,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"FF",6,"1","0",2,"1","2",1,0,0,0,0,3.03,13,0.262,1,-1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"CH",12,"1","1",4,"1","2",0,0,0,0,1,2.07,93,0.269,33,-1,14,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"CH",6,"1","1",1,"0","1",0,1,1,0,-3,2.51,3,0.333,1,-1,9,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"CU",17,"1","1",5,"0","0",1,0,0,0,1,2.12,52,0.271,10,1,14,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",11,"1","0",3,"1","2",1,0,0,0,-1,2.11,16,0.367,3,1,10,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"FF",23,"1","0",5,"0","1",1,1,1,1,-1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"CH",16,"1","0",5,"1","1",1,0,0,0,0,2.24,25,0.195,5,1,9,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"CU",14,"1","0",3,"3","2",0,0,0,0,1,3.54,45,0.282,10,-1,18,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"CH",3,"1","1",1,"0","1",2,0,0,0,0,2.23,89,0.257,26,-1,13,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",8,"1","1",2,"3","0",1,0,1,0,0,2.4,10,0.231,4,-1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CH",5,"1","0",2,"0","1",0,1,0,0,0,3.38,28,0.28,8,1,9,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CH",8,"1","0",2,"0","0",1,1,1,1,0,1.29,0,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",29,"1","0",7,"1","1",0,0,1,1,1,2.53,4,0.254,1,-1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"FF",11,"1","1",4,"1","0",0,0,0,0,0,2.19,7,0.333,2,-1,7,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"SI",3,"1","1",1,"0","0",2,0,0,0,0,1.91,27,0.281,11,1,8,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",7,"1","0",2,"2","2",0,0,0,0,0,3,1,0.333,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"CH",13,"1","0",4,"2","0",1,0,0,0,1,2.12,60,0.224,22,1,14,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"CH",11,"1","0",3,"0","1",1,1,0,0,0,2.57,4,0.371,3,-1,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"SI",15,"1","0",4,"0","0",2,0,0,0,2,3.65,47,0.272,12,1,16,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",17,"1","1",5,"1","1",1,0,0,0,1,2.12,52,0.271,10,1,14,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"SI",6,"1","0",2,"0","0",0,0,0,0,1,3.02,19,0.193,5,1,10,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",10,"1","0",2,"0","0",2,1,1,0,2,3.75,4,0.286,0,-1,10,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",1,"1","0",1,"0","0",0,0,0,0,0,2.11,27,0.274,7,1,10,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",21,"1","1",5,"1","2",2,0,0,0,-2,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"CH",9,"1","1",2,"1","1",2,1,0,0,0,1.61,3,0.132,1,-1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"SI",2,"1","0",1,"0","0",0,0,0,0,-1,3.23,53,0.283,12,-1,4,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",4,"1","1",1,"3","2",1,1,0,0,-1,4.5,5,0.182,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"CU",9,"1","1",3,"1","1",1,0,0,0,2,2.11,3,0.174,1,-1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"CH",16,"1","1",4,"1","2",2,0,1,0,6,3.45,16,0.264,5,-1,5,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"SI",1,"1","1",1,"0","0",0,0,0,0,0,3.79,49,0.309,10,1,11,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",25,"1","0",5,"1","1",0,0,0,0,-6,3.58,42,0.253,12,1,11,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"SI",24,"1","0",7,"2","0",0,1,0,0,4,3.02,19,0.193,5,1,10,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CU",8,"1","0",3,"1","1",0,0,0,0,2,2.94,2,0.261,1,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"SI",2,"1","0",1,"0","0",0,0,0,0,0,2.57,4,0.371,3,-1,8,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",26,"1","1",6,"0","1",1,0,0,1,3,3.23,35,0.277,6,-1,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CH",9,"1","0",3,"1","0",0,0,0,0,0,1.73,4,0.263,0,1,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"SI",8,"1","1",2,"0","0",0,0,0,0,-4,2.69,25,0.232,3,1,12,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",8,"1","0",3,"3","0",0,0,0,0,0,3.03,8,0.191,1,-1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"SI",26,"1","0",6,"1","0",2,1,0,0,-3,2.07,51,0.248,12,1,13,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CH",21,"1","0",6,"0","0",2,1,0,0,9,2.73,19,0.287,3,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",18,"1","1",6,"1","2",0,0,0,0,0,2.24,21,0.265,3,1,9,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CU",24,"1","1",7,"0","2",1,0,0,0,2,1.82,10,0.288,1,-1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"CH",23,"1","1",6,"1","2",2,1,1,0,0,3.55,41,0.297,14,1,6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"SI",3,"1","1",1,"0","1",2,0,0,0,0,1.91,27,0.281,11,1,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"SI",20,"1","1",5,"1","0",0,1,1,0,-1,2.07,103,0.288,35,-1,14,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"SI",4,"1","1",1,"2","0",1,1,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"CH",19,"1","1",6,"0","0",2,1,0,0,-1,11.57,1,0.256,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",13,"1","1",3,"1","1",2,1,0,0,-3,3.71,37,0.309,13,1,11,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"SI",1,"1","0",1,"0","0",0,0,0,0,0,2.12,45,0.254,9,1,14,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",16,"1","0",4,"1","0",2,0,1,0,0,2.57,23,0.272,3,-1,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"SI",3,"1","0",1,"0","0",2,0,0,0,0,2.47,24,0.21,6,-1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",10,"1","0",3,"0","2",1,0,0,0,2,2.11,3,0.286,0,-1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"SI",1,"1","0",1,"0","1",0,0,0,0,2,3.45,32,0.28,8,-1,5,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"SI",24,"1","0",7,"0","0",1,0,0,0,0,2.02,50,0.203,16,1,11,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",3,"1","1",1,"1","1",1,1,0,0,0,2.29,8,0.203,3,-1,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"SI",26,"1","0",8,"0","0",1,0,0,0,2,2.24,4,0.429,3,1,9,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",1,"1","1",1,"0","2",0,0,0,0,0,1.95,64,0.285,11,-1,13,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"CH",3,"1","1",1,"3","1",2,0,0,0,0,1.97,70,0.294,22,1,12,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CH",6,"1","1",2,"1","1",2,1,0,0,0,1.97,13,0.296,2,1,12,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",19,"1","1",5,"1","1",2,1,0,0,0,1,5,0.275,1,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"CU",20,"1","1",5,"2","2",1,0,1,1,0,3,4,0.174,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"CH",24,"1","0",5,"1","2",1,1,0,1,-4,2.07,1,0.158,0,-1,14,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"CH",1,"1","1",1,"1","2",0,0,0,0,0,3.71,74,0.238,27,1,11,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"CU",27,"1","0",6,"1","1",1,0,1,0,-1,3.05,20,0.256,0,-1,10,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CH",14,"1","1",4,"1","1",2,0,0,1,1,3.79,73,0.239,20,1,11,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"CH",18,"1","0",5,"0","1",0,0,0,0,-1,1.85,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"CH",13,"1","1",4,"0","2",1,1,0,0,0,2.14,35,0.273,11,-1,14,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"CU",25,"1","1",6,"0","0",0,0,0,0,0,3.54,51,0.258,11,-1,18,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",21,"1","1",7,"3","2",0,0,0,0,1,2.12,64,0.276,20,-1,11,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CH",25,"1","1",7,"1","2",2,0,0,0,2,2.11,3,0.333,0,-1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"FF",3,"1","0",1,"0","1",1,1,0,0,0,2.39,23,0.261,6,1,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CU",18,"1","0",5,"1","2",1,0,0,0,3,2.01,8,0.21,3,1,11,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",1,"1","1",1,"2","2",0,0,0,0,1,3.61,79,0.26,28,-1,11,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"CH",5,"1","1",1,"0","0",2,1,0,1,0,11.57,4,0.435,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",9,"1","1",3,"1","0",0,0,0,0,0,3.38,19,0.221,5,1,9,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"SI",21,"1","1",6,"1","0",2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"CU",1,"1","0",1,"0","1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CU",16,"1","0",5,"1","1",2,0,0,0,1,1.97,42,0.225,16,1,12,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"FF",23,"1","1",6,"2","2",0,0,0,0,-3,1.99,44,0.235,7,-1,13,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"CU",6,"1","0",2,"1","2",2,0,0,0,1,3.49,38,0.268,2,1,17,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"FF",6,"1","1",2,"0","0",0,1,0,0,0,2.4,3,0.236,2,-1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",26,"1","1",6,"2","2",1,1,0,0,-4,2.21,10,0.211,1,1,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CH",22,"1","1",5,"1","1",2,0,0,0,1,3.39,89,0.251,21,-1,6,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"SI",20,"1","0",4,"0","0",1,1,0,0,-1,0.69,1,0.231,1,-1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",28,"1","1",6,"0","0",2,0,1,0,-1,3.6,2,0.286,0,-1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",15,"1","0",4,"2","2",1,0,0,0,2,2.11,4,0.263,1,-1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"SI",23,"1","0",7,"2","0",0,0,0,0,0,2.14,14,0.252,1,-1,14,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"CH",8,"1","0",2,"0","0",2,1,0,0,0,2.63,2,0.091,1,1,8,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",13,"1","0",3,"1","2",0,0,0,0,0,0.69,8,0.219,3,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"CH",8,"1","1",3,"0","2",0,0,0,0,0,1.99,2,0.241,1,-1,13,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CU",19,"1","0",5,"1","2",1,0,0,0,4,3.66,32,0.295,3,-1,15,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"SI",10,"1","0",3,"2","2",0,0,0,0,6,3.45,32,0.28,8,-1,5,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"SI",20,"1","0",5,"0","1",0,1,0,0,-2,3.08,27,0.325,6,1,10,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"SI",1,"1","0",1,"0","0",0,0,0,0,0,3.34,43,0.298,10,1,7,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",4,"1","1",2,"0","0",0,0,0,0,0,3.55,62,0.278,15,-1,17,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",16,"1","0",5,"1","1",0,0,0,0,0,2.07,11,0.224,2,-1,14,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"FF",19,"1","0",5,"3","2",0,0,0,0,-3,1.29,1,0.35,0,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
