"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeChangeUp","prev_pitch_typeCurveBall","prev_pitch_typeFastball","prev_pitch_typeOthers","prev_pitch_typeSlider.Cutter","prevprev_pitch_type0","prevprev_pitch_typeChangeUp","prevprev_pitch_typeCurveBall","prevprev_pitch_typeFastball","prevprev_pitch_typeOthers","prevprev_pitch_typeSlider.Cutter"
"CurveBall",5,"0","0",1,"3","2",2,0,1,0,-1,3.45,18,0.231,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"CurveBall",20,"0","1",4,"0","0",1,0,0,0,-3,4.03,68,0.288,24,-1,4,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",18,"0","1",4,"1","2",2,1,0,0,0,4.13,26,0.184,5,-1,7,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",2,"0","0",7,"1","0",0,1,0,0,-1,4.16,51,0.283,13,-1,7,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",10,"0","1",3,"0","0",0,0,0,0,3,2.39,19,0.305,3,1,6,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",2,"1","1",1,0,0,0,0,5.51,4,0.353,1,-1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Fastball",3,"0","1",7,"0","1",1,0,0,0,-5,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",11,"0","1",3,"1","1",1,0,0,1,0,2.19,3,0.241,1,-1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",12,"0","1",4,"2","2",0,0,0,0,0,3.57,28,0.27,3,-1,2,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CurveBall",16,"0","0",5,"0","0",0,0,0,0,3,2.69,9,0.263,4,-1,4,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",10,"0","0",3,"1","0",0,0,0,0,0,5.67,6,0.343,1,1,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",2,"1","1",1,0,0,0,3,4.17,47,0.242,11,-1,7,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",25,"0","1",6,"0","0",1,1,1,0,1,4.18,27,0.297,9,1,6,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",2,"2","0",0,0,0,0,0,4.55,11,0.183,2,-1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",10,"0","0",3,"2","1",0,0,0,0,-2,0,0,0.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",18,"0","1",6,"1","0",0,0,0,0,0,2.66,2,0.143,0,1,5,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CurveBall",18,"0","0",4,"0","1",2,0,1,0,0,5.51,0,0.27,0,-1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",22,"0","1",6,"1","2",1,1,0,0,3,3.05,27,0.245,10,1,3,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Fastball",7,"0","1",2,"1","2",0,0,0,0,1,4.03,38,0.271,7,-1,4,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CurveBall",8,"0","1",2,"1","2",2,0,1,0,-1,5.44,23,0.225,3,1,2,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",6,"0","1",2,"0","1",0,0,0,0,0,1.42,14,0.239,3,-1,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",8,"0","1",2,"0","0",2,1,0,0,0,4.15,5,0.258,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",19,"0","1",5,"1","2",2,1,1,0,-1,2.47,20,0.318,3,1,5,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CurveBall",20,"0","1",7,"0","1",1,0,0,0,1,1.96,1,0.203,1,1,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",9,"0","1",3,"2","2",0,1,0,0,-1,2.47,16,0.256,3,1,5,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",1,"0","0",1,"3","1",0,0,0,0,0,4.55,12,0.183,3,-1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",18,"0","1",4,"0","0",1,0,0,0,1,2.42,2,0.262,0,-1,8,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CurveBall",1,"0","0",7,"1","2",0,0,0,0,4,0,0,0.143,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",10,"0","0",3,"0","0",0,0,1,0,0,2.19,7,0.253,1,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","0",1,"1","0",0,0,1,1,0,4.03,75,0.268,26,-1,6,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","1",2,"1","0",0,0,1,0,0,2.16,13,0.306,3,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"CurveBall",7,"0","1",3,"1","2",0,0,0,0,1,4.28,50,0.237,11,-1,4,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",18,"0","1",6,"1","2",2,0,0,0,1,1.96,0,0.111,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",14,"0","1",4,"0","0",0,0,0,0,1,2.57,15,0.299,2,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CurveBall",22,"0","0",5,"0","1",0,0,0,0,-3,4.03,75,0.268,26,-1,6,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",15,"0","1",4,"0","0",2,0,0,0,3,2.39,2,0.167,0,1,6,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","0",1,"1","1",0,0,0,0,0,2.66,30,0.254,5,1,5,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",13,"0","1",5,"1","1",0,0,0,0,0,2.66,42,0.215,15,1,5,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",3,"0","0",1,"0","0",1,1,0,0,0,2.19,19,0.295,1,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","0",6,"2","1",2,0,0,0,2,4.2,51,0.303,9,1,7,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",4,"0","1",1,"0","0",2,0,1,0,0,2.6,42,0.25,10,-1,8,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",15,"0","1",4,"0","0",0,0,0,0,-2,1.42,14,0.239,3,-1,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",22,"0","1",5,"0","0",0,0,0,0,-3,4.03,39,0.312,9,-1,4,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",9,"0","0",3,"0","0",2,0,0,0,0,2.53,7,0.218,0,1,8,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CurveBall",7,"0","1",3,"0","0",0,0,0,0,1,4.28,50,0.237,11,-1,4,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",17,"0","1",5,"1","0",0,0,0,0,1,9,1,0.2,0,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",2,"0","0",0,0,0,0,0,5.67,14,0.229,4,1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",8,"3","1",0,0,0,0,7,0,0,0.143,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",5,"0","1",1,"0","0",1,0,0,0,-2,2.59,17,0.192,6,1,2,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CurveBall",7,"0","1",2,"0","0",0,0,0,0,0,4.15,8,0.233,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",12,"0","0",2,"1","2",0,1,1,0,-4,4.55,14,0.333,2,-1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",11,"0","1",3,"1","0",0,0,0,0,-2,1.42,31,0.27,8,-1,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Fastball",13,"0","1",3,"0","1",1,0,0,1,-1,6.35,7,0.362,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",8,"0","1",3,"2","1",0,0,0,0,3,3.05,12,0.236,2,1,3,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",2,"0","1",7,"0","0",0,0,0,0,4,0,8,0.197,2,-1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",2,"3","2",0,0,0,0,0,2.76,34,0.269,10,-1,5,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",2,"0","1",1,"1","1",0,1,0,0,0,2.6,38,0.3,13,-1,8,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"CurveBall",14,"0","1",3,"1","1",2,0,0,0,-2,1.42,6,0.283,2,-1,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"CurveBall",11,"0","1",3,"2","2",1,0,0,1,0,2.19,3,0.241,1,-1,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Fastball",14,"0","1",4,"0","0",0,0,0,0,-1,2.86,52,0.276,12,1,5,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","0",4,"2","1",1,1,0,1,-2,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",7,"0","1",8,"3","1",2,0,0,0,-6,0,2,0.176,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",11,"0","0",3,"2","0",2,1,0,0,1,4.18,41,0.314,14,1,6,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",19,"0","0",6,"3","1",0,1,0,0,2,4.65,20,0.249,7,-1,3,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CurveBall",12,"0","1",3,"2","0",0,0,0,0,-3,2.32,105,0.314,35,-1,9,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"CurveBall",12,"0","0",4,"0","1",1,0,0,0,3,2.69,26,0.27,2,-1,4,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",17,"0","1",5,"0","1",0,0,0,0,10,2.42,4,0.245,1,-1,5,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",20,"0","1",5,"0","1",1,1,0,0,1,4.17,70,0.29,27,-1,7,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",1,"2","2",1,0,0,0,0,2.6,33,0.246,8,-1,5,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",13,"0","1",4,"1","0",2,1,0,0,3,4.28,36,0.246,6,-1,4,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",17,"0","0",4,"3","1",2,0,0,0,-1,2.19,9,0.178,3,-1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",1,"0","0",10,"1","0",0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CurveBall",3,"0","1",1,"1","1",0,1,0,0,-1,2.86,73,0.315,14,1,5,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",18,"0","1",5,"0","0",0,0,0,0,1,4.17,0,0.2,0,-1,7,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",1,"2","0",1,0,0,0,-2,2.59,22,0.247,7,1,2,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CurveBall",6,"0","1",2,"0","1",1,0,0,0,0,5.87,28,0.236,10,-1,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",1,"2","2",0,0,1,0,0,4.13,8,0.196,1,-1,7,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"CurveBall",27,"0","1",6,"0","2",2,0,1,0,-3,2.6,23,0.266,3,-1,5,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",23,"0","1",5,"0","0",1,1,0,0,-3,4.03,48,0.262,14,-1,4,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","0",4,"2","2",0,0,1,1,-4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CurveBall",6,"0","0",7,"0","1",1,0,0,0,1,0,10,0.333,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CurveBall",7,"0","0",2,"1","1",2,0,1,0,0,2.57,29,0.227,10,-1,7,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",8,"0","1",2,"0","1",1,0,0,0,0,9,1,0.2,0,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CurveBall",5,"0","1",2,"1","2",0,0,0,0,0,2.19,22,0.252,4,-1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",20,"0","1",4,"3","0",0,1,0,0,-5,2.59,25,0.268,8,1,2,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",16,"0","1",4,"1","1",0,0,0,0,-1,4.19,13,0.224,2,1,5,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CurveBall",10,"0","1",3,"0","2",0,0,0,0,0,4.13,23,0.262,5,-1,7,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",4,"0","1",2,"1","0",0,0,0,0,0,2.16,15,0.315,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",14,"0","1",4,"3","2",1,0,0,0,-1,2.8,11,0.278,6,1,4,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"CurveBall",18,"0","1",3,"0","0",2,0,0,1,-4,4.03,1,0.19,0,-1,6,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","0",2,"2","1",0,0,0,0,0,5.51,8,0.222,3,-1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"CurveBall",17,"0","1",4,"0","1",2,1,1,0,-1,2.16,4,0.292,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",15,"0","1",3,"1","2",2,1,1,0,-1,5.67,14,0.229,4,1,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",9,"0","1",3,"0","0",0,0,0,0,1,4.18,0,0,0,1,6,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CurveBall",2,"0","1",1,"2","1",1,0,0,0,0,4.24,22,0.262,7,1,4,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",11,"0","1",3,"0","2",1,0,0,0,1,9,2,0.2,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CurveBall",7,"0","1",2,"1","2",2,0,0,0,1,3,0,0.286,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",17,"0","0",4,"0","0",1,1,0,0,0,4.13,30,0.261,6,-1,7,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",17,"0","1",5,"3","2",1,0,1,0,3,3.05,12,0.236,2,1,3,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","0",1,"0","1",2,0,0,0,0,2.6,56,0.319,13,-1,5,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",17,"0","1",5,"1","0",0,0,0,0,7,5.87,16,0.158,7,-1,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",1,"2","2",1,0,0,0,0,4.15,17,0.37,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",5,"0","1",2,"0","1",0,0,0,0,0,3.26,36,0.31,7,-1,3,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",20,"0","1",6,"0","1",0,0,0,0,0,5.44,40,0.259,16,1,2,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",1,"0","1",1,0,0,0,0,2.53,58,0.236,20,1,8,11,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CurveBall",17,"0","1",5,"0","0",0,0,0,0,-1,2.8,1,0.5,1,1,4,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",20,"0","1",6,"1","2",0,1,0,0,6,2.39,51,0.29,15,1,6,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",11,"0","1",3,"0","1",2,0,0,0,0,4.15,10,0.292,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",5,"0","0",1,0,0,0,-5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","0",7,"0","2",0,0,0,0,-5,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",23,"0","1",6,"1","2",0,0,0,0,2,2.42,82,0.233,27,-1,8,11,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"CurveBall",16,"0","0",3,"0","2",0,1,0,0,-4,4.55,8,0.214,1,-1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",3,"0","1",1,"2","1",1,0,0,0,0,5.14,59,0.234,17,1,2,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"CurveBall",6,"0","0",2,"1","1",0,0,0,0,0,5.51,8,0.222,3,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CurveBall",20,"0","1",6,"0","2",0,0,0,0,4,9,2,0.2,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",14,"0","1",4,"1","1",0,0,0,1,-3,5.44,38,0.198,14,-1,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Fastball",23,"0","1",6,"0","0",2,0,0,0,-3,4.11,6,0.405,2,1,7,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",22,"0","1",6,"3","2",0,1,1,0,3,2.69,23,0.252,7,-1,4,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",26,"0","1",6,"0","0",1,1,0,0,-4,1.42,4,0.357,1,-1,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","0",1,"0","1",0,0,0,0,1,2.42,28,0.261,3,-1,8,11,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",15,"0","1",4,"1","1",0,0,0,0,0,4.13,26,0.235,6,-1,7,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CurveBall",10,"0","0",3,"0","1",1,1,0,0,1,2.76,22,0.326,3,-1,5,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",20,"0","0",6,"3","1",0,0,0,0,-1,2.47,21,0.262,2,1,5,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",13,"0","1",3,"2","0",0,0,0,0,-4,4.14,68,0.23,15,-1,7,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",8,"0","0",2,"0","0",2,1,1,0,0,2.76,26,0.225,1,-1,5,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",17,"0","0",5,"0","0",0,1,0,0,-1,2.47,16,0.261,4,1,5,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CurveBall",11,"0","1",4,"0","2",1,0,0,0,0,2.66,24,0.259,3,1,5,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"CurveBall",23,"0","1",6,"1","1",0,0,0,0,2,2.42,82,0.233,27,-1,8,11,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",1,"0","1",5,"1","1",0,1,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CurveBall",22,"0","1",6,"0","1",0,1,1,0,3,2.69,23,0.252,7,-1,4,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CurveBall",5,"0","1",7,"1","2",2,0,1,0,-6,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",5,"0","1",1,"0","0",2,1,1,0,1,2.57,15,0.299,2,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",24,"0","0",7,"3","2",1,0,0,0,4,4.65,33,0.219,9,-1,3,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",8,"0","1",3,"0","1",1,0,0,0,1,1.96,14,0.224,3,1,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",25,"0","1",7,"3","0",0,0,0,0,-4,4.11,20,0.236,8,1,7,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",1,"0","1",6,"3","2",0,0,0,0,-4,4.82,9,0.3,4,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",7,"0","1",8,"3","2",2,0,0,0,-6,0,2,0.176,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CurveBall",24,"0","1",6,"1","2",2,0,0,0,2,5.14,39,0.251,12,1,2,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",18,"0","1",4,"0","0",1,0,0,0,-1,4.19,5,0.126,1,1,5,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",16,"0","1",3,"1","0",1,0,0,0,-4,2.59,6,0.14,2,1,2,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",12,"0","1",3,"1","2",1,1,1,0,-1,6.35,6,0.233,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",13,"0","1",3,"2","0",0,1,0,0,-1,4.19,66,0.255,30,1,5,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",2,"0","1",1,"2","0",1,0,0,0,0,2.66,24,0.259,3,1,5,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",2,"0","1",1,"0","0",1,0,0,0,0,5.51,4,0.286,0,-1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",1,"0","2",0,0,0,0,0,2.69,32,0.297,2,-1,4,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",10,"0","1",6,"1","1",1,0,0,0,-5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",4,"0","1",1,"2","2",1,0,0,1,0,5.67,28,0.25,11,1,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",15,"0","1",3,"1","2",0,1,0,0,-4,4.14,13,0.267,2,-1,7,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"CurveBall",16,"0","1",4,"0","0",0,0,0,1,1,5.51,4,0.353,1,-1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",12,"0","1",3,"1","1",0,0,0,0,-1,4.03,59,0.312,4,-1,6,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",16,"0","1",4,"0","1",1,0,0,0,-2,1.42,22,0.26,2,-1,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",1,"0","1",1,"0","2",0,0,0,0,0,2.53,34,0.324,6,1,8,11,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",3,"0","0",1,"3","2",1,1,0,0,0,5.87,23,0.246,3,-1,2,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"CurveBall",22,"0","1",6,"2","2",1,0,0,0,-1,2.86,41,0.335,12,1,5,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",22,"0","1",6,"2","1",0,0,0,0,-1,2.76,34,0.269,10,-1,5,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",6,"0","1",2,"0","0",0,1,0,0,-1,2.6,29,0.195,5,-1,5,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",20,"0","1",6,"0","1",0,1,0,0,0,4.24,22,0.262,7,1,4,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",8,"3","2",0,1,0,0,2,4.13,59,0.256,13,-1,7,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CurveBall",7,"0","1",8,"2","1",2,0,0,0,-6,0,2,0.176,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"CurveBall",20,"0","1",6,"0","0",1,0,0,0,8,4.15,10,0.292,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",2,"2","1",0,0,0,0,-3,2.32,25,0.237,5,-1,9,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",19,"0","0",5,"1","2",2,0,0,0,10,2.42,13,0.248,2,-1,5,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",13,"0","1",3,"1","0",0,1,0,0,-1,4.19,66,0.255,30,1,5,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","1",6,"0","0",0,0,0,0,-4,4.82,9,0.3,4,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",15,"0","0",5,"0","0",0,0,0,0,1,4.65,33,0.219,9,-1,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","0",6,"2","2",0,0,0,0,6,4.35,17,0.267,3,-1,7,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"CurveBall",4,"0","0",4,"0","0",1,1,1,1,-5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",18,"0","1",4,"3","2",1,0,0,0,1,2.42,2,0.262,0,-1,8,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CurveBall",23,"0","1",6,"0","1",1,1,0,0,4,4.28,71,0.288,29,-1,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"CurveBall",11,"0","1",3,"0","0",1,0,0,0,0,3.26,15,0.291,4,-1,3,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",1,"3","2",1,0,0,0,0,5.51,4,0.286,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",12,"0","1",4,"3","1",2,0,0,0,1,1.96,22,0.279,5,1,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",20,"0","1",5,"0","1",0,1,0,0,0,4.13,8,0.196,1,-1,7,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","0",5,"1","1",2,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"CurveBall",15,"0","1",4,"0","0",0,1,0,1,-3,4.11,51,0.251,8,1,7,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",9,"0","1",3,"0","1",0,0,0,0,1,4.18,0,0,0,1,6,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",12,"0","1",3,"0","0",1,0,1,1,1,5.51,13,0.305,5,-1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",16,"0","1",4,"0","0",1,1,0,1,1,4.17,47,0.242,11,-1,7,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0
