"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeChangeUp","prev_pitch_typeFastball","prev_pitch_typeOthers","prev_pitch_typeSlider.Cutter","prevprev_pitch_type0","prevprev_pitch_typeChangeUp","prevprev_pitch_typeFastball","prevprev_pitch_typeOthers","prevprev_pitch_typeSlider.Cutter"
"Fastball",7,"0","1",2,"2","2",0,0,0,0,0,1.76,4,0.241,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1
"Fastball",27,"0","1",7,"0","0",1,1,0,0,-1,3.04,11,0.156,2,-1,6,2,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",18,"0","1",5,"2","2",1,0,0,0,-1,2.01,33,0.219,12,1,10,2,0,0,0,0,1,0,0,0,0,0,0,1
"ChangeUp",23,"0","1",6,"1","1",2,0,0,0,10,1.5,9,0.256,4,-1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"Slider/Cutter",15,"0","1",5,"0","2",0,0,0,0,0,0,0,0.333,0,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",16,"0","1",4,"1","2",1,0,0,0,9,1.5,2,0.182,0,-1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",19,"0","1",5,"3","1",1,0,0,0,0,2.2,87,0.274,16,-1,12,4,0,0,0,1,0,0,0,0,0,1,0,0
"ChangeUp",13,"0","1",4,"2","2",1,1,0,0,0,2.66,9,0.302,3,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",2,"0","1",1,"1","2",0,0,0,1,0,5.32,12,0.292,0,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",3,"0","1",1,"1","2",2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",4,"0","1",2,"1","0",0,0,0,0,0,2.06,40,0.33,15,1,5,0,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",19,"0","1",5,"1","0",0,0,0,0,-2,2.27,23,0.258,6,-1,6,1,0,0,0,0,1,0,0,1,0,0,0,0
"Slider/Cutter",7,"0","1",2,"0","1",0,0,0,0,-2,2.03,12,0.246,0,1,10,3,0,0,0,1,0,0,0,1,0,0,0,0
"Slider/Cutter",8,"0","0",3,"1","2",0,1,0,0,0,2.3,26,0.259,5,1,7,1,0,0,0,0,0,0,1,0,0,0,0,1
"ChangeUp",5,"0","1",2,"2","1",0,0,0,0,1,2.12,42,0.233,9,-1,10,3,0,0,0,1,0,0,0,0,0,1,0,0
"Slider/Cutter",6,"0","0",2,"1","2",0,1,0,0,6,3.66,4,0.75,1,-1,4,2,0,0,0,0,0,0,1,0,0,0,0,1
"ChangeUp",24,"0","1",6,"3","0",0,0,0,0,3,2.03,57,0.263,10,1,10,3,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",15,"0","0",4,"1","0",2,1,0,0,2,2.03,20,0.225,7,-1,9,1,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",2,"0","1",1,"0","0",0,1,0,0,0,2.01,32,0.284,12,1,10,2,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",21,"0","0",7,"0","0",1,0,0,0,1,3.01,10,0.241,5,1,6,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",28,"0","1",7,"0","1",2,0,0,0,2,2.08,37,0.297,3,1,8,1,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",2,"0","1",1,"2","1",1,0,0,0,0,1.97,28,0.301,10,1,5,1,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",13,"0","1",4,"1","1",0,0,0,0,-1,5.93,11,0.25,2,-1,2,1,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",1,"0","1",1,"1","1",0,0,0,0,0,3.68,2,0.353,0,-1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",1,"0","1",1,"1","1",0,0,0,0,0,3.66,11,0.277,0,-1,4,2,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",31,"0","1",8,"0","0",2,1,0,0,-1,4.36,24,0.281,6,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",22,"0","1",7,"2","1",0,1,0,0,2,4.21,11,0.287,0,-1,3,2,0,0,0,1,0,0,0,0,0,1,0,0
"ChangeUp",22,"0","0",6,"1","2",0,1,0,0,1,2.08,45,0.269,9,1,8,1,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",14,"0","1",4,"0","0",1,0,0,0,2,2.03,29,0.213,10,-1,9,1,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",2,"0","1",1,"0","1",0,0,0,0,2,2.14,52,0.289,15,-1,10,2,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",16,"0","1",3,"0","0",1,0,1,0,-3,1.88,38,0.228,6,1,10,1,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",19,"0","1",5,"2","2",1,0,0,0,-2,2.09,13,0.298,0,1,10,1,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",17,"0","0",6,"0","0",0,0,0,0,5,2.3,26,0.259,5,1,7,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",3,"0","1",1,"0","0",1,0,0,0,0,2.27,65,0.277,25,-1,6,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",18,"0","1",4,"1","0",1,0,0,0,2,2.03,43,0.282,7,1,10,3,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",20,"0","1",5,"3","2",2,0,0,0,2,3.27,7,0.264,1,1,5,2,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",21,"0","1",6,"0","1",0,0,0,0,2,2.8,50,0.272,12,-1,7,4,0,0,0,0,0,0,1,1,0,0,0,0
"Fastball",13,"0","1",4,"0","0",0,0,0,0,-1,2.01,83,0.26,31,1,10,2,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",8,"0","1",3,"0","0",1,0,0,0,0,4.21,18,0.267,4,-1,3,2,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",2,"0","1",1,"2","2",1,0,0,0,0,2.3,8,0.267,1,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",28,"0","0",8,"1","0",1,0,0,0,1,5.93,11,0.284,1,-1,2,1,0,0,0,0,0,0,1,1,0,0,0,0
"Slider/Cutter",20,"0","1",5,"0","2",1,0,0,0,-2,2.27,42,0.305,11,-1,6,1,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",21,"0","1",6,"1","0",1,0,0,0,7,3.66,19,0.241,2,-1,4,2,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",21,"0","1",5,"0","0",0,1,1,0,-1,5.32,19,0.351,6,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",23,"0","1",7,"1","1",0,0,0,0,4,2.16,29,0.236,5,-1,8,1,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",11,"0","1",3,"1","2",2,0,0,0,2,2.14,52,0.289,15,-1,10,2,0,0,0,0,0,0,1,0,0,0,0,1
"Fastball",1,"0","0",1,"2","2",0,0,0,0,0,1.89,11,0.284,1,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",3,"0","1",1,"1","2",0,1,1,0,0,3.66,19,0.241,2,-1,4,2,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",2,"0","1",1,"0","0",0,1,0,0,0,3.04,16,0.347,4,-1,6,2,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",10,"0","1",3,"1","1",0,0,0,0,2,1.88,22,0.313,4,1,10,1,0,0,0,1,0,0,0,0,1,0,0,0
"ChangeUp",14,"0","1",3,"0","0",0,1,1,0,-1,2.37,8,0.241,2,-1,2,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",14,"0","1",5,"0","0",0,0,0,0,-1,2.06,33,0.263,9,1,5,0,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",4,"0","1",2,"1","2",0,0,0,0,1,2.12,46,0.239,15,-1,10,3,0,0,0,0,1,0,0,0,0,0,0,1
"Fastball",5,"0","0",2,"1","2",1,0,0,0,0,3.68,4,0.267,0,-1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"Slider/Cutter",28,"0","0",7,"0","0",0,1,0,0,5,1.97,14,0.246,0,1,5,1,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",24,"0","1",6,"2","0",1,1,1,0,2,2.12,8,0.286,2,-1,10,3,0,0,0,1,0,0,0,0,0,0,0,1
"ChangeUp",23,"0","1",5,"0","0",0,1,0,0,-1,2.2,10,0.296,3,-1,6,1,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",2,"0","0",1,"3","2",0,1,0,0,0,3.66,25,0.246,8,-1,4,2,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",4,"0","1",1,"1","2",2,1,0,0,2,2.14,55,0.282,14,-1,10,2,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",9,"0","1",3,"3","2",2,0,0,0,0,2.06,4,0.333,2,1,5,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",21,"0","1",5,"2","2",2,0,1,0,-2,2.01,75,0.284,23,1,10,2,0,0,0,0,0,0,1,0,1,0,0,0
"ChangeUp",28,"0","0",8,"3","1",1,0,0,0,1,5.93,11,0.284,1,-1,2,1,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",7,"0","1",3,"1","1",0,0,0,0,-1,2.87,31,0.335,7,1,6,4,0,0,0,1,0,0,0,0,0,0,0,1
"Slider/Cutter",3,"0","1",1,"1","2",2,0,0,0,0,2.3,23,0.264,9,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",3,"0","1",1,"0","0",2,0,0,0,1,2.12,53,0.234,20,-1,10,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",3,"0","1",1,"0","1",1,0,0,1,-1,5.93,17,0.257,6,-1,2,1,0,0,0,0,0,0,1,1,0,0,0,0
"Fastball",1,"0","1",1,"0","0",0,0,0,0,0,2.74,0,0.212,0,-1,6,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",29,"0","1",8,"0","0",0,1,0,0,0,3.02,20,0.273,6,-1,6,4,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",7,"0","0",3,"0","0",0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",7,"0","0",3,"1","0",0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",15,"0","1",5,"0","0",0,1,0,0,3,1.59,14,0.299,3,-1,5,0,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",21,"0","1",6,"0","1",0,0,0,0,2,3.27,27,0.296,5,1,5,2,0,0,0,0,0,0,1,1,0,0,0,0
"Fastball",4,"0","1",2,"0","1",0,0,0,0,1,2.03,38,0.237,6,-1,9,1,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",15,"0","1",4,"1","2",0,0,0,0,2,2.8,38,0.249,5,-1,7,4,0,0,0,0,0,0,1,0,1,0,0,0
"Fastball",2,"0","1",1,"0","2",0,0,1,0,0,1.5,8,0.31,0,-1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",26,"0","1",7,"0","0",2,0,0,0,0,3.02,2,0.138,0,-1,6,4,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",12,"0","1",3,"0","0",0,0,0,0,-1,2.2,45,0.293,13,-1,6,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",30,"0","1",8,"3","2",1,0,0,0,-1,4.36,21,0.257,6,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",5,"0","1",1,"1","0",1,1,1,0,0,1.88,42,0.306,2,1,10,1,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",11,"0","1",3,"0","1",0,0,1,1,-2,4.36,7,0.274,0,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0
"ChangeUp",6,"0","1",2,"2","2",1,1,0,0,0,0,0,0.333,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",20,"0","1",5,"1","2",2,0,0,0,2,3.27,7,0.264,1,1,5,2,0,0,0,1,0,0,0,0,0,0,0,1
"Fastball",3,"0","0",1,"0","1",2,0,0,0,0,2.3,51,0.323,6,1,7,1,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",21,"0","1",5,"0","0",1,0,0,0,3,2.03,90,0.301,17,1,10,3,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",19,"0","1",5,"0","0",2,0,0,0,1,3.04,14,0.281,2,-1,6,2,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",6,"0","1",2,"0","0",0,0,0,0,2,1.97,7,0.177,0,1,5,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",26,"0","1",7,"1","2",1,0,0,0,-1,4.36,0,0.242,0,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0
"ChangeUp",6,"0","1",1,"0","2",2,1,1,0,-1,2.37,4,0.183,1,-1,2,0,0,0,0,1,0,0,0,0,0,0,0,1
"Fastball",2,"0","1",1,"0","1",0,1,0,0,0,2.01,32,0.284,12,1,10,2,0,0,0,0,1,0,0,1,0,0,0,0
"Slider/Cutter",9,"0","1",3,"0","1",0,0,0,0,0,2.11,4,0.259,1,-1,11,3,0,0,0,0,1,0,0,1,0,0,0,0
"Slider/Cutter",25,"0","1",6,"2","2",2,1,1,0,1,2.08,29,0.281,2,1,8,1,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",12,"0","1",3,"2","1",1,1,0,0,3,1.5,9,0.439,2,-1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",16,"0","0",4,"0","0",1,0,0,0,0,2.27,26,0.233,11,-1,6,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",12,"0","1",3,"1","2",1,0,1,1,1,3.04,28,0.266,6,-1,6,2,0,0,0,0,1,0,0,0,0,0,0,1
"Fastball",10,"0","1",3,"0","0",1,0,0,0,0,2.09,45,0.259,9,1,11,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",12,"0","1",4,"0","0",0,0,0,0,0,3.02,40,0.303,11,-1,6,4,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",7,"0","1",3,"2","1",0,0,0,0,0,3.01,24,0.212,6,1,6,3,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",15,"0","1",5,"2","2",0,0,0,0,0,4.21,18,0.19,6,-1,3,2,0,0,0,0,1,0,0,0,1,0,0,0
"Slider/Cutter",16,"0","1",5,"1","1",0,0,0,0,0,0,1,0.25,0,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",14,"0","0",3,"0","1",1,1,0,0,-2,1.99,70,0.27,19,-1,12,3,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",2,"0","1",1,"0","1",1,0,0,0,0,1.73,13,0.277,1,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",19,"0","1",6,"0","0",0,0,0,0,3,2.12,32,0.268,3,-1,10,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",3,"0","1",1,"0","0",0,1,0,0,-1,2.03,90,0.301,17,1,10,3,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",11,"0","1",3,"0","0",0,0,0,0,-2,2.03,73,0.28,15,1,10,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",8,"0","1",3,"0","1",0,0,0,0,0,1.89,16,0.263,2,1,4,0,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",14,"0","1",4,"1","2",1,0,0,0,1,2.12,42,0.233,9,-1,10,3,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",5,"0","1",2,"0","0",0,0,0,0,2,2.14,52,0.273,15,-1,10,2,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",14,"0","0",4,"0","0",2,0,0,0,0,3.68,4,0.267,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",13,"0","1",3,"0","1",2,1,0,1,2,2.8,20,0.265,4,-1,7,4,0,0,0,0,0,0,1,1,0,0,0,0
"ChangeUp",18,"0","1",5,"2","2",2,1,0,0,0,2.11,4,0.259,1,-1,11,3,0,0,0,0,1,0,0,0,0,1,0,0
"Slider/Cutter",7,"0","1",2,"2","2",1,0,0,0,0,1.99,59,0.265,9,-1,12,3,0,0,0,0,1,0,0,0,0,1,0,0
"Slider/Cutter",20,"0","1",6,"0","1",0,0,0,0,3,2.16,33,0.282,4,-1,8,1,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",20,"0","1",5,"2","2",0,1,0,0,4,1.97,28,0.301,10,1,5,1,0,0,0,1,0,0,0,0,1,0,0,0
"ChangeUp",6,"0","1",2,"3","2",0,1,0,0,2,2.8,38,0.249,5,-1,7,4,0,0,0,1,0,0,0,0,0,0,0,1
"Slider/Cutter",20,"0","1",7,"0","2",0,0,0,0,5,1.59,39,0.294,11,-1,5,0,0,0,0,0,1,0,0,0,0,0,0,1
"Slider/Cutter",1,"0","0",1,"1","2",0,0,0,0,0,1.89,11,0.284,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1
"Fastball",5,"0","1",2,"0","0",1,1,0,0,2,2.08,36,0.269,3,1,8,1,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",8,"0","1",3,"2","2",0,0,0,0,0,1.89,16,0.263,2,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1
"Fastball",12,"0","1",3,"0","0",1,1,0,1,2,1.97,33,0.274,9,1,5,1,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",7,"0","1",2,"1","2",2,0,1,0,1,2.12,3,0.257,2,-1,10,3,0,0,0,0,1,0,0,0,0,0,0,1
"ChangeUp",7,"0","1",2,"0","1",1,0,0,0,-1,5.32,8,0.217,2,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",18,"0","1",5,"1","1",0,1,0,0,3,1.76,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",13,"0","1",4,"0","1",2,0,0,0,3,1.59,15,0.231,2,-1,5,0,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",29,"0","0",9,"1","0",0,1,0,0,7,2.3,8,0.293,0,1,7,1,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",5,"0","1",1,"0","0",2,0,1,0,-1,1.5,9,0.256,4,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",25,"0","1",6,"0","0",2,0,0,1,0,2.2,15,0.237,0,-1,12,4,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",14,"0","1",3,"1","2",2,0,0,0,-2,5.32,17,0.301,4,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0
"Slider/Cutter",16,"0","1",5,"0","1",0,0,0,0,0,5.93,9,0.222,3,-1,2,1,0,0,0,0,0,0,1,1,0,0,0,0
"Slider/Cutter",13,"0","1",4,"0","0",1,0,0,0,0,3.02,26,0.237,5,-1,6,4,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",12,"0","1",4,"3","1",2,0,0,0,0,2.06,52,0.326,12,1,5,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",9,"0","0",3,"2","2",1,0,0,0,0,2.66,7,0.244,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1
"Fastball",19,"0","1",5,"0","2",0,0,0,0,-1,4.36,20,0.248,7,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",25,"0","0",8,"0","0",2,0,0,0,3,1.73,17,0.214,4,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",21,"0","1",4,"2","2",2,1,1,1,-1,2.2,45,0.293,13,-1,6,1,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",13,"0","1",3,"2","2",2,1,1,0,0,2.2,100,0.335,31,-1,12,4,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",5,"0","1",1,"0","0",2,1,1,0,0,1.76,1,0.292,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",23,"0","1",6,"0","0",2,1,0,0,7,2.03,29,0.213,10,-1,9,1,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",9,"0","1",3,"1","0",0,0,0,0,2,2.16,0,0,0,-1,8,1,0,0,0,0,1,0,0,1,0,0,0,0
"Slider/Cutter",7,"0","0",2,"0","1",1,0,0,0,-1,2.11,52,0.296,12,-1,11,3,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",27,"0","1",6,"0","0",1,0,0,0,0,1.88,21,0.271,3,1,10,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",30,"0","1",8,"0","0",1,1,0,0,7,2.03,45,0.243,7,-1,9,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",9,"0","1",3,"0","1",0,0,0,0,0,2.2,49,0.278,8,-1,12,4,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",1,"0","1",1,"0","0",0,0,0,0,0,5.93,12,0.262,2,-1,2,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",16,"0","1",4,"0","0",0,1,0,0,-1,5.32,8,0.217,2,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",17,"0","1",5,"1","2",0,0,0,0,0,5.93,7,0.188,2,-1,2,1,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",27,"0","1",8,"2","0",0,0,0,0,2,3.27,17,0.265,4,1,5,2,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",27,"0","1",8,"1","2",0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",10,"0","0",4,"0","0",0,0,0,0,2,2.3,14,0.272,1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",16,"0","1",4,"1","0",2,0,0,0,2,1.76,4,0.241,2,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",16,"0","1",5,"2","1",0,0,0,0,0,3.02,6,0.474,0,-1,6,4,0,0,0,0,1,0,0,0,0,1,0,0
"Slider/Cutter",16,"0","0",4,"0","1",1,0,0,0,0,2.27,26,0.233,11,-1,6,1,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",24,"0","1",7,"0","1",1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Fastball",17,"0","1",6,"2","0",0,0,0,0,5,1.59,17,0.263,5,-1,5,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",20,"0","1",6,"2","2",0,0,0,0,3,2.12,53,0.271,8,-1,10,3,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",8,"0","1",3,"1","1",1,0,0,0,1,2.74,15,0.248,5,-1,6,3,0,0,0,1,0,0,0,0,0,0,0,1
"Fastball",21,"0","1",5,"1","1",1,0,0,0,-2,2.27,65,0.277,25,-1,6,1,0,0,0,0,0,0,1,0,0,1,0,0
"ChangeUp",11,"0","1",3,"2","2",0,1,0,0,1,3.04,16,0.347,4,-1,6,2,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",14,"0","1",4,"2","1",0,0,1,0,0,2.74,38,0.244,9,-1,6,3,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",19,"0","1",5,"2","1",2,0,0,0,7,3.66,11,0.277,0,-1,4,2,0,0,0,0,0,0,1,0,0,1,0,0
"ChangeUp",15,"0","1",4,"3","2",2,1,1,0,-1,2.87,39,0.256,12,1,6,4,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",7,"0","1",2,"0","1",1,0,0,0,0,1.99,59,0.265,9,-1,12,3,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",13,"0","1",4,"1","2",1,1,0,0,0,2.66,9,0.302,3,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",24,"0","1",8,"0","0",1,0,0,0,3,1.73,24,0.169,5,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",22,"0","1",6,"0","0",1,0,0,0,0,1.23,2,0.273,1,-1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",28,"0","1",8,"0","2",0,1,1,0,4,1.59,25,0.283,3,-1,5,0,0,0,0,1,0,0,0,0,1,0,0,0
"Slider/Cutter",7,"0","0",2,"1","2",0,1,0,0,0,2.27,26,0.233,11,-1,6,1,0,0,0,0,0,0,1,0,0,0,0,1
"Fastball",2,"0","1",1,"1","1",1,0,0,0,0,0,2,0.19,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",9,"0","1",3,"0","0",0,0,0,0,2,2.14,2,0.125,0,-1,10,2,7,8,1,0,0,0,0,1,0,0,0,0
"Fastball",26,"0","1",8,"0","1",0,0,0,0,-1,2.87,36,0.283,7,1,6,4,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",5,"0","1",2,"1","1",0,0,0,0,2,1.97,44,0.29,13,1,5,1,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",9,"0","1",3,"0","2",0,0,0,0,2,2.8,22,0.228,5,-1,7,4,0,0,0,0,0,0,1,0,0,1,0,0
"Slider/Cutter",4,"0","1",1,"1","1",1,1,1,0,0,3.04,28,0.264,7,-1,6,2,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",11,"0","1",3,"1","2",1,0,1,0,1,0,2,0.19,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",26,"0","1",9,"3","2",0,0,0,0,3,1.73,12,0.243,3,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0
"ChangeUp",15,"0","1",5,"0","0",0,0,0,0,0,3.68,2,0.538,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",2,"0","1",1,"3","1",0,0,0,0,0,1.76,5,0.171,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",1,"0","0",1,"2","0",0,0,0,0,0,2.01,40,0.294,10,1,10,2,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",8,"0","1",3,"0","0",0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",5,"0","0",2,"0","0",0,1,0,0,0,3.02,28,0.277,9,-1,6,4,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",16,"0","0",5,"0","1",0,0,0,0,3,2.16,24,0.22,1,-1,8,1,0,0,0,0,0,0,1,1,0,0,0,0
"ChangeUp",12,"0","0",3,"2","0",1,0,0,0,0,1.76,6,0.2,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",9,"0","1",3,"0","0",2,0,0,0,0,2.06,4,0.333,2,1,5,0,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",18,"0","1",5,"2","2",0,0,0,0,10,1.5,2,0.484,0,-1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"ChangeUp",1,"0","1",1,"0","2",0,0,0,0,0,1.73,10,0.251,3,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",3,"0","1",1,"0","0",1,0,0,1,2,2.14,57,0.283,13,-1,10,2,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",12,"0","0",3,"3","2",2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
