"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeCH","prev_pitch_typeCU","prev_pitch_typeEP","prev_pitch_typeFC","prev_pitch_typeFF","prev_pitch_typeFT","prev_pitch_typeSL","prevprev_pitch_type0","prevprev_pitch_typeCH","prevprev_pitch_typeCU","prevprev_pitch_typeEP","prevprev_pitch_typeFC","prevprev_pitch_typeFF","prevprev_pitch_typeFT","prevprev_pitch_typeSL"
"FF",7,"1","1",2,"1","1",0,0,0,0,-3,3.54,27,0.288,6,-1,10,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FF",4,"1","1",1,"0","0",1,0,1,0,0,1.61,70,0.249,16,1,17,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",13,"1","1",4,"2","2",0,0,0,0,-2,1.58,41,0.278,15,-1,13,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SL",21,"1","1",6,"0","1",0,0,0,0,-1,2.18,23,0.298,4,1,8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"CH",15,"1","1",4,"0","1",1,1,0,0,-1,0,7,0.317,1,-1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",8,"1","1",3,"0","1",1,0,0,0,2,1.68,33,0.224,9,-1,16,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",11,"1","0",3,"0","1",2,0,0,0,-1,1.93,4,0.274,0,-1,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",1,"1","1",1,"1","1",0,0,0,0,0,1.65,34,0.309,7,1,11,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",1,"1","1",1,"0","1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"CH",2,"1","0",1,"0","1",1,0,0,0,0,1.48,19,0.294,1,1,7,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",6,"1","1",2,"1","2",1,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",2,"1","0",1,"1","1",0,1,0,0,0,3.6,6,0.296,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",5,"1","0",1,"1","0",2,1,1,0,0,2.45,12,0.303,1,-1,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",1,"1","1",1,"0","0",0,0,0,0,1,1.68,64,0.313,16,-1,16,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",15,"1","1",4,"1","0",0,0,0,0,0,6.75,8,0.196,2,-1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FT",26,"1","1",7,"2","2",2,0,1,0,0,1.52,1,0.245,1,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"SL",27,"1","1",7,"0","1",2,0,0,0,0,9.9,0,0.2,0,-1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"CH",2,"1","0",1,"0","0",0,0,1,0,3,1.41,29,0.283,5,-1,10,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",23,"1","1",6,"2","2",2,0,0,0,3,1.58,34,0.237,10,1,6,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",16,"1","1",5,"0","1",0,0,0,0,-1,2.71,40,0.208,19,-1,12,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",26,"1","0",6,"3","0",1,0,0,0,4,1.35,9,0.215,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FT",11,"1","1",2,"1","1",1,1,1,1,-1,2.35,9,0.252,2,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FT",24,"1","0",5,"0","0",2,1,0,1,-3,2.73,5,0.197,1,-1,11,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",14,"1","0",4,"0","1",1,0,0,0,2,4.17,61,0.233,23,1,12,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"CH",18,"1","0",6,"0","1",0,0,0,0,0,4.71,1,0.2,0,-1,6,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",12,"1","1",3,"1","0",1,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"FF",7,"1","1",2,"1","0",0,0,0,0,-3,3.54,27,0.288,6,-1,10,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",23,"1","1",4,"0","0",2,1,1,0,4,15.75,1,0.176,0,-1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",15,"1","1",4,"0","2",1,1,0,0,1,1.58,12,0.231,1,1,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FT",21,"1","1",6,"1","2",1,0,0,0,0,2.76,10,0.338,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FT",3,"1","1",1,"1","2",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CH",24,"1","0",6,"1","0",0,1,0,1,-2,2.18,28,0.216,10,1,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",2,"1","0",1,"1","1",0,0,0,0,0,1.37,56,0.272,13,1,9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"FF",4,"1","1",2,"2","2",0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"CH",12,"1","0",3,"2","1",0,0,1,0,1,6.16,12,0.31,4,-1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FF",8,"1","0",2,"0","0",2,0,0,0,-1,1.92,13,0.205,1,-1,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",11,"1","0",3,"0","0",1,0,1,0,1,2.74,10,0.349,0,1,16,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",5,"1","1",2,"1","2",0,0,0,0,1,2.89,28,0.281,7,1,9,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CH",17,"1","1",4,"1","2",2,1,0,0,-2,2.57,23,0.287,2,-1,9,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"SL",1,"1","0",1,"1","2",0,0,0,0,0,1.67,12,0.217,0,-1,13,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"FT",5,"1","0",1,"2","1",2,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",3,"1","0",1,"0","0",2,0,0,0,0,1.68,63,0.272,14,1,18,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",23,"1","1",5,"0","1",1,1,1,0,3,3.54,47,0.264,18,-1,10,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"FF",12,"1","0",4,"0","1",0,0,0,0,-1,2.79,41,0.282,12,-1,13,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",26,"1","1",6,"1","1",1,0,1,0,4,1.41,18,0.217,2,-1,10,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CH",10,"1","0",2,"1","0",2,1,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"CH",21,"1","1",6,"0","0",1,0,0,0,0,2.76,10,0.338,3,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",12,"1","1",3,"0","1",2,1,0,0,1,2.38,26,0.316,7,-1,6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",13,"1","0",4,"1","2",0,0,0,0,0,2.76,8,0.241,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FT",12,"1","1",3,"3","2",2,0,0,0,-1,0,3,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",30,"1","1",8,"0","0",2,0,0,0,6,5.08,2,0.179,0,-1,4,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",3,"1","1",1,"1","0",0,1,0,0,1,5.25,9,0.228,3,-1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"CH",25,"1","1",7,"0","1",1,1,0,0,5,1.5,0,0.2,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"SL",20,"1","1",6,"0","1",0,0,1,0,-6,4.59,21,0.263,7,-1,5,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"FF",1,"1","0",1,"0","0",0,0,0,0,0,3.62,31,0.233,18,-1,10,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",18,"1","1",5,"0","0",2,1,0,0,1,1.56,19,0.308,2,1,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",4,"1","1",2,"0","0",0,0,0,0,0,3.6,1,0.188,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",15,"1","1",4,"1","2",1,0,0,0,1,5.25,9,0.338,0,-1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",18,"1","1",6,"1","2",0,0,0,0,15,2.73,0,0,0,-1,14,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"CH",4,"1","0",1,"0","1",1,1,1,0,0,1.81,25,0.245,9,-1,5,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"CH",28,"1","0",8,"0","0",0,0,0,0,0,9.9,5,0.244,0,-1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",12,"1","1",3,"0","1",1,0,0,0,1,5.25,9,0.228,3,-1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",28,"1","0",7,"0","0",1,1,0,0,1,2.75,49,0.222,16,1,12,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",9,"1","1",3,"1","2",0,0,0,0,0,2.74,0,0.05,0,1,12,6,7,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"SL",18,"1","1",5,"2","2",0,0,0,0,2,1.65,0,0.111,0,1,11,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FF",2,"1","0",1,"0","0",1,0,0,0,0,1.52,4,0.221,2,1,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",5,"1","0",2,"2","1",0,0,0,0,0,4.17,61,0.233,23,1,12,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",15,"1","0",5,"0","1",1,0,0,0,-2,5.26,9,0.202,2,-1,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",16,"1","1",5,"0","0",2,0,0,0,0,4.71,5,0.186,0,-1,6,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",13,"1","0",4,"0","1",0,0,0,0,1,4.54,79,0.285,17,-1,12,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",19,"1","0",5,"2","1",1,1,0,0,3,2.65,44,0.301,12,1,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"SL",13,"1","0",3,"2","2",1,1,0,1,-1,4.29,76,0.278,12,-1,11,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",33,"1","1",8,"0","0",2,1,0,1,0,2.78,28,0.302,6,-1,10,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",10,"1","0",3,"0","0",0,0,0,0,0,6.16,3,0.226,0,-1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",8,"1","1",2,"1","2",2,1,0,0,0,1.59,2,0.175,0,1,12,2,7,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",30,"1","1",8,"1","2",2,0,0,0,6,5.08,2,0.179,0,-1,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FT",17,"1","0",4,"2","1",1,0,1,0,-2,2.64,14,0.194,0,-1,15,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"CH",22,"1","0",5,"1","2",2,0,0,1,-3,2.57,40,0.291,9,-1,9,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"CH",15,"1","0",4,"0","0",1,0,0,0,0,1.59,38,0.269,2,-1,15,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",17,"1","1",3,"0","0",2,1,0,0,-2,2.35,12,0.193,6,1,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",6,"1","0",1,"0","1",2,1,0,0,-2,2.04,6,0.27,3,-1,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CH",23,"1","1",6,"0","1",0,0,0,0,-2,2.72,12,0.241,2,1,13,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",15,"1","1",4,"2","2",1,0,1,0,2,1.97,16,0.246,3,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",14,"1","0",4,"0","0",0,0,1,0,2,1.97,17,0.253,5,1,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",25,"1","1",7,"0","0",2,1,0,0,-5,4.29,7,0.185,3,-1,7,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CH",19,"1","0",5,"1","2",2,1,0,0,0,2.76,7,0.25,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"SL",15,"1","0",5,"1","2",0,0,0,0,-1,2.79,27,0.22,6,-1,13,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"FF",12,"1","1",4,"1","1",1,0,0,0,0,1.52,22,0.259,1,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SL",23,"1","1",6,"0","1",2,1,1,0,1,2.42,12,0.25,2,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",20,"1","1",5,"0","0",0,0,0,0,3,3.54,25,0.318,4,-1,10,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",7,"1","1",2,"1","1",1,0,0,0,0,3.62,11,0.239,3,-1,10,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"SL",1,"1","1",1,"0","1",0,0,0,0,0,1.65,34,0.309,7,1,11,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",7,"1","1",2,"0","2",1,1,0,0,0,2.03,1,0.318,0,-1,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"FF",12,"1","1",3,"1","0",2,0,1,1,4,3.27,8,0.34,2,-1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"FF",21,"1","1",5,"0","0",2,0,0,1,-2,2.66,48,0.274,11,-1,11,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",21,"1","1",6,"0","0",1,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",18,"1","1",4,"1","2",0,0,0,0,3,15.75,0,0,0,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"FT",7,"1","0",2,"0","0",2,0,0,0,0,3.6,1,0.267,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",13,"1","0",3,"2","0",1,1,0,0,-1,2.72,71,0.253,13,1,13,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",1,"1","0",1,"0","0",0,0,0,0,0,2.65,44,0.301,12,1,8,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",8,"1","0",3,"0","0",0,0,0,0,9,2.73,62,0.238,9,-1,14,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CH",11,"1","0",4,"2","1",0,0,0,0,2,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"SL",3,"1","1",1,"1","2",1,0,1,0,0,1.92,38,0.29,12,-1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",25,"1","0",5,"0","1",2,1,0,1,-3,2.64,5,0.28,1,-1,15,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",25,"1","1",7,"1","1",1,0,0,0,1,2.42,4,0.246,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FF",5,"1","1",2,"0","1",0,0,0,0,2,2.74,43,0.288,15,1,16,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",19,"1","0",5,"0","0",1,0,0,0,4,2.74,72,0.287,19,1,16,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CH",16,"1","0",5,"0","2",0,0,0,0,-9,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"FF",11,"1","0",2,"0","0",2,1,1,0,3,1.35,6,0.296,0,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",28,"1","0",7,"2","2",1,0,1,0,1,2.75,49,0.222,16,1,12,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",19,"1","0",5,"0","0",0,0,0,0,1,5.15,16,0.246,1,-1,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",18,"1","1",4,"1","2",2,0,0,0,-1,3.84,0,0,0,-1,8,3,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",9,"1","1",3,"0","1",1,0,0,0,1,1.97,1,0.19,0,1,5,1,4,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",17,"1","1",5,"1","2",2,0,0,0,1,1.7,3,0.185,0,-1,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",6,"1","0",1,"1","0",2,1,0,1,1,3.84,27,0.227,9,-1,8,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",3,"1","0",1,"1","2",2,0,0,0,0,1.61,61,0.283,17,1,14,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FF",13,"1","0",4,"0","2",0,0,0,0,1,0.69,2,0.222,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"FF",24,"1","0",6,"0","0",2,0,1,0,-4,4.59,9,0.226,3,-1,5,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CH",18,"1","0",5,"1","2",2,0,0,0,3,2.38,1,0.278,0,-1,6,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",25,"1","1",6,"0","0",2,1,0,0,5,1.65,49,0.239,9,1,11,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",11,"1","1",3,"2","2",2,1,1,0,1,1.67,75,0.265,29,-1,13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",8,"1","0",3,"0","0",0,0,0,0,5,5.08,5,0.247,1,-1,4,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",15,"1","0",4,"2","0",0,1,1,0,2,1.48,9,0.364,4,-1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",2,"1","1",1,"1","0",1,0,0,0,0,2.72,22,0.271,6,1,13,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",18,"1","0",6,"1","2",0,0,0,0,4,5.5,8,0.222,1,-1,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FF",27,"1","1",7,"1","2",1,1,0,0,1,1.97,10,0.278,2,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",22,"1","0",6,"0","1",1,0,0,1,3,5.5,4,0.196,0,-1,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",17,"1","1",4,"2","1",1,1,1,0,1,2.84,26,0.234,4,1,12,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FF",2,"1","1",1,"0","1",0,0,0,1,0,1.58,47,0.248,9,-1,13,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"CH",14,"1","1",3,"2","1",1,0,0,0,-3,2.73,44,0.253,14,-1,11,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",6,"1","1",2,"0","0",1,1,0,0,2,2.74,27,0.256,8,1,16,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",15,"1","0",5,"0","0",0,1,0,0,2,0,0,0.333,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",18,"1","1",5,"2","2",1,0,0,0,0,1.48,1,0.25,0,1,5,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"SL",4,"1","1",1,"0","1",2,1,0,0,0,3.6,4,0.381,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"CH",16,"1","0",5,"0","0",0,1,0,0,4,3.6,1,0.267,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",26,"1","0",7,"0","1",2,0,0,0,1,1.68,9,0.214,1,1,18,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",20,"1","0",6,"0","0",0,0,0,0,7,2.9,17,0.237,1,-1,11,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CH",8,"1","0",2,"2","1",2,1,1,0,0,2.38,0,0.125,0,-1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",2,"1","0",1,"0","2",0,1,0,0,0,2.73,24,0.247,6,-1,11,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"SL",2,"1","1",1,"1","1",0,1,0,0,0,5.25,9,0.25,3,-1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",4,"1","0",1,"3","0",1,1,0,0,-1,1.58,17,0.258,5,-1,13,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",18,"1","0",3,"1","2",2,1,0,1,5,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",8,"1","0",3,"1","2",0,0,0,0,1,2.9,28,0.198,3,-1,11,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",15,"1","1",4,"2","2",0,0,0,0,-1,4.29,41,0.273,8,-1,11,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"FF",16,"1","0",4,"0","1",2,0,0,0,-1,2.62,5,0.167,0,-1,8,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",25,"1","1",7,"0","1",1,1,1,0,4,2.01,12,0.233,1,1,7,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"FF",4,"1","0",1,"0","1",1,0,1,1,-1,3.62,24,0.29,6,-1,10,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",3,"1","1",1,"1","1",1,0,0,0,0,4.29,13,0.189,4,-1,7,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",24,"1","0",6,"0","1",0,1,1,1,0,4.54,71,0.271,15,-1,12,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",18,"1","1",4,"0","2",2,0,0,0,-1,3.84,0,0,0,-1,8,3,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",13,"1","0",4,"2","1",0,0,0,0,2,1.48,13,0.215,4,-1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CH",17,"1","0",5,"0","1",0,1,0,0,3,1.5,0,0.25,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"CH",20,"1","0",5,"0","0",1,0,1,0,1,2.45,6,0.266,1,-1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",1,"1","0",1,"0","0",0,0,0,0,0,2.42,4,0.3,0,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",16,"1","1",5,"1","1",0,0,0,0,3,1.5,0,0.2,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",7,"1","1",2,"0","0",1,0,0,0,1,1.39,38,0.262,15,-1,8,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",23,"1","0",5,"2","2",2,0,0,0,4,1.35,4,0.213,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FT",21,"1","0",7,"2","1",0,0,0,0,3,3.75,12,0.261,2,-1,9,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"SL",17,"1","1",5,"1","1",0,1,0,1,-2,2.5,4,0.242,1,-1,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",3,"1","0",1,"0","0",2,0,0,0,0,1.39,64,0.337,27,-1,8,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",17,"1","1",5,"2","1",1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FT",24,"1","1",6,"1","1",2,0,0,0,-2,2.66,31,0.269,6,-1,11,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"SL",8,"1","0",3,"1","2",0,0,0,0,4,3.27,2,0.364,0,-1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",17,"1","1",6,"0","0",0,0,0,0,1,1.39,32,0.238,6,-1,8,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",28,"1","0",7,"0","1",1,0,0,0,1,2.5,39,0.306,11,-1,8,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
