pitch_type,bat_order,pitch_rl,bat_rl,inning,balls,strikes,out,on_1b,on_2b,on_3b,score_diff,era,rbi,avg,hr,pitcher_at_home,pitcher_wins,pitcher_losses,batter_wins,batter_losses,prev_pitch_type0,prev_pitch_typeChangeUp,prev_pitch_typeFastball,prev_pitch_typeKnuckleBall,prev_pitch_typeSlider.Cutter,prevprev_pitch_type0,prevprev_pitch_typeChangeUp,prevprev_pitch_typeFastball,prevprev_pitch_typeKnuckleBall,prevprev_pitch_typeSlider.Cutter
Fastball,9,1,1,3,2,1,1,1,1,1,-4,1.35,3,0.313,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
KnuckleBall,4,1,1,4,2,2,2,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Fastball,7,1,0,2,0,0,0,0,0,1,0,3.26,15,0.255,0,-1,13,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,6,1,0,5,3,2,2,1,0,0,-3,4.18,22,0.272,3,1,7,4,0,0,0,0,1,0,0,0,0,0,0,1
Fastball,9,1,1,3,0,0,1,1,0,1,-1,3.55,38,0.222,11,1,10,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,4,1,0,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,4,1,1,3,0,0,0,0,0,0,-1,1.35,5,0.3,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,4,1,1,4,3,2,0,0,0,0,4,3.4,94,0.264,21,-1,11,5,0,0,0,0,1,0,0,0,0,0,1,0
Fastball,4,1,1,2,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ChangeUp,4,1,0,6,1,0,1,0,0,0,0,4.11,66,0.268,21,-1,7,5,0,0,0,0,0,1,0,1,0,0,0,0
Fastball,8,1,0,5,3,2,2,1,1,0,3,0.84,7,0.227,0,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
Fastball,8,1,1,5,0,0,1,0,0,0,2,4.21,15,0.289,2,-1,7,4,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,3,1,1,1,0,0,1,0,0,0,0,3.68,89,0.302,31,-1,9,5,0,0,1,0,0,0,0,1,0,0,0,0
Slider/Cutter,2,1,0,1,2,0,0,1,0,0,0,3.34,25,0.265,9,-1,4,2,0,0,0,0,0,0,1,0,0,0,0,1
Fastball,5,1,0,2,1,2,0,0,0,0,1,3.97,67,0.275,16,1,7,5,0,0,0,0,0,0,1,0,0,0,1,0
ChangeUp,6,1,0,1,3,2,1,1,1,1,-1,3.38,12,0.231,6,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0
Slider/Cutter,1,1,1,5,0,0,1,1,0,0,1,3.41,22,0.288,8,-1,12,2,0,0,1,0,0,0,0,1,0,0,0,0
ChangeUp,6,1,1,2,1,1,0,0,0,0,1,3.92,45,0.292,4,1,7,5,0,0,0,0,0,0,1,0,0,1,0,0
Slider/Cutter,4,1,0,2,2,1,0,0,0,0,0,4.42,9,0.238,5,-1,1,1,0,0,0,0,1,0,0,0,0,0,1,0
Fastball,4,1,0,4,0,2,1,0,0,0,2,3.97,16,0.261,1,-1,3,2,0,0,0,0,1,0,0,0,0,0,1,0
Fastball,4,1,1,5,1,1,2,0,0,1,-3,4.91,54,0.257,20,1,5,3,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,5,1,0,1,0,2,2,1,1,0,1,3.26,69,0.277,12,-1,13,5,0,0,0,1,0,0,0,0,1,0,0,0
ChangeUp,4,1,0,9,0,0,1,1,0,0,4,3.97,16,0.261,1,-1,3,2,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,1,1,0,3,2,2,1,0,0,0,0,3.68,31,0.247,5,-1,9,5,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,2,1,1,1,0,0,0,1,0,0,0,3.29,43,0.239,12,1,12,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,8,1,1,7,1,2,0,0,0,0,-2,4.91,6,0.277,2,1,5,3,0,0,0,0,0,0,1,0,0,0,0,1
Fastball,3,1,1,1,0,0,1,0,1,0,1,1.71,13,0.262,6,-1,2,1,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,8,1,1,4,2,0,1,0,0,0,4,3.36,0,0,0,1,11,5,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,1,1,1,1,3,2,0,0,0,0,0,3.36,0,1,0,1,11,5,0,0,0,0,0,1,0,0,0,0,1,0
Slider/Cutter,9,1,1,6,0,0,0,0,0,0,9,3.78,15,0.219,3,1,8,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,9,1,0,2,0,1,2,0,1,0,0,3.41,11,0.238,0,1,11,5,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,6,1,1,2,0,1,1,1,0,0,6,3.36,0,0,0,1,11,5,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,3,1,1,3,0,1,2,0,0,0,-1,4.91,46,0.311,15,1,5,3,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,1,1,0,3,3,1,0,0,0,0,-1,4.18,29,0.251,7,1,7,4,0,0,0,1,0,0,0,0,0,1,0,0
Fastball,3,1,0,5,1,0,2,1,1,1,3,3.4,98,0.263,32,-1,11,5,0,0,0,1,0,0,0,1,0,0,0,0
Fastball,2,1,0,6,3,2,1,1,0,0,9,3.78,31,0.247,9,1,8,5,0,0,0,0,0,1,0,0,0,0,1,0
Fastball,1,1,0,5,1,0,0,0,0,0,0,4.03,26,0.288,11,-1,7,5,0,0,0,0,0,0,1,1,0,0,0,0
ChangeUp,1,1,0,3,1,0,0,0,0,0,0,5.2,13,0.339,1,1,5,2,0,0,0,0,1,0,0,1,0,0,0,0
KnuckleBall,4,1,0,3,0,0,1,1,1,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,3,1,1,3,3,0,0,1,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Fastball,5,1,0,2,1,0,0,1,0,0,6,3.36,0,0.212,0,1,11,5,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,2,1,1,3,0,0,0,1,0,0,0,3.41,61,0.24,20,1,11,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,6,1,0,4,2,0,2,0,0,0,-1,4.11,17,0.358,4,-1,7,5,0,0,0,0,1,0,0,0,0,1,0,0
KnuckleBall,4,1,0,1,3,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,3,1,0,1,2,2,1,0,0,0,0,4.82,31,0.279,4,-1,5,4,0,0,0,0,0,1,0,0,0,0,1,0
KnuckleBall,4,1,0,7,0,0,0,0,0,0,1,3.97,23,0.222,1,1,7,5,0,0,1,0,0,0,0,1,0,0,0,0
Slider/Cutter,6,1,1,6,0,2,1,0,0,0,4,3.36,0,0,0,1,11,5,0,0,0,0,1,0,0,0,0,0,1,0
Fastball,4,1,0,5,0,2,1,0,1,0,-2,3.38,15,0.194,6,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,1,1,0,4,0,2,0,1,1,1,-1,5.2,13,0.339,1,1,5,2,0,0,0,1,0,0,0,0,1,0,0,0
Slider/Cutter,5,1,1,6,2,0,1,0,0,0,1,3.41,28,0.246,10,-1,12,2,0,0,0,0,0,1,0,0,0,0,1,0
Fastball,7,1,0,3,1,1,0,0,0,0,0,3.73,18,0.171,4,1,9,5,0,0,0,0,1,0,0,0,1,0,0,0
Slider/Cutter,5,1,1,4,0,0,1,0,0,0,4,3.4,54,0.257,17,-1,11,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,5,1,0,6,0,0,0,0,0,0,1,4.03,50,0.279,6,-1,7,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,2,1,1,1,0,0,1,0,0,0,0,3.73,31,0.271,3,1,9,5,0,0,1,0,0,0,0,1,0,0,0,0
ChangeUp,4,1,0,6,0,0,1,0,0,0,1,4.82,35,0.25,12,-1,5,4,0,0,1,0,0,0,0,1,0,0,0,0
Slider/Cutter,6,1,1,2,3,2,1,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Fastball,6,1,1,5,0,0,2,0,1,0,0,3.41,66,0.249,11,1,11,5,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,4,1,1,6,1,2,1,0,0,0,-1,3.36,57,0.278,11,1,12,5,0,0,0,0,0,1,0,0,0,0,1,0
Fastball,7,1,1,3,0,0,2,1,0,0,-4,4.18,9,0.302,0,1,7,4,0,0,1,0,0,0,0,1,0,0,0,0
ChangeUp,6,1,0,7,0,0,1,0,0,0,-2,1.35,6,0.257,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,1,1,0,2,2,2,1,1,0,0,-1,4.03,26,0.288,11,-1,7,5,0,0,0,0,1,0,0,0,0,0,1,0
ChangeUp,1,1,0,1,0,0,0,0,0,0,0,1.35,5,0.333,4,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
ChangeUp,4,1,0,5,0,0,1,0,0,0,1,3.92,29,0.287,5,1,7,5,0,0,1,0,0,0,0,1,0,0,0,0
Slider/Cutter,3,1,1,3,0,0,0,0,0,0,0,3.92,66,0.273,20,1,7,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,4,1,1,2,2,0,0,0,0,0,6,3.36,65,0.277,20,1,11,5,0,0,0,0,1,0,0,0,0,1,0,0
ChangeUp,5,1,1,9,1,1,2,1,0,0,4,3.97,14,0.232,1,-1,3,2,0,0,0,0,1,0,0,0,0,1,0,0
Slider/Cutter,1,1,1,6,3,2,0,0,0,0,3,4.42,8,0.306,3,-1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
Fastball,2,1,1,1,3,2,0,1,0,0,0,3.41,61,0.24,20,1,11,5,0,0,0,0,1,0,0,0,0,1,0,0
ChangeUp,5,1,0,1,0,0,2,0,0,0,-2,3.68,18,0.33,1,-1,3,1,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,7,1,0,5,0,1,1,0,0,0,8,3.78,33,0.26,4,1,8,5,0,0,0,1,0,0,0,1,0,0,0,0
Fastball,2,1,1,4,1,1,2,0,1,0,-1,4.53,20,0.308,7,-1,4,2,0,0,0,0,0,1,0,0,0,1,0,0
Fastball,3,1,1,7,0,0,0,0,0,0,4,3.68,89,0.302,31,-1,9,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,1,1,0,1,0,0,0,0,0,0,0,3.97,8,0.26,0,-1,3,2,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,5,1,0,4,0,0,0,0,0,0,4,0.84,2,0.267,0,-1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,7,1,1,2,2,2,2,1,0,0,0,3.68,40,0.24,9,-1,9,5,0,0,0,0,1,0,0,0,0,1,0,0
Slider/Cutter,2,1,0,1,0,0,0,1,0,0,0,3.34,25,0.265,9,-1,4,2,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,6,1,0,7,1,0,1,0,0,0,-1,3.73,39,0.233,9,1,9,5,0,0,0,0,0,1,0,1,0,0,0,0
Fastball,4,1,0,6,1,0,1,0,0,0,2,3.76,76,0.293,24,-1,15,5,0,0,0,0,0,0,1,1,0,0,0,0
Fastball,7,1,1,8,1,0,0,0,0,0,4,3.68,40,0.24,9,-1,9,5,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,1,1,0,3,3,2,1,0,0,0,0,3.68,31,0.247,5,-1,9,5,0,0,0,0,1,0,0,0,0,1,0,0
Slider/Cutter,7,1,1,2,0,0,2,1,0,0,2,3.4,18,0.184,2,-1,11,5,0,0,1,0,0,0,0,1,0,0,0,0
Slider/Cutter,7,1,1,2,0,0,2,1,0,0,0,4.96,16,0.207,2,-1,7,7,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,8,1,1,4,1,1,0,0,0,0,-3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Fastball,5,1,1,3,2,2,0,1,0,0,-1,1.35,3,0.222,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,7,1,0,1,0,0,2,1,0,0,-3,3.8,7,0.213,3,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0
Slider/Cutter,6,1,1,5,2,0,1,1,0,0,4,0.84,2,0.268,1,-1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,4,1,0,3,1,0,1,1,0,0,0,3.41,24,0.31,4,1,11,5,0,0,0,0,0,1,0,1,0,0,0,0
Fastball,2,1,1,1,3,0,0,0,0,0,0,3.92,76,0.302,24,1,7,5,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,8,1,1,1,0,0,2,1,1,1,-2,3.38,2,0.154,0,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,1,1,0,3,1,2,0,0,0,0,-1,3.36,67,0.275,15,1,12,5,0,0,0,0,1,0,0,0,0,1,0,0
Slider/Cutter,6,1,1,4,1,1,1,0,0,0,3,3.4,35,0.232,9,-1,11,5,0,0,0,0,0,0,1,0,0,0,0,1
Fastball,5,1,1,2,0,1,0,0,0,0,0,4.11,65,0.238,20,-1,7,5,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,5,1,0,1,1,1,0,0,0,0,-3,3.8,9,0.169,2,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,8,1,0,6,0,0,0,0,0,0,6,5.05,28,0.226,10,1,10,11,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,1,1,1,3,0,2,1,1,0,0,4,3.4,11,0.288,4,-1,11,5,0,0,0,0,1,0,0,0,0,0,0,1
KnuckleBall,6,1,1,2,1,2,1,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Fastball,3,1,1,4,2,2,0,0,0,0,5,3.78,58,0.264,12,1,8,5,0,0,0,0,1,0,0,0,0,1,0,0
Slider/Cutter,9,1,1,4,0,0,1,0,0,0,-4,4.18,28,0.18,8,1,7,4,0,0,1,0,0,0,0,1,0,0,0,0
Slider/Cutter,5,1,1,3,2,2,0,1,0,0,-1,1.35,3,0.222,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,2,1,0,3,0,0,1,0,0,0,1,3.97,37,0.258,6,1,7,5,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,9,1,0,5,2,2,1,1,0,0,-1,3.36,1,0.571,0,1,12,5,0,0,0,0,0,0,1,0,0,0,1,0
ChangeUp,7,1,0,2,0,0,1,1,1,0,0,4.11,20,0.246,5,1,7,4,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,4,1,0,1,1,2,0,1,1,0,0,3.38,15,0.194,6,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0
Slider/Cutter,4,1,1,5,0,0,1,0,0,0,-3,4.18,42,0.332,9,1,7,4,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,4,1,1,5,1,2,1,0,0,0,-1,4.53,26,0.32,10,-1,4,2,0,0,0,0,0,0,1,0,0,1,0,0
Fastball,7,1,1,1,2,0,1,1,1,1,-2,3.38,3,0.241,1,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,7,1,0,4,1,0,1,0,0,0,4,3.36,0,0.148,0,1,11,5,0,0,0,0,0,1,0,1,0,0,0,0
Fastball,5,1,1,4,1,0,1,0,0,0,4,3.4,54,0.257,17,-1,11,5,0,0,0,0,0,0,1,1,0,0,0,0
KnuckleBall,1,1,0,5,2,2,1,0,0,0,0,4.11,31,0.291,7,-1,7,5,0,0,0,0,0,1,0,0,0,0,1,0
Fastball,3,1,0,3,1,2,1,1,1,0,0,4.11,41,0.283,6,1,7,4,0,0,0,0,1,0,0,0,0,0,1,0
Slider/Cutter,2,1,1,5,0,1,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Fastball,1,1,0,1,0,2,0,0,0,0,0,3.97,8,0.26,0,-1,3,2,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,9,1,1,3,2,2,0,0,0,1,-2,3.73,6,0.289,1,1,9,5,0,0,0,0,0,0,1,0,0,1,0,0
Fastball,8,1,1,4,0,0,0,0,0,0,-2,3.38,2,0.154,0,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0
ChangeUp,4,1,1,4,1,0,0,0,0,0,-1,3.36,57,0.278,11,1,12,5,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,1,1,0,3,3,2,1,0,0,0,0,3.97,8,0.26,0,-1,3,2,0,0,0,0,1,0,0,0,0,1,0,0
KnuckleBall,5,1,1,6,0,0,2,0,0,0,0,4.21,25,0.273,3,-1,7,4,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,2,1,0,6,3,2,0,1,0,0,8,3.55,48,0.275,8,1,10,5,0,0,0,0,1,0,0,0,0,1,0,0
ChangeUp,3,1,1,2,1,0,0,0,1,0,1,3.34,20,0.308,4,-1,4,2,0,0,0,0,0,1,0,1,0,0,0,0
ChangeUp,4,1,1,4,1,1,0,0,0,0,4,3.4,94,0.264,21,-1,11,5,0,0,0,0,1,0,0,0,1,0,0,0
KnuckleBall,6,1,0,4,1,0,1,0,0,1,1,4.82,23,0.223,7,-1,5,4,0,0,0,0,0,1,0,1,0,0,0,0
KnuckleBall,4,1,0,3,2,1,2,1,1,0,-1,4.11,47,0.237,17,1,7,4,0,0,0,0,0,0,1,0,0,0,1,0
ChangeUp,2,1,0,3,2,2,0,0,0,0,4,0.84,3,0.13,2,-1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
KnuckleBall,8,1,1,3,1,2,0,0,1,0,0,3.73,44,0.264,6,1,9,5,0,0,0,0,0,1,0,0,0,1,0,0
ChangeUp,3,1,1,4,1,1,0,0,0,0,2,3.97,12,0.277,4,-1,3,2,0,0,0,0,0,0,1,0,0,1,0,0
Slider/Cutter,9,1,1,5,1,0,1,0,0,0,1,3.68,17,0.254,3,-1,3,1,0,0,0,0,0,1,0,1,0,0,0,0
KnuckleBall,5,1,0,5,0,1,0,0,0,0,3,1.71,1,0.4,0,-1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,3,1,0,3,0,1,2,0,0,0,1,3.97,62,0.33,8,1,7,5,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,9,1,0,3,2,0,1,0,0,0,0,4.11,1,0.333,0,-1,7,5,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,2,1,1,5,0,1,2,1,0,0,-1,4.11,24,0.269,2,1,7,4,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,3,1,1,6,1,2,1,0,0,0,0,1.8,3,0.375,1,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,8,1,0,2,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,6,1,0,2,1,1,2,0,0,0,0,3.73,39,0.233,9,1,9,5,0,0,0,0,1,0,0,0,0,1,0,0
KnuckleBall,1,1,0,3,1,2,1,0,0,0,0,4.11,31,0.291,7,-1,7,5,0,0,0,0,0,1,0,0,0,1,0,0
ChangeUp,8,1,1,7,2,2,0,0,0,0,4,3.29,19,0.188,2,1,12,5,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,4,1,1,5,0,1,2,0,0,1,-3,4.91,54,0.257,20,1,5,3,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,6,1,0,5,1,0,1,0,0,0,3,1.71,12,0.266,0,-1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,6,1,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,4,1,0,4,1,0,1,0,0,0,2,4.21,45,0.294,12,-1,7,4,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,3,1,1,6,2,0,1,0,0,0,-2,1.35,6,0.267,4,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Fastball,7,1,1,5,0,1,1,0,0,0,0,3.68,40,0.24,9,-1,9,5,0,0,0,0,1,0,0,1,0,0,0,0
KnuckleBall,9,1,0,5,2,2,1,0,0,0,0,4.11,1,0.333,0,-1,7,5,0,0,0,0,0,1,0,0,0,0,1,0
Fastball,1,1,0,6,1,2,1,0,0,0,3,3.68,31,0.247,5,-1,9,5,0,0,0,0,0,1,0,0,0,0,1,0
Fastball,3,1,1,1,2,0,0,0,1,0,-1,4.53,21,0.331,2,-1,4,2,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,1,1,0,1,1,0,0,0,0,0,0,3.38,9,0.224,3,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,3,1,1,6,1,0,1,0,0,0,-2,1.35,6,0.267,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
ChangeUp,1,1,0,1,0,0,0,0,0,0,0,3.41,34,0.313,6,1,11,5,0,0,1,0,0,0,0,1,0,0,0,0
ChangeUp,5,1,0,1,0,0,2,1,1,0,1,3.26,69,0.277,12,-1,13,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,6,1,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Slider/Cutter,6,1,0,2,1,2,0,1,1,0,1,4.97,14,0.178,4,-1,4,2,0,0,0,0,0,0,1,0,0,0,1,0
ChangeUp,5,1,1,4,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Slider/Cutter,5,1,0,6,3,2,2,0,0,0,1,3.68,18,0.33,1,-1,3,1,0,0,0,0,0,0,1,0,1,0,0,0
Slider/Cutter,2,1,1,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
KnuckleBall,9,1,0,4,1,0,1,0,1,1,-1,3.92,21,0.235,3,1,7,5,0,0,0,0,0,1,0,1,0,0,0,0
KnuckleBall,1,1,1,4,0,2,1,1,1,0,-1,4.53,12,0.264,2,-1,4,2,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,9,1,0,8,2,2,0,1,0,0,4,3.97,4,0.286,0,-1,3,2,0,0,0,0,0,0,1,0,0,1,0,0
Slider/Cutter,2,1,1,3,1,0,0,0,0,0,0,4.97,29,0.261,10,-1,4,2,0,0,0,1,0,0,0,1,0,0,0,0
Slider/Cutter,1,1,1,1,0,0,0,0,0,0,1,4.97,17,0.324,2,-1,4,2,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,9,1,1,7,0,1,0,1,0,0,-1,4.11,4,0.275,0,1,7,4,0,0,0,0,0,0,1,1,0,0,0,0
KnuckleBall,3,1,0,6,1,1,1,0,0,0,-1,3.36,56,0.268,16,1,12,5,0,0,0,0,1,0,0,0,1,0,0,0
Fastball,4,1,1,3,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Slider/Cutter,2,1,1,3,3,2,2,1,0,0,0,4.21,50,0.282,12,-1,7,4,0,0,0,1,0,0,0,0,0,1,0,0
KnuckleBall,1,1,0,4,0,2,2,1,0,1,0,3.41,34,0.313,6,1,11,5,0,0,0,0,0,1,0,0,0,0,1,0
ChangeUp,8,1,1,5,1,1,0,0,0,0,-2,1.35,3,0.108,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Fastball,4,1,0,7,0,0,0,1,0,0,4,3.68,49,0.227,19,-1,9,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,3,1,0,3,0,2,1,1,1,0,0,4.11,41,0.283,6,1,7,4,0,0,0,0,0,1,0,0,0,1,0,0
Fastball,1,1,1,1,1,0,0,0,0,0,2,3.4,11,0.288,4,-1,11,5,0,0,0,0,0,0,1,1,0,0,0,0
Fastball,7,1,0,4,1,0,2,1,0,0,-2,1.35,1,0.176,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
ChangeUp,4,1,0,3,2,0,1,1,0,0,0,5.2,38,0.254,14,1,5,2,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,5,1,1,2,0,0,1,0,0,0,0,3.55,26,0.222,6,1,10,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,6,1,1,4,0,1,0,0,0,0,0,3.41,66,0.249,11,1,11,5,0,0,0,0,0,0,1,1,0,0,0,0
KnuckleBall,2,1,1,1,1,1,0,0,0,0,0,4.03,76,0.309,24,-1,7,5,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,1,1,0,1,1,2,0,0,0,0,0,3.78,42,0.284,6,1,8,5,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,7,1,1,2,1,0,0,0,1,0,-1,4.91,9,0.241,3,1,5,3,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,3,1,1,4,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Slider/Cutter,6,1,1,7,0,0,2,0,0,0,1,3.97,16,0.238,1,1,7,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,2,1,1,3,2,2,0,0,0,0,0,4.03,76,0.309,24,-1,7,5,0,0,0,0,1,0,0,0,0,1,0,0
Slider/Cutter,3,1,0,6,0,1,1,0,0,0,-1,3.73,52,0.278,10,1,9,5,0,0,0,0,1,0,0,1,0,0,0,0
Slider/Cutter,2,1,0,4,1,1,0,0,0,0,2,3.68,36,0.25,12,1,16,5,0,0,0,1,0,0,0,0,0,1,0,0
Fastball,7,1,0,1,0,1,2,1,1,0,-2,3.29,30,0.202,1,1,12,5,0,0,0,0,1,0,0,1,0,0,0,0
KnuckleBall,4,1,0,2,1,2,0,0,0,0,0,3.78,49,0.313,12,1,8,5,0,0,0,0,1,0,0,0,0,0,1,0
Slider/Cutter,3,1,1,3,0,2,2,1,1,0,2,3.41,47,0.287,19,-1,12,2,0,0,0,0,0,0,1,0,0,1,0,0
Fastball,6,1,0,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Fastball,6,1,0,2,0,0,2,1,1,0,-5,1.71,12,0.266,0,-1,2,1,0,0,1,0,0,0,0,1,0,0,0,0
ChangeUp,5,1,1,4,0,0,2,1,0,0,5,3.78,47,0.254,15,1,8,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,5,1,1,1,1,1,0,1,1,0,-2,4.63,29,0.319,3,-1,5,2,0,0,0,0,0,0,1,0,0,0,1,0
Fastball,4,1,1,6,1,0,1,0,0,0,-1,3.36,57,0.278,11,1,12,5,0,0,0,0,0,0,1,1,0,0,0,0
Fastball,3,1,1,1,1,1,2,0,0,0,0,1.8,3,0.375,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Fastball,8,1,1,3,0,1,1,1,1,1,-1,1.35,1,0.25,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
ChangeUp,5,1,0,4,3,2,1,0,0,0,0,3.68,18,0.33,1,-1,3,1,0,0,0,1,0,0,0,0,0,0,1,0
KnuckleBall,6,1,1,1,0,1,1,1,1,0,-2,3.29,0,0.25,0,1,12,5,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,9,1,0,2,2,0,1,1,1,1,0,4.97,3,0.3,1,-1,4,2,0,0,0,0,0,0,1,0,0,0,1,0
