"pitch_type","bat_order","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeChangeUp","prev_pitch_typeCurveBall","prev_pitch_typeFastball","prev_pitch_typeSlider.Cutter","prevprev_pitch_type0","prevprev_pitch_typeChangeUp","prevprev_pitch_typeCurveBall","prevprev_pitch_typeFastball","prevprev_pitch_typeSlider.Cutter"
"Fastball",1,"0","0",3,"2","2",0,0,0,0,1,4.26,14,0.286,5,1,1,2,0,0,0,0,0,0,1,0,0,0,0,1
"Slider.Cutter",4,"0","1",4,"1","1",0,0,1,0,-1,4.24,21,0.308,7,-1,2,2,0,0,0,0,0,1,0,0,0,0,0,1
"Slider.Cutter",4,"0","1",6,"0","0",0,1,1,0,-2,1.5,13,0.25,5,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0
"Slider.Cutter",2,"0","1",3,"1","0",2,0,0,0,-1,0.66,10,0.252,2,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",4,"0","1",4,"0","0",0,0,0,0,3,1.96,24,0.263,5,-1,3,1,0,0,1,0,0,0,0,1,0,0,0,0
"Slider.Cutter",5,"0","1",4,"0","2",1,0,0,0,1,3.32,13,0.331,4,-1,4,2,0,0,0,0,1,0,0,0,0,0,0,1
"Slider.Cutter",2,"0","1",1,"3","2",0,0,1,0,0,4.26,11,0.289,2,1,1,2,0,0,0,0,0,0,1,0,0,0,1,0
"Fastball",9,"0","1",3,"0","0",2,0,0,0,0,4.32,2,0.143,0,1,2,3,4,1,1,0,0,0,0,1,0,0,0,0
"Slider.Cutter",5,"0","1",2,"0","0",0,0,0,0,1,1.96,8,0.255,2,-1,3,1,0,0,1,0,0,0,0,1,0,0,0,0
"Slider.Cutter",5,"0","1",6,"0","0",0,0,0,0,-1,1.57,28,0.328,6,-1,11,1,0,0,1,0,0,0,0,1,0,0,0,0
"Slider.Cutter",1,"0","0",3,"0","1",1,0,0,0,-1,4.24,12,0.289,1,-1,2,2,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",8,"0","0",4,"0","1",2,0,1,1,0,1.64,4,0.167,0,-1,2,0,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",6,"0","1",1,"0","1",2,0,0,1,-2,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Slider.Cutter",8,"0","1",4,"3","2",1,0,0,0,0,1.71,16,0.277,5,1,13,2,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",8,"0","1",2,"1","0",2,1,0,0,2,3.86,5,0.286,0,-1,3,3,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",9,"0","1",4,"1","2",2,1,0,0,1,3.17,0,0.143,0,1,5,2,5,0,0,0,0,1,0,0,0,0,1,0
"Slider.Cutter",6,"0","1",5,"0","2",0,1,0,0,6,4.32,18,0.249,3,1,2,3,0,0,0,0,0,0,1,0,0,0,0,1
"Fastball",8,"0","0",6,"0","0",0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",7,"0","0",2,"0","0",1,1,1,0,1,1.96,9,0.289,4,-1,3,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",3,"0","0",3,"1","0",0,0,0,0,5,1.7,72,0.278,31,-1,19,3,0,0,0,0,0,0,1,1,0,0,0,0
"Slider.Cutter",2,"0","1",1,"2","1",1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Fastball",4,"0","1",8,"2","1",0,1,0,0,-2,4.24,21,0.308,7,-1,2,2,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",2,"0","1",3,"2","0",2,0,0,0,-1,0.66,10,0.252,2,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0
"Slider.Cutter",1,"0","0",7,"1","1",2,1,0,0,-2,4.24,12,0.289,1,-1,2,2,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",8,"0","0",3,"0","1",1,0,0,0,2,1.7,27,0.236,3,1,17,3,0,0,0,0,0,1,0,1,0,0,0,0
"Slider.Cutter",4,"0","1",6,"2","1",0,0,0,0,-2,4.24,21,0.308,7,-1,2,2,0,0,0,0,0,1,0,0,0,1,0,0
"Fastball",1,"0","0",6,"0","0",1,0,0,0,7,1.73,77,0.323,28,1,11,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",8,"0","0",7,"0","1",1,0,0,0,0,1.64,4,0.167,0,-1,2,0,0,0,0,0,0,0,1,1,0,0,0,0
"Fastball",1,"0","0",1,"0","0",0,0,0,0,0,1.82,20,0.263,3,-1,15,3,0,0,1,0,0,0,0,1,0,0,0,0
"CurveBall",6,"0","0",5,"1","2",1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"Fastball",9,"0","1",2,"0","0",1,1,0,1,-2,1.71,0,0.333,0,1,13,2,3,7,1,0,0,0,0,1,0,0,0,0
"Slider.Cutter",1,"0","0",5,"1","2",2,0,0,0,0,3.86,19,0.254,7,-1,3,3,0,0,0,0,0,1,0,0,0,1,0,0
"Fastball",6,"0","1",6,"0","0",2,1,0,0,6,2.24,11,0.209,2,1,8,2,0,0,1,0,0,0,0,1,0,0,0,0
"Slider.Cutter",6,"0","1",5,"1","0",1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",2,"0","1",1,"0","2",0,1,0,0,0,4.24,16,0.298,1,-1,2,2,0,0,0,0,0,1,0,0,0,0,1,0
"Slider.Cutter",2,"0","1",3,"2","1",1,0,0,0,0,1.73,52,0.245,13,1,16,3,0,0,0,0,0,0,1,0,0,0,0,1
"Fastball",9,"0","1",2,"1","0",1,1,0,1,-2,1.71,0,0.333,0,1,13,2,3,7,0,0,0,1,0,1,0,0,0,0
"Slider.Cutter",2,"0","1",3,"3","2",1,0,0,0,0,1.73,52,0.245,13,1,16,3,0,0,0,0,0,1,0,0,0,0,0,1
"Slider.Cutter",8,"0","0",8,"0","0",1,0,0,0,5,1.92,44,0.236,8,-1,11,2,0,0,1,0,0,0,0,1,0,0,0,0
"Slider.Cutter",5,"0","0",1,"2","2",2,1,0,1,0,4.26,9,0.192,3,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0
"CurveBall",3,"0","1",4,"2","2",1,0,0,0,4,1.73,129,0.292,40,1,11,3,0,0,0,0,0,0,1,0,0,1,0,0
"CurveBall",9,"0","1",3,"0","1",2,0,0,0,0,1.89,7,0.21,3,-1,11,3,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",7,"0","1",4,"1","1",0,0,1,0,2,1.82,6,0.237,1,-1,15,3,0,0,0,0,0,1,0,0,0,0,0,1
"Slider.Cutter",6,"0","1",2,"0","1",2,0,0,0,0,1.92,3,0.212,2,-1,11,2,0,0,0,0,0,1,0,1,0,0,0,0
"Slider.Cutter",4,"0","0",4,"0","1",1,1,0,0,1,1.58,46,0.358,12,1,10,1,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",1,"0","0",1,"2","1",0,0,0,0,3,2.04,46,0.295,12,-1,9,2,0,0,0,0,0,1,0,0,0,0,1,0
"CurveBall",8,"0","1",2,"0","1",2,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",7,"0","1",5,"0","0",1,1,0,0,8,2.04,12,0.264,3,-1,9,2,0,0,1,0,0,0,0,1,0,0,0,0
"Slider.Cutter",2,"0","1",6,"0","0",1,0,0,0,8,4.32,18,0.25,4,1,2,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",9,"0","1",3,"0","0",0,1,0,0,3,2.04,0,0,0,-1,9,2,0,0,1,0,0,0,0,1,0,0,0,0
"Slider.Cutter",8,"0","1",3,"1","1",1,0,0,0,0,1.78,3,0.292,0,1,14,2,0,0,0,0,0,0,1,0,0,0,1,0
"Fastball",4,"0","1",4,"1","1",2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Slider.Cutter",2,"0","1",1,"1","1",1,0,0,0,1,4.43,10,0.266,1,-1,2,1,0,0,0,0,0,0,1,0,0,0,0,1
"Fastball",0,"0","1",6,"0","1",0,0,0,0,8,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Slider.Cutter",5,"0","1",2,"1","0",1,0,0,0,0,1.81,4,0.333,2,1,11,3,0,0,0,0,0,1,0,1,0,0,0,0
"Slider.Cutter",7,"0","1",3,"1","0",0,0,0,0,1,2.52,7,0.236,1,-1,7,2,0,0,0,0,0,0,1,1,0,0,0,0
"Slider.Cutter",2,"0","0",1,"1","1",1,0,0,0,0,1.8,17,0.303,1,1,20,3,0,0,0,0,0,0,1,0,0,0,1,0
"Fastball",4,"0","1",2,"0","2",0,0,0,0,1,1.7,33,0.248,9,1,17,3,0,0,0,0,0,1,0,0,0,0,1,0
"Slider.Cutter",1,"0","0",1,"2","1",0,0,0,0,0,4.42,2,0.344,0,-1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
"Slider.Cutter",1,"0","1",3,"1","0",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",1,"0","1",3,"1","2",0,0,0,0,0,1.64,1,0.135,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,1
"Fastball",5,"0","1",6,"0","0",1,1,0,0,0,1.8,19,0.264,3,1,20,3,0,0,1,0,0,0,0,1,0,0,0,0
"Slider.Cutter",2,"0","1",4,"3","2",0,0,0,0,2,3.72,14,0.36,1,-1,1,2,0,0,0,0,0,1,0,0,0,0,1,0
"Slider.Cutter",9,"0","0",7,"0","0",2,0,0,0,4,1.2,0,0.2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"Slider.Cutter",5,"0","1",7,"2","2",0,0,0,0,1,1.85,19,0.206,7,1,10,2,0,0,0,0,0,1,0,0,0,1,0,0
"Slider.Cutter",5,"0","1",3,"1","1",1,1,1,0,2,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"Fastball",4,"0","1",2,"0","0",1,0,1,0,-6,1.74,4,0.174,0,-1,2,0,0,0,1,0,0,0,0,1,0,0,0,0
"CurveBall",4,"0","1",2,"1","2",0,0,0,0,2,2.93,26,0.226,7,1,6,2,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",6,"0","1",4,"0","1",1,0,1,0,-2,3.49,17,0.254,3,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0
"Slider.Cutter",6,"0","1",6,"2","2",0,1,0,0,-1,1.57,33,0.287,3,-1,11,1,0,0,0,0,0,1,0,0,0,0,0,1
"Fastball",2,"0","1",1,"1","2",0,0,1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Fastball",1,"0","1",1,"1","0",0,0,0,0,1,1.64,1,0.135,0,-1,2,0,0,0,0,0,0,1,0,1,0,0,0,0
"Slider.Cutter",1,"0","0",6,"3","2",0,0,0,0,2,1.78,34,0.278,4,-1,11,2,0,0,0,0,0,1,0,0,0,0,0,1
"CurveBall",4,"0","1",7,"0","2",0,1,1,0,0,1.86,23,0.253,7,1,14,3,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",4,"0","0",3,"0","0",1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Slider.Cutter",6,"0","1",6,"1","1",2,1,0,0,0,1.78,43,0.244,7,-1,11,2,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",4,"0","1",6,"2","1",2,0,0,0,2,1.74,26,0.212,8,1,5,1,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",6,"0","1",4,"0","0",2,1,0,0,2,1.78,43,0.244,7,-1,11,2,0,0,1,0,0,0,0,1,0,0,0,0
"CurveBall",1,"0","1",3,"0","1",0,0,0,0,4,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Slider.Cutter",3,"0","1",1,"2","1",1,0,0,0,-1,1.79,66,0.313,7,-1,11,2,0,0,0,0,0,0,1,0,0,0,1,0
"Fastball",2,"0","1",5,"0","0",0,0,0,1,2,1.82,10,0.272,2,-1,15,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",9,"0","1",3,"3","2",0,0,0,0,-1,0.66,0,0.125,0,1,2,0,4,2,0,0,0,1,0,0,0,0,1,0
"Fastball",9,"0","0",4,"0","0",1,0,1,1,-3,3.72,0,0.25,0,-1,1,2,0,2,1,0,0,0,0,1,0,0,0,0
"Fastball",9,"0","1",3,"0","0",2,0,0,0,0,1.92,2,0.143,0,-1,11,2,5,7,1,0,0,0,0,1,0,0,0,0
"Fastball",4,"0","1",3,"0","0",0,1,0,0,5,1.7,17,0.368,5,-1,19,3,0,0,1,0,0,0,0,1,0,0,0,0
"Slider.Cutter",4,"0","1",6,"3","2",2,0,0,0,6,4.26,5,0.333,2,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0
"Fastball",3,"0","1",7,"1","0",0,0,0,0,5,2.04,8,0.24,4,1,4,1,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",0,"0","1",7,"0","1",1,1,0,0,8,1.73,5,0.226,1,1,11,3,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",9,"0","1",7,"1","0",1,0,0,0,-3,1.65,0,0,0,-1,12,3,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",4,"0","0",5,"0","0",2,1,0,0,0,1.71,35,0.288,8,1,13,2,0,0,1,0,0,0,0,1,0,0,0,0
"Slider.Cutter",2,"0","1",3,"0","2",2,0,0,1,-1,1.81,48,0.274,11,1,11,3,0,0,0,0,0,0,1,0,0,1,0,0
"Slider.Cutter",6,"0","1",5,"3","2",0,0,0,0,-1,1.52,21,0.26,7,-1,9,1,0,0,0,0,1,0,0,0,0,0,0,1
"Slider.Cutter",1,"0","0",4,"0","1",0,0,0,0,0,3.57,15,0.259,1,1,3,2,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",3,"0","0",6,"0","0",0,1,1,0,1,1.5,7,0.371,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",9,"0","1",4,"1","1",2,0,0,0,0,1.71,0,0.333,0,1,13,2,3,7,0,0,0,1,0,0,0,0,1,0
"Slider.Cutter",8,"0","0",3,"1","1",1,0,0,0,4,1.73,30,0.262,3,1,11,3,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",3,"0","1",4,"0","0",1,1,0,0,1,2.52,32,0.277,2,-1,7,2,0,0,1,0,0,0,0,1,0,0,0,0
"Slider.Cutter",5,"0","1",5,"1","1",0,0,0,0,3,1.5,8,0.221,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1
"Fastball",3,"0","0",1,"0","2",2,0,0,0,1,4.43,22,0.337,3,-1,2,1,0,0,0,0,1,0,0,0,0,0,1,0
"Fastball",3,"0","1",3,"2","2",2,0,0,0,-1,1.74,27,0.317,8,1,5,1,0,0,0,0,0,0,1,0,0,1,0,0
"Slider.Cutter",5,"0","1",7,"0","2",0,0,0,0,2,1.74,7,0.298,3,1,5,1,0,0,0,0,0,0,1,0,0,0,0,1
"Fastball",0,"0","1",6,"2","1",0,0,0,0,8,2.04,0,0,0,-1,9,2,0,1,0,0,0,1,0,0,0,0,1,0
"Slider.Cutter",5,"0","1",5,"0","1",0,0,0,0,-1,1.65,54,0.271,11,-1,12,3,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",3,"0","1",1,"0","1",1,1,1,0,0,0.66,18,0.3,7,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0
"CurveBall",6,"0","1",2,"0","1",2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",8,"0","1",7,"0","0",2,1,0,0,-2,1.78,3,0.292,0,1,14,2,0,0,1,0,0,0,0,1,0,0,0,0
"Slider.Cutter",2,"0","1",6,"1","1",2,0,0,0,8,2.04,10,0.298,2,-1,9,2,0,0,0,0,0,1,0,0,0,0,1,0
"CurveBall",8,"0","1",4,"1","2",2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"Slider.Cutter",0,"0","1",7,"0","0",2,0,1,0,6,3.86,6,0.255,2,-1,3,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",4,"0","0",2,"0","0",0,0,0,0,3,2.04,59,0.319,13,-1,9,2,0,0,1,0,0,0,0,1,0,0,0,0
"CurveBall",6,"0","0",2,"1","2",2,0,0,0,0,4.42,2,0.152,0,-1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
"CurveBall",1,"0","1",3,"1","1",1,1,0,0,2,1.67,27,0.305,3,-1,18,3,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",7,"0","1",2,"0","0",2,0,0,0,4,2.04,4,0.231,1,1,4,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",6,"0","1",2,"0","0",0,0,0,0,-1,0.66,2,0.173,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",2,"0","1",3,"2","0",0,1,0,1,3,1.82,10,0.272,2,-1,15,3,0,0,0,0,0,1,0,0,0,0,1,0
"CurveBall",5,"0","1",8,"1","2",2,1,1,0,0,1.64,4,0.389,0,-1,2,0,0,0,0,0,0,0,1,0,0,0,1,0
"Slider.Cutter",4,"0","1",6,"1","1",0,1,0,0,0,1.64,5,0.261,1,-1,2,0,0,0,0,0,0,1,0,0,0,0,0,1
"Slider.Cutter",1,"0","0",6,"0","1",0,0,0,0,-2,3.57,15,0.259,1,1,3,2,0,0,0,0,0,0,1,1,0,0,0,0
"Slider.Cutter",5,"0","1",2,"0","1",0,0,1,0,0,1.74,7,0.298,3,1,5,1,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",6,"0","0",5,"0","0",0,1,1,0,0,1.89,65,0.274,18,-1,11,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",6,"0","1",7,"0","0",2,1,0,0,1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Slider.Cutter",2,"0","1",1,"1","0",0,0,0,0,0,3.86,25,0.335,3,-1,3,3,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",1,"0","1",3,"0","0",1,1,0,0,2,1.67,27,0.305,3,-1,18,3,0,0,1,0,0,0,0,1,0,0,0,0
"CurveBall",4,"0","1",2,"1","1",0,0,0,0,1,1.2,9,0.237,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",0,"0","1",7,"3","2",1,0,0,0,4,1.2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"Fastball",5,"0","1",2,"3","1",0,0,0,0,0,1.86,29,0.238,8,1,14,3,0,0,0,0,0,0,1,0,0,0,0,1
"Fastball",3,"0","1",1,"0","0",1,1,0,0,0,1.57,32,0.243,12,-1,11,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",2,"0","0",3,"1","1",1,0,0,0,-1,1.74,20,0.307,3,1,5,1,0,0,0,0,0,1,0,0,0,0,0,1
"Fastball",9,"0","1",6,"0","0",0,0,0,0,-1,0.66,0,0.125,0,1,2,0,4,2,1,0,0,0,0,1,0,0,0,0
"Slider.Cutter",1,"0","0",7,"2","2",1,1,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"CurveBall",2,"0","1",1,"1","2",0,0,1,0,0,1.64,2,0.294,0,-1,2,0,0,0,0,0,0,0,1,0,0,0,0,1
"Fastball",6,"0","0",5,"0","2",0,0,0,0,-1,1.65,83,0.275,12,-1,12,3,0,0,0,0,1,0,0,0,0,0,1,0
"Fastball",1,"0","1",1,"2","0",0,0,0,0,0,1.73,73,0.28,18,1,16,3,0,0,0,0,0,0,1,0,0,0,1,0
"Fastball",1,"0","0",3,"2","0",1,0,1,1,-1,4.42,2,0.344,0,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"CurveBall",2,"0","1",1,"1","2",1,0,0,0,0,1.74,4,0.264,1,-1,2,0,0,0,0,0,0,0,1,0,0,0,0,1
"CurveBall",8,"0","1",5,"0","1",0,0,0,0,0,3.86,5,0.286,0,-1,3,3,0,0,0,0,0,1,0,1,0,0,0,0
"Slider.Cutter",1,"0","0",4,"1","1",0,0,0,0,0,3.57,15,0.259,1,1,3,2,0,0,0,0,0,0,1,0,0,0,1,0
"Fastball",1,"0","0",3,"0","0",1,0,0,0,2,3.32,40,0.304,11,-1,4,2,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",2,"0","1",6,"1","1",1,0,0,0,-1,1.81,48,0.274,11,1,11,3,0,0,0,0,0,1,0,0,0,0,0,1
"Fastball",8,"0","1",5,"1","0",2,0,0,1,1,1.82,26,0.236,4,-1,13,2,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",3,"0","0",1,"0","0",2,0,0,0,0,1.5,7,0.371,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",8,"0","1",3,"0","0",0,0,0,0,0,1.67,8,0.245,1,1,6,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",4,"0","1",2,"1","0",0,0,0,0,2,2.93,26,0.226,7,1,6,2,0,0,0,0,0,1,0,1,0,0,0,0
"Slider.Cutter",4,"0","1",1,"2","1",2,1,0,0,0,2.24,40,0.254,6,1,8,2,0,0,0,0,0,1,0,0,0,0,0,1
"Fastball",3,"0","0",6,"1","1",2,0,1,0,3,1.58,42,0.255,14,1,10,1,0,0,0,0,0,0,1,0,0,0,0,1
"Fastball",7,"0","1",7,"0","0",0,0,0,0,0,1.78,12,0.187,0,-1,11,2,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",4,"0","1",6,"2","2",1,1,1,0,5,1.7,33,0.248,9,1,17,3,0,0,0,0,1,0,0,0,0,0,0,1
"Slider.Cutter",2,"0","1",6,"1","2",0,1,0,0,1,1.56,0,0.328,0,1,7,1,0,0,0,0,0,1,0,0,0,1,0,0
"Fastball",2,"0","1",2,"2","2",1,0,0,1,-5,1.74,4,0.264,1,-1,2,0,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",4,"0","1",5,"0","0",0,0,0,0,0,1.86,23,0.253,7,1,14,3,0,0,1,0,0,0,0,1,0,0,0,0
"Slider.Cutter",3,"0","1",1,"1","1",2,0,0,0,0,1.85,14,0.171,4,1,10,2,0,0,0,0,0,1,0,0,0,0,1,0
"CurveBall",8,"0","1",6,"1","2",2,1,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Slider.Cutter",2,"0","0",6,"1","1",0,0,0,0,0,1.8,17,0.303,1,1,20,3,0,0,0,0,0,0,1,0,0,0,1,0
"Slider.Cutter",9,"0","1",5,"0","0",0,0,0,0,-2,4.24,0,0.059,0,-1,2,2,4,2,1,0,0,0,0,1,0,0,0,0
"Slider.Cutter",9,"0","1",3,"0","2",1,0,0,0,0,1.81,5,0.297,0,1,11,3,0,0,0,0,1,0,0,0,0,0,1,0
"CurveBall",9,"0","1",3,"0","2",1,0,0,0,2,1.5,0,0.25,0,1,2,0,1,2,0,0,0,1,0,0,0,0,1,0
"Fastball",2,"0","1",4,"0","1",2,0,1,1,5,1.7,18,0.178,9,-1,19,3,0,0,0,0,0,1,0,1,0,0,0,0
"Slider.Cutter",1,"0","1",3,"0","0",2,0,1,0,0,1.85,15,0.257,1,1,10,2,0,0,1,0,0,0,0,1,0,0,0,0
"Slider.Cutter",4,"0","1",7,"1","2",1,1,0,1,1,2.43,11,0.244,2,1,2,1,0,0,0,0,0,0,1,0,0,0,1,0
"CurveBall",2,"0","1",4,"0","1",0,0,0,0,0,3.57,11,0.279,4,1,3,2,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",6,"0","0",2,"3","2",0,0,0,0,-1,4.07,4,0.233,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0
"Fastball",6,"0","1",7,"1","2",1,0,0,1,8,4.32,18,0.249,3,1,2,3,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",2,"0","1",1,"1","0",0,0,1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Slider.Cutter",6,"0","1",8,"0","2",1,0,0,0,8,2.93,8,0.339,1,1,6,2,0,0,0,0,0,0,1,0,0,0,1,0
"Fastball",2,"0","1",1,"0","0",1,0,0,0,0,1.78,11,0.224,2,-1,11,2,0,0,1,0,0,0,0,1,0,0,0,0
"CurveBall",6,"0","1",1,"0","2",2,1,1,0,-1,4.5,1,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"Slider.Cutter",1,"0","0",6,"1","2",0,1,0,0,1,1.56,2,0.204,0,1,7,1,0,0,0,0,0,0,1,0,0,0,1,0
"Fastball",1,"0","1",3,"0","0",2,1,0,0,1,1.58,12,0.243,6,1,10,1,0,0,1,0,0,0,0,1,0,0,0,0
"Slider.Cutter",7,"0","0",7,"0","0",0,0,0,0,2,1.96,9,0.289,4,-1,3,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",0,"0","0",6,"0","1",0,0,0,0,8,4.32,0,0.091,0,1,2,3,1,5,0,0,0,1,0,1,0,0,0,0
"Fastball",1,"0","0",1,"2","0",0,0,0,0,0,3.86,19,0.254,7,-1,3,3,0,0,0,0,0,1,0,0,0,0,1,0
"Slider.Cutter",4,"0","1",6,"3","2",0,0,0,0,6,2.24,40,0.254,6,1,8,2,0,0,0,0,0,1,0,0,0,0,1,0
"CurveBall",2,"0","0",9,"0","1",1,0,0,0,5,1.92,17,0.233,1,-1,11,2,0,0,0,0,0,1,0,1,0,0,0,0
"Slider.Cutter",7,"0","1",4,"0","0",2,0,0,0,0,3.86,3,0.313,0,-1,3,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",2,"0","0",6,"0","1",0,1,0,0,5,1.2,7,0.235,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"CurveBall",9,"0","1",5,"1","2",2,1,0,0,1,2.52,24,0.291,2,-1,7,2,0,0,0,0,0,0,1,0,0,0,0,1
"Fastball",8,"0","1",2,"1","1",1,0,0,1,0,1.96,4,0.333,1,-1,3,1,0,0,0,0,0,0,1,0,0,0,1,0
"CurveBall",4,"0","1",7,"0","1",1,0,0,0,5,2.04,31,0.296,11,1,4,1,0,0,0,0,0,1,0,1,0,0,0,0
"Slider.Cutter",5,"0","1",4,"3","2",1,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"CurveBall",2,"0","0",7,"2","2",1,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"CurveBall",5,"0","1",4,"1","2",1,0,0,0,0,1.64,4,0.389,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,1
"Fastball",4,"0","1",6,"1","2",2,0,0,0,6,4.26,5,0.333,2,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1
"Slider.Cutter",2,"0","0",3,"0","1",0,0,1,0,2,3.17,24,0.265,5,1,5,2,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",7,"0","1",7,"0","0",0,1,1,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Slider.Cutter",4,"0","1",7,"0","0",0,0,0,0,2,3.73,10,0.233,3,-1,1,2,0,0,1,0,0,0,0,1,0,0,0,0
"Slider.Cutter",1,"0","0",6,"1","0",1,0,0,0,5,2.04,11,0.205,6,1,4,1,0,0,0,0,0,0,1,1,0,0,0,0
