"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeChangeUp","prev_pitch_typeCurveBall","prev_pitch_typeFastball","prev_pitch_typeSlider.Cutter","prevprev_pitch_type0","prevprev_pitch_typeChangeUp","prevprev_pitch_typeCurveBall","prevprev_pitch_typeFastball","prevprev_pitch_typeSlider.Cutter"
"Fastball",26,"1","1",6,"0","1",0,0,0,0,-4,3.77,18,0.238,4,1,2,3,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",12,"1","0",4,"0","0",2,1,0,0,0,2.76,61,0.278,14,-1,10,7,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",6,"1","0",2,"1","2",1,1,0,0,2,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"Fastball",9,"1","1",2,"0","0",2,1,0,0,0,2.58,1,0.091,1,-1,2,2,3,1,1,0,0,0,0,1,0,0,0,0
"Fastball",13,"1","1",4,"0","0",1,0,0,0,0,3.34,42,0.226,12,1,9,7,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",3,"1","0",1,"2","0",2,0,0,0,0,3.34,97,0.331,41,1,9,7,0,0,0,1,0,0,0,0,0,0,1,0
"Fastball",19,"1","0",4,"3","1",0,0,0,0,0,2.66,7,0.318,1,-1,6,5,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",26,"1","1",7,"3","2",2,0,0,1,7,2.6,1,0.196,0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0
"Fastball",5,"1","0",2,"0","1",0,0,0,0,-1,3.77,26,0.298,7,1,2,3,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",3,"1","1",1,"0","2",1,1,0,0,0,2,25,0.237,9,1,6,2,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",8,"1","1",3,"0","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",4,"1","1",7,"0","1",2,1,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",4,"1","1",2,"0","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",15,"1","0",4,"1","1",1,0,0,0,-1,4.15,4,0.244,0,1,2,4,0,0,0,0,0,1,0,0,1,0,0,0
"Fastball",12,"1","1",4,"3","2",1,0,0,0,2,0,0,0.5,0,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",21,"1","1",6,"0","0",0,1,0,0,0,3.59,37,0.314,11,-1,3,4,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",27,"1","0",7,"1","1",0,1,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",24,"1","0",6,"1","2",1,0,1,0,-5,3.2,60,0.267,11,1,8,6,0,0,0,0,1,0,0,0,0,0,1,0
"Fastball",10,"1","0",3,"3","2",0,0,0,0,-1,3.77,17,0.321,2,1,2,3,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",19,"1","1",5,"0","0",1,1,0,0,3,3.38,42,0.304,11,1,3,4,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",22,"1","0",6,"0","0",1,1,1,0,0,3.59,48,0.293,13,-1,3,4,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",7,"1","1",3,"1","1",0,0,0,0,1,0,6,0.278,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",5,"1","1",2,"2","2",0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",21,"1","1",4,"0","0",1,0,0,0,-6,1.82,37,0.302,12,-1,2,2,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",10,"1","0",3,"0","0",2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
