"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeChangeUp","prev_pitch_typeCurveBall","prev_pitch_typeFastball","prev_pitch_typeOthers","prev_pitch_typeSlider.Cutter","prevprev_pitch_type0","prevprev_pitch_typeChangeUp","prevprev_pitch_typeCurveBall","prevprev_pitch_typeFastball","prevprev_pitch_typeOthers","prevprev_pitch_typeSlider.Cutter"
"CurveBall",19,"0","1",5,"0","1",1,1,1,0,0,6.55,10,0.22,2,-1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",5,"0","1",1,"2","2",1,1,0,1,-1,5.28,17,0.296,4,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",3,"0","0",1,"0","0",0,1,0,0,0,4.28,9,0.265,2,1,2,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",19,"0","1",6,"2","2",0,0,0,0,-1,3.81,28,0.273,4,1,4,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",6,"0","1",2,"1","2",1,0,1,0,3,3,6,0.226,2,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CurveBall",13,"0","1",4,"0","1",0,0,0,0,0,2.77,1,0.179,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Fastball",23,"0","1",6,"0","0",0,0,0,0,-1,3.56,21,0.268,3,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",18,"0","0",5,"0","1",1,0,0,1,2,3.22,52,0.209,15,1,9,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",15,"0","1",4,"0","0",0,1,0,0,0,3.67,6,0.306,1,-1,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",20,"0","1",5,"0","1",2,0,0,0,3,9,1,0.214,1,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",1,"1","0",1,0,0,0,0,3.38,63,0.24,20,1,7,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",10,"0","0",3,"1","1",0,1,0,0,-1,4.39,17,0.333,4,1,2,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",15,"0","1",4,"0","0",1,0,1,0,0,4.33,23,0.233,4,1,2,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CurveBall",14,"0","1",3,"0","0",2,0,1,1,-1,5.28,17,0.296,4,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",20,"0","1",5,"0","1",1,0,0,0,1,3.3,24,0.273,3,-1,8,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Fastball",25,"0","1",7,"3","2",2,1,0,0,-1,3.81,22,0.306,5,1,4,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"CurveBall",21,"0","1",5,"2","0",1,0,1,0,-3,3.56,23,0.335,7,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",2,"0","1",1,"0","0",1,0,0,0,1,3.87,19,0.336,6,-1,3,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","1",2,"0","0",0,0,0,0,-1,3.15,1,0.194,0,1,6,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",19,"0","1",6,"3","2",0,1,0,0,2,3.61,1,0.243,0,-1,3,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",4,"0","1",2,"0","0",0,0,0,0,3,5.03,11,0.25,2,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CurveBall",10,"0","0",2,"1","1",0,0,0,0,-4,3.59,14,0.256,0,1,3,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",4,"0","1",1,"1","0",2,1,0,0,0,3.24,40,0.205,19,1,5,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",14,"0","1",5,"1","1",0,0,0,0,2,3.69,0,0,0,-1,4,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",12,"0","1",3,"2","2",1,0,1,0,0,2.37,3,0.308,1,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",19,"0","0",5,"1","2",1,0,0,0,0,3.95,36,0.289,9,-1,3,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",11,"0","1",3,"2","0",1,0,0,0,2,3.87,19,0.336,6,-1,3,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CurveBall",3,"0","1",1,"0","0",2,0,0,0,1,3.87,47,0.296,14,-1,3,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","1",2,"0","0",0,0,0,0,-2,3.24,5,0.289,1,1,5,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","0",1,"2","2",2,1,0,0,2,9,2,0.308,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"CurveBall",24,"0","1",5,"1","1",2,1,0,0,0,3.15,60,0.271,14,-1,5,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",18,"0","1",4,"0","0",0,1,0,1,-1,3.15,16,0.246,3,1,6,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",13,"0","1",5,"2","2",0,0,0,0,1,3.2,34,0.27,10,-1,5,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",7,"0","0",2,"0","0",1,1,0,0,0,3.56,11,0.272,3,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","0",1,"2","1",2,0,0,0,0,3.44,51,0.322,6,1,5,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"CurveBall",24,"0","0",6,"1","1",1,0,0,0,0,3.22,73,0.265,19,1,9,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Fastball",21,"0","1",6,"1","2",2,0,0,0,1,3.04,57,0.282,13,-1,6,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",15,"0","0",4,"1","2",0,0,0,0,-2,3.24,21,0.184,6,1,5,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CurveBall",17,"0","0",5,"0","1",2,1,0,0,2,3.69,26,0.23,11,-1,4,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",10,"0","1",3,"3","2",0,0,0,0,4,3,1,0.111,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",23,"0","1",5,"2","2",1,0,0,0,-1,4.28,3,0.375,1,1,2,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",24,"0","1",6,"0","0",0,0,0,0,1,3.25,31,0.248,5,1,6,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",24,"0","0",7,"1","0",0,1,0,0,-1,8.4,5,0.25,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",1,"0","1",1,"0","1",0,0,0,0,0,4.33,10,0.269,1,1,2,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CurveBall",6,"0","1",2,"2","2",2,0,0,0,0,3.44,32,0.22,12,1,5,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CurveBall",10,"0","0",3,"0","0",0,1,1,0,0,3.67,11,0.294,1,1,2,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",2,"2","2",2,0,0,0,0,3.9,13,0.258,3,1,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Fastball",29,"0","1",7,"1","1",1,0,0,0,-1,4.39,5,0.183,1,1,2,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Fastball",13,"0","1",4,"1","2",0,1,0,0,5,3.48,87,0.328,27,1,6,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",16,"0","1",4,"0","0",1,0,0,0,0,3.67,15,0.189,5,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CurveBall",23,"0","1",6,"0","0",0,0,0,0,-1,4.03,7,0.235,3,1,3,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CurveBall",13,"0","1",3,"1","1",0,0,1,0,-1,4,22,0.28,3,-1,3,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Fastball",6,"0","1",2,"0","0",1,0,0,0,0,3.38,73,0.248,12,1,7,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","0",1,"0","1",2,1,0,0,0,3.56,19,0.276,4,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CurveBall",20,"0","1",6,"0","0",1,0,1,1,0,3.2,34,0.282,4,-1,5,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",13,"0","1",4,"1","2",2,0,0,0,3,5.03,11,0.25,2,-1,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",27,"0","1",8,"0","0",0,0,0,0,0,3.67,0,0,0,-1,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CurveBall",14,"0","0",4,"0","0",0,0,0,0,3,3.87,40,0.219,13,-1,3,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",2,"2","2",1,1,0,0,0,3.67,15,0.189,5,-1,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"CurveBall",2,"0","1",1,"0","2",1,0,0,0,0,3.67,17,0.269,2,-1,2,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",8,"0","0",2,"1","0",2,1,1,0,0,3.04,47,0.23,8,-1,6,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"CurveBall",4,"0","0",1,"0","2",2,1,0,0,0,3.56,19,0.276,4,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",13,"0","1",3,"0","0",1,0,0,0,-2,3.24,40,0.205,19,1,5,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",1,"0","1",0,0,0,0,-1,4.03,0,0.2,0,1,3,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",1,"0","0",2,1,0,0,0,3.69,65,0.277,25,-1,4,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CurveBall",13,"0","1",4,"1","1",0,0,0,0,1,4.33,28,0.285,7,1,2,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Fastball",8,"0","1",3,"0","1",0,0,0,0,1,0,0,0.571,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",22,"0","1",6,"2","0",1,0,0,0,0,3.26,37,0.281,11,1,5,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",16,"0","0",5,"0","0",0,0,0,0,0,3.14,58,0.193,21,1,6,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CurveBall",1,"0","0",1,"0","2",0,0,0,0,0,3.14,42,0.297,11,1,6,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"CurveBall",18,"0","1",5,"0","1",2,1,0,0,5,3.48,12,0.24,0,1,6,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CurveBall",5,"0","1",1,"2","1",1,1,1,0,0,4,18,0.323,1,-1,3,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",25,"0","1",7,"0","0",0,0,0,0,-1,6.55,4,0.172,1,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",12,"0","0",2,"1","0",1,0,1,0,-2,3.25,81,0.311,18,1,6,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",22,"0","0",6,"0","0",2,0,1,0,-1,8.4,10,0.339,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CurveBall",25,"0","1",8,"0","0",0,0,0,0,4,5.03,6,0.222,1,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",23,"0","0",5,"0","0",0,1,1,1,-3,3.31,8,0.391,3,-1,3,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",17,"0","1",4,"3","2",2,0,0,0,-2,3.24,5,0.289,1,1,5,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",31,"0","1",7,"0","0",1,1,0,0,-1,4.39,12,0.316,1,1,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CurveBall",25,"0","0",6,"0","0",1,1,0,1,-3,3.14,58,0.193,21,1,6,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",20,"0","1",5,"1","0",1,1,0,0,-1,4.39,5,0.183,1,1,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",14,"0","1",4,"1","1",2,0,1,0,5,3.48,59,0.308,17,1,6,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",18,"0","1",4,"0","0",0,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CurveBall",25,"0","1",6,"1","2",2,1,0,0,0,3.22,68,0.26,16,1,9,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CurveBall",3,"0","0",1,"1","0",0,1,0,0,0,4.28,9,0.265,2,1,2,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CurveBall",11,"0","1",3,"1","1",1,1,1,0,-1,4.39,5,0.183,1,1,2,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",22,"0","1",6,"3","2",0,0,1,0,3,3.48,87,0.328,27,1,6,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"CurveBall",15,"0","1",4,"0","1",2,1,1,1,0,6.55,5,0.189,1,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",17,"0","1",4,"0","0",2,0,0,0,-2,0,0,0.571,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",16,"0","1",4,"0","1",2,1,0,0,0,4.33,12,0.278,2,1,2,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",2,"0","0",1,"2","2",0,0,0,0,0,0,1,0.667,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",6,"0","1",2,"3","2",0,0,0,0,-1,3.98,30,0.305,2,-1,3,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",10,"0","0",2,"2","2",0,0,0,0,-1,3.25,24,0.262,3,1,6,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",18,"0","0",6,"2","1",0,1,1,0,0,3.2,24,0.217,1,-1,5,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",10,"0","1",3,"0","0",1,0,0,0,1,4.33,10,0.269,1,1,2,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",1,"0","1",1,0,0,0,0,4,40,0.288,8,-1,3,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",1,"3","1",0,0,0,0,0,3.67,11,0.231,3,-1,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Fastball",10,"0","1",3,"0","0",2,0,0,0,-1,4.13,20,0.248,7,1,2,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CurveBall",4,"0","0",1,"2","0",0,1,0,1,-2,3.69,45,0.287,8,1,4,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",6,"0","1",2,"0","0",2,0,0,0,0,4.67,5,0.261,0,-1,2,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",17,"0","1",4,"3","2",0,0,0,0,0,3.15,7,0.261,0,-1,5,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",27,"0","0",6,"2","2",2,1,1,0,-3,3.61,0,0.25,0,-1,3,4,3,2,0,0,1,0,0,0,0,0,0,1,0,0
"CurveBall",25,"0","1",6,"3","2",1,0,0,0,0,3.44,2,0.158,0,-1,7,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",17,"0","1",4,"2","0",0,0,0,0,-7,4.09,2,0.133,0,-1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",15,"0","1",3,"1","2",0,1,0,0,-2,3.25,31,0.248,5,1,6,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",25,"0","0",7,"0","1",0,0,0,0,1,3.3,66,0.289,9,-1,8,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CurveBall",22,"0","1",6,"0","0",0,0,0,0,-1,6.55,8,0.241,3,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",25,"0","1",6,"0","2",2,0,0,0,-1,4.03,24,0.207,6,1,3,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",9,"0","1",3,"0","1",1,0,1,0,3,5.03,0,0.1,0,-1,1,3,1,3,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",1,"1","0",1,1,0,0,0,3.3,32,0.222,6,-1,8,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"CurveBall",10,"0","1",3,"1","2",0,0,0,0,-2,3.69,25,0.225,8,-1,4,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CurveBall",5,"0","1",1,"1","2",1,1,1,0,-2,3.69,61,0.28,11,1,4,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",16,"0","1",4,"3","2",2,1,0,1,-1,4.03,24,0.207,6,1,3,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",2,"0","0",1,"1","0",1,0,0,0,0,3.22,41,0.283,1,1,9,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",27,"0","1",7,"0","1",2,0,0,0,4,3.48,12,0.24,0,1,6,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",9,"0","1",3,"0","2",1,0,1,0,3,5.03,0,0.1,0,-1,1,3,1,3,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",1,"0","1",1,"0","1",0,0,0,0,1,4,5,0.321,0,-1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CurveBall",26,"0","1",7,"0","0",1,0,0,0,0,3.26,29,0.28,2,1,5,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",1,"2","1",2,1,1,1,-1,3.15,39,0.225,6,1,6,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",18,"0","1",4,"0","0",0,0,0,0,-7,4.09,2,0.457,0,-1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",1,"0","1",2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",2,"1","0",2,0,0,0,0,4.67,5,0.261,0,-1,2,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",17,"0","1",5,"0","1",0,0,0,0,0,4.33,0,0,0,1,2,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CurveBall",14,"0","1",4,"3","1",0,0,0,1,0,4.67,26,0.185,7,-1,2,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"CurveBall",27,"0","1",6,"1","2",1,0,0,0,-3,4,4,0.247,2,-1,3,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",10,"0","1",4,"3","2",0,0,0,0,2,3.69,23,0.257,6,-1,4,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",15,"0","0",5,"2","1",0,0,0,0,0,8.4,5,0.25,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CurveBall",8,"0","0",2,"0","0",2,0,0,0,-1,4.03,21,0.234,4,1,3,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",13,"0","1",3,"3","2",1,1,0,0,0,3.31,15,0.231,2,-1,3,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",6,"0","0",2,"0","1",0,0,0,0,-1,3.22,73,0.265,19,1,9,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"CurveBall",18,"0","0",5,"1","2",1,0,0,0,0,3.26,14,0.259,0,1,5,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",23,"0","0",6,"2","2",1,0,1,0,2,3.87,40,0.219,13,-1,3,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CurveBall",18,"0","0",5,"0","1",1,0,0,0,0,4.39,9,0.233,0,1,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",1,"0","2",1,0,0,0,0,4,45,0.284,12,-1,3,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",6,"0","1",1,"0","1",0,0,1,1,-3,3.59,20,0.27,6,1,3,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",9,"0","0",3,"0","2",1,0,0,0,0,3.61,0,0.25,0,-1,3,4,3,2,0,0,0,1,0,0,0,0,0,1,0,0
"CurveBall",6,"0","1",1,"0","1",2,0,1,0,-2,3.3,39,0.254,7,-1,8,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",18,"0","0",6,"2","2",0,0,0,0,2,3.61,0,0.25,0,-1,3,4,3,2,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",4,"0","1",1,"0","0",0,1,0,1,-1,3.25,60,0.228,21,1,6,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",26,"0","0",6,"2","1",2,0,0,0,0,3.44,52,0.294,12,-1,7,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"CurveBall",2,"0","1",1,"3","2",0,0,0,0,0,6.55,7,0.205,1,-1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CurveBall",17,"0","0",4,"0","0",2,1,0,0,0,3.44,52,0.294,12,-1,7,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CurveBall",15,"0","0",4,"3","2",1,1,0,0,3,9,1,0.125,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CurveBall",23,"0","0",6,"0","1",1,0,1,0,2,3.87,40,0.219,13,-1,3,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",16,"0","1",4,"0","0",0,0,0,0,-1,3.31,35,0.283,4,-1,3,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","1",3,"0","1",0,0,0,0,0,8.4,3,0.237,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",13,"0","1",3,"0","1",1,1,1,1,-2,0,0,0.6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",14,"0","1",4,"2","2",2,0,1,0,5,3.48,59,0.308,17,1,6,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Fastball",15,"0","1",4,"0","0",0,0,0,0,1,3.92,45,0.27,18,-1,3,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",12,"0","1",3,"0","0",0,1,0,0,-1,4,40,0.288,8,-1,3,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",22,"0","1",6,"1","0",1,0,1,0,2,3,7,0.424,2,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",13,"0","1",3,"3","2",1,0,0,0,-2,3.24,40,0.205,19,1,5,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",27,"0","1",6,"1","2",2,0,0,0,-1,4.28,17,0.256,4,1,2,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CurveBall",21,"0","0",6,"0","1",0,0,0,0,-1,6.55,13,0.318,0,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",23,"0","1",6,"1","0",2,0,0,0,3,9,4,0.444,0,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",3,"0","0",1,"0","1",1,1,0,0,0,3.67,38,0.302,9,1,2,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",1,"0","0",0,0,1,1,-3,3.59,20,0.27,6,1,3,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","0",1,"0","0",0,1,0,0,0,3.69,48,0.298,16,-1,4,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",15,"0","1",5,"3","0",0,0,0,0,1,3.04,16,0.236,1,-1,6,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CurveBall",17,"0","1",4,"1","2",0,1,0,0,-1,3.15,1,0.194,0,1,6,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Fastball",26,"0","0",7,"0","1",1,1,1,0,0,3.04,47,0.23,8,-1,6,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",10,"0","1",3,"0","1",0,0,0,0,-2,3.69,25,0.225,8,-1,4,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",16,"0","0",5,"2","2",0,1,0,0,1,3.04,23,0.215,6,-1,6,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",7,"0","1",1,"2","1",1,1,0,0,-3,3.25,12,0.193,8,1,6,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",23,"0","0",5,"0","1",2,1,0,0,-4,3.59,35,0.283,7,1,3,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","0",2,"1","1",1,1,0,0,0,3.04,6,0.252,0,-1,6,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CurveBall",13,"0","1",3,"2","2",1,1,0,0,0,3.31,15,0.231,2,-1,3,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CurveBall",8,"0","0",3,"1","2",0,0,0,0,0,3.67,10,0.381,2,1,2,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",9,"0","1",3,"1","1",0,0,0,0,2,9,1,0.235,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CurveBall",18,"0","1",4,"0","1",1,1,1,0,0,3.92,10,0.33,1,-1,3,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",17,"0","1",5,"0","1",0,0,0,0,-1,4.67,12,0.245,2,-1,2,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","0",2,"1","2",2,0,0,0,-1,4.03,21,0.234,4,1,3,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CurveBall",13,"0","1",4,"2","1",0,0,1,0,-2,4.13,22,0.259,6,1,2,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CurveBall",15,"0","1",3,"0","0",1,1,0,0,-2,3.15,60,0.271,14,-1,5,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",18,"0","1",4,"0","2",0,1,0,1,-1,3.15,16,0.246,3,1,6,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",20,"0","0",5,"2","2",2,0,0,0,-2,3.24,36,0.232,8,1,5,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",28,"0","1",8,"0","1",0,0,0,0,-2,3.69,25,0.225,8,-1,4,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CurveBall",21,"0","0",5,"0","0",0,0,0,0,-1,4.28,9,0.265,2,1,2,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0
